Ticker,Date,SMA_10,SMA_10_min_max,SMA_10_fluc_pctg,MACD,MACD_Signal,MACD_Hist,MACD_polarize,MACD_Signal_polarize,MACD_Hist_polarize,CCI_20,CCI_20_polarize,CCI_20_fluc_pctg,ROC_10,ROC_10_polarize,ROC_10_fluc_pctg,RSI_5,RSI_5_polarize,RSI_5_fluc_pctg,STOCH_SlowD,STOCH_SlowK,STOCH_SlowD_min_max,STOCH_SlowD_fluc_pctg,STOCH_SlowK_min_max,STOCH_SlowK_fluc_pctg,ADX,ADX_fluc_pctg,AROON_Up,AROON_Down,AROON_Up_min_max,AROON_Down_min_max,AROON_polarize,BBANDS_Lower_Band,BBANDS_Middle_Band,BBANDS_Upper_Band,BBANDS_width,Chaikin_AD,Chaikin_AD_fluc_pctg,Open,High,Low,Close,Volume,Dividends,Stock Splits,Close_Change,Close_Change_pctg,Volume_min_max,AAPL_daily_trend,State_x,New Cases,Case 7-Day Moving Avg,Historic Cases,State_y,New Deaths,Death 7-Day Moving Avg,Historic Deaths
AAPL,2019-12-16,66.3643,0.065364096632036,0.0058374758718166,1.3744,1.2761,0.0983,1,1,1,253.6807,-1,0.2386803568422824,5.3055,1,0.1022146828762604,83.7776,-1,0.084275510398961,90.6047,92.6494,0.926412665677599,0.041750593512257,0.9261494840066956,-0.0082256334093907,27.0467,0.0864652619358368,100.0,35.7143,1.0,0.357143,1,65.418,67.3836,69.3492,3.93119999999999,74780340013.1416,0.000878277000996,68.3359979148247,69.27099436256098,68.33106661808607,69.04155731201172,128186000.0,0.0,0.0,1.161956787109375,0.01711790844560287,0.2151687803841128,64,,,,,,,,
AAPL,2019-12-17,66.8813,0.0709428400012084,0.0077301129015135,1.4757,1.316,0.1597,1,1,1,214.616,-1,-0.1820213777164796,4.9832,1,-0.0646773157810242,84.4652,-1,0.0081406306976126,93.4554,94.3052,0.9597405041906772,0.0305033203003786,0.9436806569478312,0.017557886521634,29.3676,0.079029270352361,100.0,28.5714,1.0,0.285714,1,65.975,67.9722,69.9695,3.994500000000002,74789961493.9478,0.0001286466875233,68.97002630959336,69.51276262259935,68.78006220064793,69.17725372314453,114158400.0,0.0,0.0,0.1356964111328125,0.001965430914595032,0.17826494959515912,64,,,,,,,,
AAPL,2019-12-18,67.3254,0.0757349481835093,0.0065963217448393,1.525,1.3578,0.1672,1,1,1,171.256,-1,-0.253188209464194,5.0509,1,0.0134035518422459,79.344,-1,-0.0645442629562412,92.2676,89.8481,0.945853807384337,-0.0128734246907906,0.8964900597042422,-0.0496070590251769,31.4868,0.0673043942223407,100.0,21.4286,1.0,0.214286,1,66.6928,68.4148,70.1368,3.4439999999999884,74725647799.0089,-0.0008606642676673,69.02675668031247,69.54482893427483,68.85900224491814,69.01195526123047,116028400.0,0.0,0.0,-0.1652984619140625,-0.0023894915310689593,0.18318454835584116,60,,,,,,,,
AAPL,2019-12-19,67.6816,0.0795785620869895,0.0052628779461478,1.5518,1.3966,0.1552,1,1,1,141.1624,-1,-0.2131842473633206,6.3946,1,0.2101304225440214,79.9782,-1,0.0079296608325769,90.1217,86.2119,0.9207658610324884,-0.0238111353869267,0.8579909347806063,-0.042177472019524,33.2618,0.053364520260479,92.8571,14.2857,0.928571,0.142857,1,67.872,68.8371,69.8023,1.9303000000000023,74721672148.3786,-5.320612502354269e-05,68.95275793822702,69.36721278012735,68.81707573730554,69.08103942871094,98369200.0,0.0,0.0,0.06908416748046875,0.0010010463726026154,0.13672669892555436,59,,,,,,,,
AAPL,2019-12-20,67.897,0.081902858647376,0.0031724523911218,1.5437,1.426,0.1177,1,1,1,123.9376,-1,-0.1389796155484694,6.6524,1,0.0387529312729241,74.0887,-1,-0.0794925541951741,82.1793,70.4779,0.8279104133858497,-0.0966472092120522,0.6914034996701921,-0.2232472874475544,35.2545,0.0565232807159369,100.0,7.1429,1.0,0.071429,1,68.8908,69.0488,69.2069,0.3161000000000058,74564365262.1392,-0.002109679143467,69.62623855046522,69.72984847553117,68.72084500457748,68.93794250488281,275978000.0,0.0,0.0,-0.143096923828125,-0.002071435592334937,0.6039801921695246,63,,,,,,,,
AAPL,2019-12-23,68.3183,0.0864489410099143,0.0061667225326155,1.6095,1.4627,0.1468,1,1,1,131.861,-1,0.0600890331485426,8.488,1,0.2162582469368519,84.9675,-1,0.1280348368493835,76.8805,73.9516,0.765961576007978,-0.068922548630667,0.7281821175259849,0.0469726145208486,37.4507,0.058642428579439,100.0,0.0,1.0,0.0,1,68.4291,69.2531,70.077,1.6478999999999928,74650356235.8748,0.0011519164552127,69.20684624550877,70.12457181366398,69.16737328757021,70.06289672851562,98572000.0,0.0,0.0,1.1249542236328125,0.01631836087294211,0.13726022546494812,66,,,,,,,,
AAPL,2019-12-24,68.7079,0.0906529611581341,0.0056703814262988,1.648,1.4998,0.1482,1,1,1,122.7947,-1,-0.0738329911632992,6.72,1,-0.263095238095238,85.4206,-1,0.0053043411074142,73.6096,76.3993,0.7277211343647227,-0.044435780115637,0.754097718448812,0.0320382516593738,39.5849,0.0539144976998805,100.0,0.0,1.0,0.0,1,68.3749,69.4435,70.5121,2.137200000000007,74668320482.0111,0.0002405872533401,70.23312643650506,70.28246952022701,69.79646950748618,70.12950897216797,48478800.0,0.0,0.0,0.06661224365234375,0.0009507492091064591,0.005474960952329088,73,,,,,,,,
AAPL,2019-12-26,69.1801,0.0957482853726859,0.0068256622930582,1.7704,1.5539,0.2165,1,1,1,140.5288,-1,0.1261954844843191,9.6939,1,0.30678055271872,91.8411,-1,0.0699087881133828,81.8057,95.0662,0.8235426158384102,0.1001898400722688,0.9517379238932376,0.1963568544866629,42.5176,0.0689761416448718,100.0,0.0,1.0,0.0,1,68.0923,69.9453,71.7983,3.706000000000003,74759181679.4106,0.0012153851253902,70.26519307676102,71.5381677424143,70.23559024037093,71.5208969116211,93121200.0,0.0,0.0,1.391387939453125,0.01984026353307735,0.12292025277792905,88,,,,,,,,
AAPL,2019-12-27,69.6325,0.100629955585865,0.0064969662154884,1.844,1.6119,0.232,1,1,1,140.0387,-1,-0.0034997468556904,8.1989,1,-0.1823415336203636,90.8655,-1,-0.0107367482707958,86.3254,87.5107,0.8763829118104731,0.0523565485940406,0.871742286040388,-0.0863380135229177,45.7049,0.0697365052762395,100.0,7.1429,1.0,0.071429,1,68.4738,70.4278,72.3819,3.908100000000005,74696879860.1583,-0.0008340618693704,71.81940542751659,72.52250293800154,71.07930436988975,71.49375915527344,146266000.0,0.0,0.0,-0.02713775634765625,-0.0003794381435287449,0.26273367107562684,78,,,,,,,,
AAPL,2019-12-30,70.0363,0.1049872023411298,0.0057655815627039,1.9144,1.6724,0.242,1,1,1,117.0164,-1,-0.1967442170499178,9.0814,1,0.097176646772524,92.436,-1,0.0169901337141374,89.1159,84.7707,0.9090069456866244,0.0313131551159781,0.842731889942604,-0.0323224887844502,46.401,0.015001831857072,92.8571,0.0,0.928571,0.0,1,69.4771,71.0239,72.5707,3.093600000000009,74795935185.3608,0.001324341021434,71.4098810731377,72.20672591251997,70.3638740002225,71.91808319091797,144114400.0,0.0,0.0,0.42432403564453125,0.005935119941349912,0.2570732386192186,65,,,,,,,,
AAPL,2019-12-31,70.3765,0.1086581665465311,0.0048339999857906,1.9897,1.7359,0.2538,1,1,1,122.8712,-1,0.0476498968025053,11.1637,1,0.1865241810510852,94.0259,-1,0.016909170771032,85.4303,84.0097,0.8659182020012837,-0.0431416019843076,0.8346746229971974,-0.0090584777710194,47.241,0.0177811646662855,85.7143,0.0,0.857143,0.0,1,69.9654,71.5,73.0346,3.069199999999995,74895469091.6198,0.0013289709973942,71.52583965026369,72.45096607893377,71.42469159061865,72.44356536865234,100805600.0,0.0,0.0,0.525482177734375,0.007306676630123736,0.14313638364241305,62,,,,,,,,
AAPL,2020-01-02,70.8684,0.1139660657018425,0.006941034367927,2.1579,1.8203,0.3376,1,1,1,161.5191,-1,0.2392775838894595,15.7641,1,0.2918276336739807,96.7291,-1,0.0279460886124238,87.0953,92.5057,0.8853838950325655,0.0191169902394272,0.9246280263719324,0.0918429891347236,49.1699,0.0392292845826409,100.0,7.1429,1.0,0.071429,1,70.3645,72.2934,74.2222,3.857699999999994,75018579814.1664,0.0016410697570064,73.08251598849094,74.15813352822433,72.823483608674,74.0964584350586,135480400.0,0.0,0.0,1.65289306640625,0.02281628544916271,0.23435889867283957,100,,,,,,,,
AAPL,2020-01-03,71.3048,0.1186750862169429,0.0061202050913824,2.2076,1.8978,0.3099,1,1,1,145.7214,-1,-0.108410295262055,13.6357,1,-0.1560902630594688,77.6001,-1,-0.2465074142945692,89.3852,91.6402,0.912155360781714,0.0256183350263802,0.9154643410352052,-0.0094445450795612,50.906,0.0341040348878324,92.8571,0.0,0.928571,0.0,1,70.76,72.6644,74.5688,3.808799999999991,74938847256.1625,-0.0010639683011314,73.30700757709563,74.1531879716356,73.14665385515934,73.37608337402344,146322800.0,0.0,0.0,-0.7203750610351562,-0.009722125405852221,0.2628831005994807,95,,,,,,,,
AAPL,2020-01-06,71.7928,0.1239409020083476,0.0067973390089256,2.268,1.9718,0.2962,1,1,1,123.2599,-1,-0.1822287702651064,12.885,1,-0.0582615444315095,81.3433,-1,0.0460173118130196,91.6725,90.8716,0.938896429652856,0.024950775859718,0.9073266072977028,-0.0084580881155387,50.005,-0.0180181981801819,85.7143,0.0,0.857143,0.0,1,71.4559,73.1578,74.8596,3.4037000000000006,75052162982.7392,0.0015098262604736,72.47809056137598,74.00022734995935,72.22152011544155,73.96075439453125,118387200.0,0.0,0.0,0.5846710205078125,0.00796814157451742,0.1893900828781389,91,,,,,,,,
AAPL,2020-01-07,72.2603,0.1289855103740887,0.0064696659161393,2.2618,2.0298,0.232,1,1,1,118.8033,-1,-0.0375124260016347,10.225,1,-0.2601466992665037,72.3519,-1,-0.1242731704350542,88.8518,84.0437,0.9059193243475484,-0.031746121069016,0.8350346060144692,-0.0812422584917132,49.424,-0.0117554224668178,100.0,0.0,1.0,0.0,1,72.3264,73.4967,74.6671,2.3406999999999982,74999994271.6236,-0.0006955828680021,73.97064133307046,74.23214313462567,73.38843204770545,73.61293029785156,108872000.0,0.0,0.0,-0.3478240966796875,-0.004702819752544412,0.16435748067084385,86,,,,,,,,
AAPL,2020-01-08,72.7337,0.1340937833159964,0.0065086747958648,2.3256,2.089,0.2366,1,1,1,123.1027,-1,0.0349253103303177,13.5883,1,0.2475144057755569,81.1965,-1,0.1089283405072878,87.4217,87.3498,0.8891998723331124,-0.0163586386446385,0.8700387193498283,0.0378489704612947,49.6939,0.0054312501131929,100.0,21.4286,1.0,0.214286,1,72.9957,73.9674,74.9392,1.9435,75086903459.4665,0.0011574480214093,73.30948563660243,75.10546409725757,73.30948563660243,74.79708862304688,132079200.0,0.0,0.0,1.1841583251953125,0.016086281586726522,0.22541101669164612,87,,,,,,,,
AAPL,2020-01-09,73.3593,0.1408443865108791,0.0085278894427837,2.4758,2.1663,0.3095,1,1,1,156.1231,-1,0.2115023337353665,15.327,1,0.113440334051021,87.7621,-1,0.0748113365564406,86.3229,87.5753,0.8763536840431589,-0.0127289514138194,0.8724262537732044,0.0025749269485802,50.9459,0.0245750884762071,100.0,14.2857,1.0,0.142857,1,72.242,74.4253,76.6086,4.366599999999991,75192903133.6529,0.0014097031736888,75.79621626552819,76.58319101693324,75.53965331155916,76.38583374023438,170108400.0,0.0,0.0,1.5887451171875,0.02124073471889075,0.32545829219417527,87,,,,,,,,
AAPL,2020-01-10,73.8631,0.1462806938791366,0.0068207264520443,2.579,2.2489,0.3302,1,1,1,150.169,-1,-0.0396493284233096,14.6102,1,-0.0490616144885079,88.3164,-1,0.0062762974940101,88.6456,91.0117,0.9035086180994704,0.0262020901206602,0.9088099490835786,0.0377577827905643,52.3771,0.0273249187144763,100.0,7.1429,1.0,0.071429,1,72.6329,75.0618,77.4907,4.8577999999999975,75184616716.7071,-0.0001102142606779,76.6251390059572,77.13581059592731,76.04539161121079,76.55852508544922,140644800.0,0.0,0.0,0.17269134521484375,0.002260777120036628,0.2479454098170462,86,,,,,,,,
AAPL,2020-01-13,74.5331,0.153510399986188,0.0089892946892052,2.761,2.3513,0.4097,1,1,1,160.7243,-1,0.0656733300440567,16.7612,1,0.1283321003269454,92.3946,-1,0.0441389431849912,90.993,94.3919,0.9309523224968462,0.0257975888255139,0.944598613641874,0.0358102760936055,54.1844,0.033354618672533,100.0,0.0,1.0,0.0,1,72.7615,75.9084,79.0554,6.293900000000008,75300267952.7776,0.0015358675236457,76.88170498902043,78.2212861575777,76.7608166912431,78.19414520263672,121532000.0,0.0,0.0,1.6356201171875,0.021364310706899543,0.19766342736080889,83,,,,,,,,
AAPL,2020-01-14,75.0551,0.1591430963860101,0.0069548904737984,2.7879,2.4386,0.3493,1,1,1,135.5113,-1,-0.1860582844382718,13.6398,1,-0.2288449977272393,72.0894,-1,-0.2816669302282998,91.1058,87.9139,0.9322710793580647,0.00123812095388,0.8760112611157991,-0.0736857311528667,55.8658,0.0300971256117339,100.0,0.0,1.0,0.0,1,74.3994,76.6135,78.8276,4.428200000000004,75168370070.0483,-0.0017546992519113,78.13000779241673,78.34463590313746,77.01245545176593,77.13826751708984,161954400.0,0.0,0.0,-1.055877685546875,-0.013503283178179313,0.3040067369564205,82,,,,,,,,
AAPL,2020-01-15,75.4915,0.1638521169011106,0.0057807832669904,2.7508,2.501,0.2498,1,1,1,109.1634,-1,-0.2413620315966707,11.2485,1,-0.2125883451126816,66.3802,0,-0.0860075745478319,85.2903,73.5651,0.8642814470316864,-0.0681847759944565,0.7240899576384691,-0.1950490110120151,55.7143,-0.0027192300719922,92.8571,0.0,0.928571,0.0,1,75.7342,77.0156,78.2971,2.562899999999999,75119805572.3367,-0.0006464939218303,76.93351308127649,77.8339679399772,76.36609770427341,76.80769348144531,121923600.0,0.0,0.0,-0.33057403564453125,-0.004285473945487474,0.1986936492189282,83,,,,,,,,
AAPL,2020-01-16,75.8589,0.167816585593246,0.0048432023137694,2.7672,2.5543,0.2129,1,1,1,112.0022,-1,0.0253459307049326,12.4211,1,0.0944038772733493,73.9001,-1,0.1017576430884395,75.6317,65.4159,0.7513617216791703,-0.1277057107006719,0.6378083810399062,-0.124575217951599,55.6153,-0.0017800856958427,85.7143,0.0,0.857143,0.0,1,76.0797,77.2924,78.5051,2.425399999999996,75200899769.862,0.0010783673835482,77.36275947833201,77.88330111577604,76.99270896469106,77.76981353759766,108829200.0,0.0,0.0,0.9621200561523438,0.012526350063939444,0.1642448823676582,83,,,,,,,,
AAPL,2020-01-17,76.3843,0.1734859700539098,0.0068783768392194,2.8171,2.6068,0.2103,1,1,1,120.0739,-1,0.067222768644976,13.9379,1,0.1088255763063303,79.1234,-1,0.0660146050346674,70.7823,73.366,0.6946668677537059,-0.0685114781520237,0.7219819394402688,0.1083621841179838,56.0763,0.0082209418239078,100.0,7.1429,1.0,0.071429,1,76.3722,77.7069,79.0416,2.669399999999996,75337979251.4166,0.0018195269227641,78.0239252526566,78.63327548287961,77.7106184852853,78.63081359863281,137816400.0,0.0,0.0,0.8610000610351562,0.011071134439828732,0.24050445092147768,86,,,,,,,,
AAPL,2020-01-21,76.798,0.1779500438098609,0.0053868590327873,2.7816,2.6418,0.1398,1,1,1,104.7131,-1,-0.1466941576555368,13.0526,1,-0.067825567319921,68.5154,0,-0.1548265061577397,73.9295,83.0067,0.7314611194702526,0.0425702865567871,0.8240551239876801,0.1161436365980095,56.5401,0.0082030275857311,100.0,0.0,1.0,0.0,1,76.379,77.6876,78.9963,2.6173,75270162200.6691,-0.0009009818600722,78.25089156358072,78.702349931521,77.95731751873019,78.09793853759766,110843200.0,0.0,0.0,-0.5328750610351562,-0.0067769241681154575,0.1695433165409275,85,,,,,,,,
AAPL,2020-01-22,77.2744,0.1830906885701583,0.0061650430155394,2.7444,2.6623,0.0821,1,1,1,100.2484,-1,-0.0445363716528143,13.6917,1,0.0466779143568732,71.0532,-1,0.0357168994499896,80.1337,84.0284,0.8039950850586485,0.0774231066330395,0.834872613656697,0.0121589843433887,57.1349,0.0104104496551144,100.0,0.0,1.0,0.0,1,76.6692,77.9353,79.2014,2.532200000000003,75197967546.1895,-0.000960061246805,78.59379133097666,78.94163971526491,78.28048460820636,78.37670135498047,101832400.0,0.0,0.0,0.2787628173828125,0.003569400455411655,0.14583769059827845,78,,,,,,,,
AAPL,2020-01-23,77.6701,0.1873605314157707,0.0050946245723902,2.714,2.6727,0.0414,1,1,1,89.5985,0,-0.1188624809567124,12.4049,1,-0.1037332022023556,74.5282,-1,0.0466266460212375,82.631,80.8579,0.8331912863841862,0.0302223136595224,0.801304197296104,-0.039210763574122,56.3857,-0.0132870568246914,92.8571,14.2857,0.928571,0.142857,1,77.609,78.3246,79.0402,1.431200000000004,75284804863.0701,0.0011534507798558,78.43099634940415,78.83558110012086,77.87098160969347,78.7541732788086,104472000.0,0.0,0.0,0.377471923828125,0.0048161241453438435,0.15278195417512141,83,United States,1.0,1.0,0.0,United States,0.0,0.0,0.0
AAPL,2020-01-24,77.8842,0.1896708001881882,0.0027489529326872,2.6412,2.6664,-0.0252,1,1,-1,91.9837,0,0.0259306811967772,11.9745,1,-0.0359430456386486,68.36,0,-0.0902311293153891,78.0933,69.3936,0.7801405504874607,-0.0581061371462084,0.6799232177399631,-0.1652068778676995,56.5489,0.0028859977824502,100.0,7.1429,1.0,0.071429,1,78.0229,78.4761,78.9293,0.9063999999999908,75178117477.5897,-0.001419128185967,79.005782787965,79.7656165119877,78.33228815878594,78.52718353271484,146537600.0,0.0,0.0,-0.22698974609375,-0.002882256731845207,0.2634481967565901,84,United States,1.0,1.0,0.0,United States,0.0,0.0,0.0
AAPL,2020-01-27,77.8502,0.1893039195797706,-0.000436736193356,2.3699,2.6071,-0.2372,1,1,-1,10.7611,0,-7.547797158283075,6.5676,1,-0.8232687739813632,33.3053,0,-1.052526174512765,66.9922,50.7251,0.6503564033946297,-0.1657073510050424,0.4822660719182541,-0.3680327885011564,51.1371,-0.1058292316146204,92.8571,0.0,0.928571,0.0,1,76.1664,77.9935,79.8207,3.6543000000000063,75207497016.7791,0.0003906464163118,76.49191239687822,76.91376790101022,75.21400634936413,76.21807861328125,161940000.0,0.0,0.0,-2.3091049194335938,-0.029405166663994873,0.3039688534151618,78,United States,0.0,1.0,0.0,United States,0.0,0.0,0.0
AAPL,2020-01-28,77.8682,0.1894981504901093,0.0002311598316129,2.3023,2.5461,-0.2438,1,1,-1,63.1363,0,0.829557639582934,9.6239,1,0.31757395650412,58.2776,0,0.4285059782832511,54.6203,43.7421,0.5057151976206259,-0.2265073608163997,0.4083319128121132,-0.1596402550403386,47.6477,-0.0732333355020283,85.7143,7.1429,0.857143,0.071429,1,76.196,78.0488,79.9016,3.705600000000004,75332633988.0858,0.0016611256593854,77.11852563901573,78.54938455963239,77.01737759899298,78.37422943115234,162234000.0,0.0,0.0,2.1561508178710938,0.028289230811118577,0.30474230904919414,81,United States,1.0,1.0,0.0,United States,0.0,0.0,0.0
AAPL,2020-01-29,78.1559,0.1926026078736895,0.0036811040497262,2.3539,2.5077,-0.1537,1,1,-1,125.9077,-1,0.4985509226203005,11.2582,1,0.1451653017356237,69.2338,0,0.1582492944197776,51.0679,58.7366,0.4641837093777876,-0.069562288639243,0.5670897172968664,0.255283758338072,46.3836,-0.0272531670676704,100.0,0.0,1.0,0.0,1,75.9256,78.3764,80.8272,4.901600000000002,75314221338.6855,-0.0002444777237687,80.04194198234418,80.88072177572904,79.28457000242362,80.01480102539062,216229200.0,0.0,0.0,1.6405715942382812,0.020932538745780428,0.44679296092233795,79,United States,0.0,0.0,0.0,United States,0.0,0.0,0.0
AAPL,2020-01-30,78.465,0.1959379842284501,0.0039393360096858,2.3583,2.4778,-0.1195,1,1,-1,101.0029,-1,-0.2465750983387606,10.2912,1,-0.0939637748756219,67.6641,0,-0.0231984168857636,60.4733,78.941,0.5741432464567178,0.1555297957941769,0.7810085665370375,0.2559430460723831,44.3712,-0.0453537429684119,92.8571,78.5714,0.928571,0.785714,1,75.8605,78.6053,81.3502,5.489699999999999,75430521308.1182,0.0015418157983773,79.07734809965766,79.95313150569316,78.63575227687501,79.89885711669922,126743200.0,0.0,0.0,-0.11594390869140625,-0.0014490307693774613,0.21137306001410636,80,United States,0.0,0.0,0.0,United States,0.0,0.0,0.0
