Ticker,Date,SMA_10,SMA_10_min_max,SMA_10_fluc_pctg,MACD,MACD_Signal,MACD_Hist,MACD_polarize,MACD_Signal_polarize,MACD_Hist_polarize,CCI_20,CCI_20_polarize,CCI_20_fluc_pctg,ROC_10,ROC_10_polarize,ROC_10_fluc_pctg,RSI_5,RSI_5_polarize,RSI_5_fluc_pctg,STOCH_SlowD,STOCH_SlowK,STOCH_SlowD_min_max,STOCH_SlowD_fluc_pctg,STOCH_SlowK_min_max,STOCH_SlowK_fluc_pctg,ADX,ADX_fluc_pctg,AROON_Up,AROON_Down,AROON_Up_min_max,AROON_Down_min_max,AROON_polarize,BBANDS_Lower_Band,BBANDS_Middle_Band,BBANDS_Upper_Band,BBANDS_width,BBANDS_compare_high_low_price,Chaikin_AD,Chaikin_AD_fluc_pctg,Open,High,Low,Close,Volume,Dividends,Stock Splits,Close_Change,Close_Change_pctg,Volume_min_max,COST_daily_trend,New Cases,Case 7-Day Moving Avg,Historic Cases,New Deaths,Death 7-Day Moving Avg,Historic Deaths
COST,2020-05-27,292.3034,0.08526985,0.00038624,0.0385,0.1083,-0.0698,1,1,-1,-11.9183,0,2.6064875,0.5794,1,2.8310321,63.1667,0,0.08687014,46.8405,51.1509,0.48630449,-0.08130144,0.52915931,0.20180877,10.1854,-0.06761639,21.4286,42.8571,0.214286,0.428571,-1,290.4251,293.4268,296.4285,6.0034,1.0,519686312.6943,0.00523152,293.81722916,295.50550127,288.90677265,295.21609497,2980200.0,0.0,0.0,1.1673584,0.00396995,0.3223357,75,21834.0,21636.0,0.0,1315.0,1085.0,0.0
COST,2020-05-28,293.0195,0.08912529,0.00244386,0.4585,0.1783,0.2801,1,1,1,128.8653,-1,1.0924865,1.0372,1,0.44138064,75.0369,-1,0.1581915,54.3687,71.127,0.56766054,0.1384657,0.74231456,0.28085115,10.4715,0.02732178,14.2857,35.7143,0.142857,0.357143,-1,289.029,294.3244,299.6198,10.5908,-1.0,520975239.1231,0.00247406,296.41232198,300.03004763,296.07466169,298.64083862,4301900.0,0.0,0.0,3.42474365,0.0116008,0.49718224,78,26011.0,21601.0,0.0,1162.0,1097.0,0.0
COST,2020-05-29,293.8621,0.0936618,0.00286733,0.6983,0.2823,0.416,1,1,1,51.8778,0,-1.48401628,1.8053,1,0.42546945,66.7774,0,-0.12368706,67.7554,80.9882,0.71232844,0.19757392,0.84753863,0.12176095,9.8162,-0.06675699,7.1429,28.5714,0.071429,0.285714,-1,290.6475,295.5791,300.5107,9.8632,0.0,525335824.466,0.00830057,293.46992136,297.98483598,291.68517079,297.58929443,4971800.0,0.0,0.0,-1.05154419,-0.0035211,0.58580273,78,24820.0,21333.0,0.0,1005.0,983.0,0.0
COST,2020-06-01,294.7385,0.09838029,0.00297348,0.8645,0.3988,0.4657,1,1,1,86.9018,0,0.40302963,2.1098,1,0.14432648,65.2938,0,-0.02272191,77.6011,80.6881,0.81872933,0.12687578,0.84433641,-0.00371926,8.909,-0.10182961,0.0,21.4286,0.0,0.214286,-1,293.3346,296.7102,300.0859,6.7513,0.0,525601723.3258,0.00050589,297.03939181,298.81448568,295.65018279,297.41564941,2293700.0,0.0,0.0,-0.17364502,-0.00058351,0.23151921,83,16764.0,21411.0,0.0,730.0,958.0,0.0
COST,2020-06-02,295.1564,0.10063024,0.00141586,0.8924,0.4975,0.3949,1,1,1,49.8609,0,-0.74288471,0.8539,1,-1.47078112,55.0938,0,-0.1851388,78.4078,73.5473,0.82744721,0.01028852,0.76814041,-0.09709126,8.7304,-0.02045725,0.0,14.2857,0.0,0.142857,-1,294.7946,297.1523,299.51,4.7154,1.0,525860498.3771,0.0004921,297.08767609,298.11991155,293.97159744,296.25799561,2528900.0,0.0,0.0,-1.15765381,-0.00389238,0.26263361,79,21372.0,22232.0,0.0,927.0,961.0,0.0
COST,2020-06-03,295.3504,0.10167473,0.00065685,0.8694,0.5719,0.2976,1,1,1,49.5154,0,-0.00697763,-0.4157,-1,3.05412557,51.3347,0,-0.07322727,72.7651,64.06,0.76646746,-0.07754679,0.66690604,-0.14810022,8.5697,-0.01875212,71.4286,7.1429,0.714286,0.071429,1,295.2649,297.2739,299.2828,4.0179,1.0,525062548.4826,-0.00151972,296.6535647,297.3288854,295.12930893,295.82391357,2165900.0,0.0,0.0,-0.43408203,-0.00146522,0.21461266,75,23027.0,22403.0,0.0,1024.0,919.0,0.0
COST,2020-06-04,295.914,0.10470912,0.00190461,1.158,0.6891,0.4689,1,1,1,168.6089,-1,0.70632986,0.6022,1,1.69030223,72.644,-1,0.29333875,65.9023,60.0997,0.69230229,-0.10413597,0.62464761,-0.0658955,9.6344,0.11051025,100.0,0.0,1.0,0.0,1,294.7415,297.5036,300.2657,5.5242,-1.0,522923802.7453,-0.00408998,299.88535797,304.22662895,298.18742923,299.78887939,4553900.0,0.0,0.0,3.96496582,0.01340313,0.5305191,74,23310.0,22017.0,0.0,858.0,876.0,0.0
COST,2020-06-05,296.8859,0.10994178,0.00327365,1.4702,0.8453,0.6249,1,1,1,133.3092,-1,-0.26479568,2.3082,1,0.73910406,76.6546,-1,0.05232041,61.728,61.0242,0.6471913,-0.06762409,0.6345125,0.01514973,9.8254,0.01943941,92.8571,0.0,0.928571,0.0,1,294.142,298.1927,302.2434,8.1014,-1.0,525104702.164,0.00415327,302.084935,302.56729845,296.45093351,301.03338623,4375600.0,0.0,0.0,1.24450684,0.00415128,0.50693195,76,25258.0,22080.0,0.0,856.0,855.0,0.0
COST,2020-06-08,297.3453,0.11241516,0.00154501,1.3246,0.9412,0.3834,1,1,1,62.5996,0,-1.12955354,0.4086,1,-4.64904552,45.3846,0,-0.68900023,57.7872,52.2377,0.60460371,-0.06819503,0.54075603,-0.16820228,9.6414,-0.01908437,85.7143,42.8571,0.857143,0.428571,1,293.7105,297.9804,302.2502,8.5397,0.0,522478149.2815,-0.00502711,299.70203436,300.30981696,295.65016998,296.35443115,3764500.0,0.0,0.0,-4.67895508,-0.01554298,0.42609006,75,17798.0,21806.0,0.0,842.0,822.0,0.0
COST,2020-06-09,297.4177,0.11280496,0.00024343,1.0692,0.9668,0.1024,1,1,1,23.2086,0,-1.69725877,-1.5403,-1,1.265273,38.71,0,-0.17242573,48.4018,31.9435,0.50317721,-0.19390601,0.32420649,-0.63531548,8.9116,-0.08189326,78.5714,35.7143,0.785714,0.357143,1,292.8419,297.6831,302.5243,9.6824,0.0,520021558.5671,-0.00472402,296.65350697,297.7147124,294.40570636,294.77227783,3155800.0,0.0,0.0,-1.58215332,-0.00533872,0.34556567,77,19676.0,21564.0,0.0,868.0,814.0,0.0
COST,2020-06-10,297.5451,0.11349087,0.00042817,0.9939,0.9722,0.0217,1,1,1,41.3706,0,0.43900741,0.8168,1,2.88577375,48.9049,0,0.20846377,33.4145,16.0623,0.34121188,-0.44852684,0.15474592,-0.98872515,8.2679,-0.07785532,71.4286,28.5714,0.714286,0.285714,1,293.1391,297.8163,302.4935,9.3544,0.0,520367601.614,0.000665,295.66953808,297.74369522,294.8687982,296.48953247,2713700.0,0.0,0.0,1.71725464,0.0058257,0.28708064,76,24611.0,21790.0,0.0,834.0,786.0,0.0
COST,2020-06-11,296.7025,0.10895436,-0.00283988,0.4232,0.8624,-0.4392,1,1,-1,-47.9228,0,1.86327594,-0.4336,-1,2.88376384,27.7984,1,-0.75927032,18.9368,8.8045,0.18475371,-0.76452727,0.07730147,-0.82432847,9.244,0.10559282,64.2857,21.4286,0.642857,0.214286,1,288.9487,295.9015,302.8542,13.9055,0.0,517077433.605,-0.00636301,296.16150176,298.29356941,290.03550949,290.21878052,3443000.0,0.0,0.0,-6.27075195,-0.02114999,0.38355911,81,24348.0,21938.0,0.0,830.0,782.0,0.0
COST,2020-06-12,295.7596,0.10387784,-0.00318806,-0.1927,0.6514,-0.8441,-1,1,-1,-137.863,1,0.65238824,-0.347,-1,-0.24956772,23.6224,1,-0.17678136,12.619,12.9902,0.11647827,-0.50065774,0.12196504,0.32221983,11.4591,0.19330488,57.1429,100.0,0.571429,1.0,-1,286.5416,293.3265,300.1113,13.5697,1.0,515270689.3358,-0.0035064,291.99390745,294.38641135,285.80034772,288.16394043,4020000.0,0.0,0.0,-2.05484009,-0.00708031,0.45988994,82,29800.0,22587.0,0.0,730.0,764.0,0.0
COST,2020-06-15,294.6873,0.09810464,-0.00363877,-0.7902,0.3631,-1.1532,-1,1,-1,-218.1767,1,0.36811309,-0.6785,-1,0.48857775,20.831,1,-0.13400221,11.6535,13.1658,0.10604426,-0.08285065,0.12383878,0.01333759,14.0732,0.18575022,50.0,100.0,0.5,1.0,-1,283.8454,291.3942,298.9431,15.0977,1.0,517166493.5436,0.00366575,286.57206006,287.55610016,283.47529554,286.69747925,3266800.0,0.0,0.0,-1.46646118,-0.00508898,0.36024976,78,21437.0,23782.0,0.0,601.0,714.0,0.0
COST,2020-06-16,294.1343,0.09512731,-0.00188009,-0.9274,0.105,-1.0324,-1,1,-1,-101.8287,1,-1.14258554,-0.4624,-1,-0.46734429,43.7002,0,0.52332026,18.3846,28.9977,0.17878618,0.36612708,0.29277329,0.54597089,14.1829,0.00773467,42.8571,92.8571,0.428571,0.928571,-1,283.8944,290.5854,297.2765,13.3821,0.0,517736878.9413,0.00110169,290.72047529,292.06143045,288.66560215,290.73010254,2633800.0,0.0,0.0,4.03262329,0.01406578,0.27651074,78,27130.0,24847.0,0.0,716.0,693.0,0.0
COST,2020-06-17,293.4558,0.09147431,-0.0023121,-1.1591,-0.1478,-1.0113,-1,-1,-1,-107.1614,1,0.04976325,-1.6479,-1,0.71940045,37.9615,0,-0.15117158,26.0843,36.0894,0.26199559,0.29518523,0.36844537,0.19650368,14.3855,0.01408363,35.7143,85.7143,0.357143,0.857143,-1,286.199,289.0953,291.9915,5.7925,0.0,516550906.7867,-0.00229594,290.40204687,291.34748972,288.35683079,289.04177856,2188400.0,0.0,0.0,-1.68832397,-0.00580719,0.21758916,80,29567.0,25555.0,0.0,678.0,670.0,0.0
COST,2020-06-18,292.3768,0.08566503,-0.00369044,-1.3305,-0.3844,-0.9461,-1,-1,-1,-107.1394,1,-0.00020534,-1.7513,-1,0.05904185,37.8196,0,-0.00375202,36.9386,45.7289,0.37929626,0.29384709,0.47130379,0.21079667,14.946,0.03750167,28.5714,78.5714,0.285714,0.785714,-1,286.2243,288.852,291.4798,5.2555,0.0,516887382.9326,0.00065097,289.41806035,290.19948676,287.28602222,289.00323486,1881800.0,0.0,0.0,-0.0385437,-0.00013335,0.17702932,78,32216.0,26679.0,0.0,636.0,643.0,0.0
COST,2020-06-19,291.2051,0.07935666,-0.00402362,-1.4242,-0.5923,-0.8319,-1,-1,-1,-86.1377,0,-0.24381543,-0.6855,-1,-1.55477753,40.1276,0,0.05751652,44.6414,52.106,0.46253917,0.17254835,0.53935072,0.12238706,14.8874,-0.00393621,21.4286,71.4286,0.214286,0.714286,-1,286.4916,289.0837,291.6758,5.1842,0.0,516108187.9025,-0.00150975,289.59168605,291.25101734,288.10602796,289.32156372,3438000.0,0.0,0.0,0.31832886,0.00110147,0.38289766,84,36110.0,27580.0,0.0,694.0,638.0,0.0
COST,2020-06-22,290.5546,0.07585441,-0.00223882,-1.439,-0.7617,-0.6774,-1,-1,-1,-82.5716,0,-0.04318797,-0.6547,-1,-0.04704445,44.425,0,0.09673382,51.7772,57.4968,0.53965461,0.13781742,0.59687333,0.09375826,14.9915,0.00694393,14.2857,64.2857,0.142857,0.642857,-1,288.4227,289.7149,291.0071,2.5844,1.0,516866853.5747,0.00146782,289.12868865,290.8459015,287.72982275,289.85223389,2094400.0,0.0,0.0,0.53067017,0.00183419,0.20515398,78,29975.0,31612.0,0.0,583.0,611.0,0.0
COST,2020-06-23,290.1434,0.07364053,-0.00141723,-1.3696,-0.8833,-0.4863,-1,-1,-1,-38.351,0,-1.15304946,-1.1516,-1,0.43148663,51.1226,0,0.13101055,55.5402,57.0179,0.58032075,0.06775273,0.59176322,-0.00839912,13.6547,-0.09790036,7.1429,57.1429,0.071429,0.571429,-1,288.4566,289.7014,290.9461,2.4895,-1.0,515104407.7831,-0.00342153,291.08707988,294.14524789,290.12235291,290.66259766,2409600.0,0.0,0.0,0.81036377,0.00279578,0.24685152,80,39165.0,33331.0,0.0,778.0,620.0,0.0
COST,2020-06-24,289.2449,0.06880305,-0.00310636,-1.5514,-1.0169,-0.5345,-1,-1,-1,-92.1805,0,0.58395756,-2.611,-1,0.55894293,32.2249,0,-0.58643161,51.5129,40.0241,0.53679837,-0.07818042,0.41043064,-0.42458919,13.8428,0.01358829,0.0,50.0,0.0,0.5,-1,287.3042,289.3945,291.4848,4.1806,1.0,514161569.3733,-0.00183374,290.16093386,290.65295406,286.1380387,287.50793457,2398100.0,0.0,0.0,-3.15466309,-0.01085335,0.24533019,84,41064.0,34973.0,0.0,702.0,624.0,0.0
COST,2020-06-25,289.2159,0.06864692,-0.00010027,-1.4828,-1.1101,-0.3728,-1,-1,-1,-78.0566,0,-0.18094434,-2.917,-1,0.1049023,49.9695,0,0.35510862,45.7179,40.1116,0.47417274,-0.1267556,0.41136431,0.00218141,14.4487,0.04193457,0.0,42.8571,0.0,0.428571,-1,287.4528,289.5798,291.7067,4.2539,1.0,515945398.3003,0.0034574,286.58180887,290.52753889,284.98035847,289.92941284,2274300.0,0.0,0.0,2.42147827,0.0084223,0.2289528,80,52827.0,37918.0,0.0,672.0,629.0,1824.0
COST,2020-06-26,289.0094,0.06753513,-0.00071451,-1.7179,-1.2316,-0.4863,-1,-1,-1,-83.1514,0,0.06127137,-3.861,-1,0.24449624,32.9259,0,-0.51763505,35.9696,27.773,0.36882443,-0.27101497,0.27970511,-0.44426601,14.462,0.00091965,0.0,35.7143,0.0,0.357143,-1,285.491,288.935,292.3791,6.8881,0.0,513646096.0234,-0.00447643,289.81360006,291.46327475,285.5109265,286.09939575,2866000.0,0.0,0.0,-3.83001709,-0.01321017,0.30722828,82,52521.0,40262.0,0.0,687.0,628.0,0.0
COST,2020-06-29,289.435,0.06982654,0.00147045,-1.4952,-1.2844,-0.2109,-1,-1,-1,-48.8204,0,-0.70321013,-2.1733,-1,-0.77656099,56.4507,0,0.41673177,37.2247,43.7895,0.3823881,0.03371686,0.45060939,0.3657612,14.474,0.00082907,14.2857,28.5714,0.142857,0.285714,-1,285.351,289.1551,292.9592,7.6082,0.0,515457133.4735,0.00351346,286.94838492,290.99059317,286.35988617,290.95199585,1841700.0,0.0,0.0,4.8526001,0.01696124,0.17172452,82,39173.0,45043.0,0.0,538.0,635.0,0.0
COST,2020-06-30,289.6135,0.07078757,0.00061634,-1.179,-1.2633,0.0843,-1,-1,1,-0.1248,0,-390.18910256,-1.2635,-1,-0.72006332,61.8389,0,0.08713286,41.8626,54.0252,0.43250913,0.11078863,0.55982957,0.18946158,13.2235,-0.09456649,7.1429,21.4286,0.071429,0.214286,-1,284.8878,289.5257,294.1637,9.2759,0.0,516343467.5002,0.00171656,290.39245005,293.87509999,289.55314237,292.51483154,2391700.0,0.0,0.0,1.56283569,0.00537146,0.24448354,84,47880.0,46288.0,0.0,705.0,624.0,0.0
COST,2020-07-01,290.1096,0.07345855,0.00171004,-0.7992,-1.1705,0.3712,-1,-1,1,22.976,0,1.00543175,-0.6164,-1,-1.04980532,66.7303,0,0.07330103,59.4618,80.5706,0.62270085,0.29597489,0.84308263,0.32946757,12.5786,-0.05126962,0.0,14.2857,0.0,0.142857,-1,285.4552,290.8248,296.1944,10.7392,0.0,517595225.0242,0.00241841,291.8299136,294.80125976,290.14164137,294.00054932,1906100.0,0.0,0.0,1.48571777,0.00507912,0.18024394,77,61994.0,49278.0,0.0,788.0,636.0,0.0
COST,2020-07-02,290.7051,0.07666469,0.00204847,-0.4164,-1.0196,0.6033,-1,-1,1,88.6863,0,0.74092955,-1.6122,-1,0.6176653,69.8371,0,0.04448638,72.8692,84.0119,0.76759245,0.18399269,0.87980306,0.04096205,13.4829,0.06707014,100.0,7.1429,1.0,0.071429,1,285.6,291.8305,298.0609,12.4609,0.0,516395338.5798,-0.00232358,295.20643534,298.02345088,293.85582355,294.95559692,2540500.0,0.0,0.0,0.95504761,0.00324846,0.26416817,80,59742.0,50266.0,0.0,711.0,642.0,0.0
COST,2020-07-06,291.8237,0.08268717,0.00383314,0.331,-0.7495,1.0806,1,-1,1,170.2244,-1,0.4790036,-0.1763,-1,-8.14463982,82.024,-1,0.14857725,84.5112,88.9511,0.89340567,0.13775689,0.93250687,0.05552714,15.2587,0.11637951,100.0,0.0,1.0,0.0,1,288.1991,294.7124,301.2257,13.0266,0.0,518652192.1817,0.00435138,296.68249689,300.57034557,296.40271782,300.50280762,2332400.0,0.0,0.0,5.54721069,0.01880693,0.2366388,77,45922.0,53419.0,0.0,716.0,692.0,0.0
COST,2020-07-07,293.3467,0.09088692,0.00519181,1.2778,-0.3441,1.6218,1,-1,1,233.8662,-1,0.27212911,2.9428,1,1.05990893,87.3081,-1,0.06052245,87.0816,88.2816,0.92118356,0.02951714,0.92536296,-0.00758369,18.583,0.17888931,100.0,50.0,1.0,0.5,1,288.1561,297.5383,306.9206,18.7645,0.0,520536431.4927,0.0036198,299.08461692,306.83137259,298.79521063,305.07559204,3346600.0,0.0,0.0,4.57278442,0.01521711,0.37080643,79,61069.0,55303.0,0.0,970.0,730.0,0.0
COST,2020-07-08,294.7973,0.09869687,0.00492067,2.0119,0.1271,1.8848,1,1,1,214.5614,-1,-0.08997331,3.5248,1,0.16511575,87.396,-1,0.00100577,90.1179,93.121,0.95399637,0.03369253,0.97700184,0.05196894,21.5749,0.13867503,100.0,42.8571,1.0,0.428571,1,290.5113,300.0689,309.6266,19.1153,0.0,520875895.1555,0.00065172,305.95346706,306.83134253,302.93386751,305.16238403,2364500.0,0.0,0.0,0.08679199,0.00028449,0.24088528,77,68253.0,56198.0,0.0,1092.0,773.0,0.0
COST,2020-07-09,297.4534,0.11299717,0.00892947,3.274,0.7565,2.5175,1,1,1,263.9674,-1,0.18716705,5.9252,1,0.40511713,93.3214,-1,0.06349455,89.9929,88.5761,0.95264551,-0.001389,0.92850542,-0.05131068,26.0338,0.1712735,100.0,35.7143,1.0,0.357143,1,291.5012,304.082,316.6628,25.1616,-1.0,522258586.616,0.00264752,308.7126549,317.37591437,308.40393517,314.05725098,5313600.0,0.0,0.0,8.89486694,0.02914798,0.63101916,74,70667.0,57758.0,0.0,884.0,798.0,0.0
COST,2020-07-10,299.9338,0.1263515,0.00826982,4.2786,1.4609,2.8177,1,1,1,202.6598,-1,-0.30251485,8.4433,1,0.29823647,93.6027,-1,0.00300526,89.8146,87.7469,0.95071865,-0.0019852,0.91965743,-0.00944991,30.0468,0.13355832,92.8571,28.5714,0.928571,0.285714,1,296.9093,308.0372,319.165,22.2557,0.0,523387717.5252,0.00215735,314.50097209,315.85158387,311.71289719,314.72286987,2484100.0,0.0,0.0,0.6656189,0.00211942,0.25670706,76,74681.0,59313.0,0.0,879.0,812.0,0.0
COST,2020-07-13,302.4779,0.1400488,0.00841086,4.7621,2.1212,2.641,1,1,1,155.0151,-1,-0.30735522,8.1085,1,-0.04129,74.7267,-1,-0.25260048,85.5873,80.439,0.90503491,-0.04939167,0.84167839,-0.09085021,33.8687,0.1128446,100.0,21.4286,1.0,0.214286,1,301.8162,310.2435,318.6708,16.8546,0.0,521768404.0683,-0.00310351,314.79038485,317.50126517,310.15970738,311.52963257,2583200.0,0.0,0.0,-3.1932373,-0.01014619,0.26981691,76,54815.0,65833.0,0.0,867.0,919.0,0.0
COST,2020-07-14,305.0269,0.15377248,0.00835664,5.4778,2.7925,2.6853,1,1,1,137.0174,-1,-0.13135339,10.3708,1,0.21814132,81.7768,-1,0.08621149,83.6259,82.6919,0.88383837,-0.02345446,0.86571799,0.02724451,36.6242,0.07523714,92.8571,14.2857,0.928571,0.142857,1,304.6368,312.5154,320.3941,15.7573,0.0,523316603.0136,0.00295844,309.98608126,317.06717378,309.14677349,316.43045044,1844800.0,0.0,0.0,4.90081787,0.01573147,0.17213462,72,65821.0,66511.0,0.0,1023.0,927.0,0.0
COST,2020-07-15,307.294,0.16597842,0.00737763,5.876,3.4092,2.4668,1,1,1,125.545,-1,-0.09138078,8.4085,1,-0.23337099,75.0775,-1,-0.08923179,80.3266,77.849,0.84818337,-0.04107357,0.81404176,-0.06220889,39.2107,0.06596414,100.0,7.1429,1.0,0.071429,1,311.2699,314.5191,317.7682,6.4983,0.0,522579625.1924,-0.00141027,316.52688122,317.70384913,314.13434806,315.17626953,1770700.0,0.0,0.0,-1.25418091,-0.00396353,0.16233199,74,74636.0,67423.0,0.0,1172.0,938.0,0.0
COST,2020-07-16,309.371,0.17716087,0.00671362,6.0879,3.9449,2.143,1,1,1,102.8476,-1,-0.22068964,8.8982,1,0.0550336,72.6178,-1,-0.03387186,79.1898,77.0283,0.83589816,-0.01435538,0.80528447,-0.01065453,40.4397,0.03039093,92.8571,0.0,0.928571,0.0,1,311.4186,314.66,317.9014,6.4828,0.0,522791399.3535,0.00040508,315.09913496,316.33398436,312.62943614,314.76147461,1402000.0,0.0,0.0,-0.41479492,-0.00131607,0.11355699,70,74445.0,67963.0,0.0,1093.0,968.0,0.0
COST,2020-07-17,311.2096,0.1870598,0.00590792,6.0706,4.3701,1.7005,1,1,1,88.8568,0,-0.15745334,8.4187,1,-0.05695654,63.6467,0,-0.14095153,72.4441,62.455,0.76299847,-0.09311593,0.64977987,-0.23334081,41.5459,0.02662597,85.7143,0.0,0.857143,0.0,1,311.0203,314.382,317.7437,6.7234,0.0,521253608.049,-0.00295018,315.75512386,316.23748734,313.13106534,313.3336792,1768100.0,0.0,0.0,-1.42779541,-0.00453612,0.16198804,73,78252.0,68473.0,0.0,1095.0,999.0,0.0
COST,2020-07-20,312.6592,0.19486436,0.00463636,6.1203,4.7201,1.4002,1,1,1,78.7717,0,-0.12802948,8.873,1,0.05120027,69.1781,0,0.07995883,66.8126,60.9545,0.70213975,-0.08428799,0.63376876,-0.02461672,41.1299,-0.0101143,78.5714,0.0,0.785714,0.0,1,313.0958,315.075,317.0542,3.9584,1.0,522367692.5093,0.00213276,313.43012813,315.89016988,311.27877661,314.99298096,1863300.0,0.0,0.0,1.65930176,0.00529564,0.17458197,76,59554.0,68522.0,0.0,1029.0,1056.0,0.0
COST,2020-07-21,313.7701,0.20084539,0.00354049,6.1842,5.0129,1.1712,1,1,1,88.7581,0,0.11251255,9.083,1,0.02312011,72.8684,-1,0.05064335,60.5565,58.2601,0.63453109,-0.10331013,0.60501813,-0.04624778,41.8777,0.01785676,100.0,0.0,1.0,0.0,1,313.1922,315.0248,316.8574,3.6652,-1.0,521448566.2227,-0.00176264,315.46570744,319.79732195,314.98334397,316.17959595,1874200.0,0.0,0.0,1.18661499,0.00376712,0.17602392,70,62996.0,68118.0,0.0,1335.0,1101.0,0.0
COST,2020-07-22,314.9264,0.20707084,0.00367165,6.2069,5.2517,0.9551,1,1,1,75.8545,0,-0.17010988,8.9648,1,-0.0131849,74.5992,-1,0.02320132,60.8187,63.2415,0.63736464,0.00431117,0.65817223,0.0787679,41.5363,-0.00821932,92.8571,0.0,0.928571,0.0,1,312.9682,315.3337,317.6991,4.7309,-1.0,521993536.3796,0.00104402,318.02220527,318.03186196,313.54588793,316.71981812,1312600.0,0.0,0.0,0.54022217,0.00170859,0.10173034,71,70709.0,67557.0,0.0,1202.0,1105.0,0.0
COST,2020-07-23,314.9814,0.20736696,0.00017461,5.9853,5.3984,0.5869,1,1,1,67.4029,0,-0.12538926,9.4255,1,0.04887804,56.8661,0,-0.31183957,58.3312,53.4919,0.61048263,-0.04264442,0.55413899,-0.18226311,41.4465,-0.00216665,85.7143,0.0,0.857143,0.0,1,312.9115,315.3028,317.6941,4.7826,-1.0,520914281.1771,-0.00207185,316.5269128,318.72648903,313.85460035,314.60708618,1561700.0,0.0,0.0,-2.11273193,-0.00667067,0.13468356,70,72072.0,67218.0,0.0,1256.0,1128.0,0.0
COST,2020-07-24,314.9379,0.20713276,-0.00013812,5.7181,5.4624,0.2557,1,1,1,56.6195,0,-0.19045382,8.4018,1,-0.12184294,54.4291,0,-0.04477384,54.2754,46.0929,0.56665226,-0.0747263,0.47518785,-0.16052364,40.8769,-0.01393452,78.5714,0.0,0.785714,0.0,1,313.6233,315.4939,317.3645,3.7412,1.0,520265287.0594,-0.00124743,314.71323955,317.15399766,313.2179245,314.28875732,1423400.0,0.0,0.0,-0.31832886,-0.00101183,0.11638798,78,72590.0,66409.0,0.0,1338.0,1163.0,0.0
COST,2020-07-27,315.3896,0.20956469,0.0014322,5.5837,5.4866,0.0971,1,1,1,58.6134,0,0.03401782,10.4667,1,0.19728281,64.8221,0,0.16033112,46.2357,39.1224,0.47976852,-0.17388511,0.40080904,-0.17817158,40.4569,-0.01038142,71.4286,0.0,0.714286,0.0,1,313.8087,315.7043,317.5999,3.7912,1.0,520821555.2741,0.00106806,314.19226696,317.39516751,313.70990348,316.04455566,2083300.0,0.0,0.0,1.75579834,0.00558658,0.20368558,74,50828.0,63159.0,0.0,1115.0,1191.0,0.0
COST,2020-07-28,315.3481,0.20934125,-0.0001316,5.4125,5.4718,-0.0593,1,1,-1,60.0106,0,0.02328255,8.6143,1,-0.21503779,64.519,0,-0.00469784,42.7478,43.028,0.44207535,-0.0815925,0.4424838,0.0907688,40.4603,8.403e-05,64.2857,0.0,0.642857,0.0,1,313.8141,315.6715,317.5288,3.7147,-1.0,520598031.3028,-0.00042936,316.40150991,318.3599045,314.32735278,316.015625,1374000.0,0.0,0.0,-0.02893066,-9.154e-05,0.10985289,71,58929.0,62578.0,0.0,1343.0,1192.0,0.0
COST,2020-07-29,315.2941,0.20905052,-0.00017127,5.1065,5.3987,-0.2922,1,1,-1,45.3666,0,-0.32279254,7.5624,1,-0.13909605,50.4575,0,-0.27868008,40.6606,39.8314,0.41951931,-0.05133225,0.40837443,-0.08025327,40.0659,-0.00984378,57.1429,0.0,0.571429,0.0,1,313.7452,315.2545,316.7638,3.0186,0.0,520019565.6585,-0.00111239,315.48498231,316.4690226,313.91250218,314.63604736,1341300.0,0.0,0.0,-1.37957764,-0.00436554,0.10552704,70,66059.0,61914.0,0.0,1235.0,1196.0,0.0
COST,2020-07-30,315.2217,0.20866072,-0.00022968,4.7609,5.2712,-0.5103,1,1,-1,23.9881,0,-0.89121273,6.8154,1,-0.10960472,45.1273,0,-0.11811476,40.4213,38.4045,0.41693324,-0.00592015,0.39314868,-0.0371545,37.4888,-0.0687432,50.0,14.2857,0.5,0.142857,1,313.4226,315.1406,316.8587,3.4361,1.0,520391341.7145,0.00071442,311.97732819,315.61251302,311.31023247,314.03662109,1390300.0,0.7,0.0,-0.59942627,-0.00190514,0.11200921,73,65754.0,61011.0,0.0,1358.0,1211.0,0.0
COST,2020-07-31,315.3608,0.20940963,0.00044108,4.4906,5.1151,-0.6244,1,1,-1,22.5466,0,-0.06393425,6.7023,1,-0.0168748,52.3485,0,0.13794474,38.617,37.6152,0.39743446,-0.04672295,0.38472644,-0.02098354,35.1695,-0.06594635,42.8571,7.1429,0.428571,0.071429,1,313.6235,315.2278,316.8321,3.2086,1.0,521649801.98,0.00241246,314.03663182,315.47715736,311.84197241,314.72305298,2149900.0,0.0,0.0,0.68643188,0.00218583,0.21249603,78,66197.0,60098.0,0.0,1338.0,1211.0,0.0
