,COST,COST,COST,COST,COST,COST,SBUX,SBUX,SBUX,SBUX,SBUX,SBUX,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,ASML,ASML,ASML,ASML,ASML,ASML
,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-16,314.7300109863281,322.6300048828125,312.0400085449219,321.55999755859375,309.51043701171875,3940000,73.11000061035156,73.76000213623047,71.3499984741211,73.51000213623047,71.49042510986328,11946800,71.84500122070312,72.05000305175781,70.5875015258789,71.67250061035156,70.8943862915039,157125200,289.8299865722656,292.54998779296875,286.1700134277344,292.3999938964844,288.95916748046875,1212000
2020-04-17,321.30999755859375,322.1300048828125,314.0199890136719,317.9200134277344,306.0068664550781,3688000,76.62000274658203,77.38999938964844,74.97000122070312,77.0999984741211,74.9818115234375,14268400,71.17250061035156,71.73750305175781,69.21499633789062,70.69999694824219,69.93243408203125,215250000,301.25,301.42999267578125,293.6099853515625,295.6499938964844,292.1709289550781,899100
2020-04-20,317.95001220703125,318.3800048828125,311.5299987792969,312.0799865722656,300.3856506347656,3156300,76.0199966430664,76.9800033569336,75.08000183105469,75.31999969482422,73.2507095336914,9684700,69.48750305175781,70.41999816894531,69.2125015258789,69.23249816894531,68.4808578491211,130015200,291.6499938964844,298.010009765625,291.44000244140625,291.5799865722656,288.1488342285156,510100
2020-04-21,311.1400146484375,311.8900146484375,299.3500061035156,301.3299865722656,290.0384826660156,3833000,73.4000015258789,73.95999908447266,71.73999786376953,72.72000122070312,70.7221450805664,10345800,69.06999969482422,69.3125,66.35749816894531,67.09249877929688,66.36409759521484,180991600,286.07000732421875,287.54998779296875,278.57000732421875,281.0899963378906,277.78228759765625,663700
2020-04-22,304.0,311.1300048828125,302.0400085449219,309.4200134277344,297.82537841796875,2970600,74.55000305175781,78.05999755859375,74.43000030517578,77.44999694824219,75.32218170166016,11347000,68.40249633789062,69.4749984741211,68.05000305175781,69.0250015258789,68.27562713623047,116862400,290.0,295.4700012207031,288.2300109863281,294.9700012207031,291.49896240234375,596100
2020-04-23,307.0299987792969,309.6400146484375,304.7900085449219,305.3999938964844,293.9559631347656,2625200,77.33000183105469,77.66999816894531,74.26000213623047,75.1500015258789,73.08538055419922,15513400,68.96749877929688,70.4375,68.71749877929688,68.75749969482422,68.01102447509766,124814400,290.94000244140625,297.1600036621094,288.30999755859375,289.3999938964844,285.9944763183594,730500
2020-04-24,307.3299865722656,310.8299865722656,305.510009765625,310.54998779296875,298.91302490234375,2019400,75.75,76.02999877929688,74.20999908447266,75.58000183105469,73.5035629272461,8456000,69.30000305175781,70.75250244140625,69.25,70.74250030517578,69.97447204589844,126161200,289.8900146484375,292.4599914550781,285.9700012207031,291.8399963378906,289.8661193847656,464200
2020-04-27,313.04998779296875,313.2900085449219,307.5899963378906,308.7799987792969,297.2093811035156,2287300,76.68000030517578,78.04000091552734,76.54000091552734,77.73999786376953,75.60421752929688,8258500,70.44999694824219,71.13500213623047,69.98750305175781,70.7925033569336,70.0239486694336,117087600,293.7900085449219,294.760009765625,290.2799987792969,290.8999938964844,288.9324645996094,689100
2020-04-28,310.8299865722656,311.2699890136719,304.2799987792969,304.95001220703125,293.52288818359375,2425900,78.66999816894531,79.61000061035156,76.95999908447266,78.69000244140625,76.52812194824219,12801400,71.2699966430664,71.4574966430664,69.55000305175781,69.6449966430664,68.8888931274414,112004800,297.5899963378906,297.5899963378906,291.0899963378906,291.4200134277344,289.4490051269531,532000
2020-04-29,304.95001220703125,308.67999267578125,301.1199951171875,307.0899963378906,295.5826721191406,3667700,78.18000030517578,78.75,76.72000122070312,76.86000061035156,74.74839782714844,24575500,71.18250274658203,72.4175033569336,70.97250366210938,71.93250274658203,71.15155792236328,137280800,296.29998779296875,304.760009765625,295.3500061035156,303.7099914550781,301.6558532714844,968000
2020-04-30,306.1499938964844,307.8999938964844,302.57000732421875,303.0,292.312255859375,3794300,76.83000183105469,77.63999938964844,75.19000244140625,76.7300033569336,74.6219711303711,15186000,72.48999786376953,73.63249969482422,72.0875015258789,73.44999694824219,72.65258026123047,183064000,301.3599853515625,301.5299987792969,287.05999755859375,288.42999267578125,286.47918701171875,846300
2020-05-01,301.7799987792969,304.82000732421875,300.17999267578125,301.9200134277344,291.2703857421875,2525400,74.9000015258789,75.87999725341797,73.20999908447266,73.79000091552734,71.76274108886719,11216700,71.5625,74.75,71.4625015258789,72.26750183105469,71.48291778564453,240616800,283.8599853515625,283.8599853515625,278.20001220703125,279.05999755859375,277.1725769042969,862800
2020-05-04,303.0,305.5299987792969,300.07000732421875,304.489990234375,293.74969482421875,2477500,72.58000183105469,72.62000274658203,71.26000213623047,71.88999938964844,69.91493225097656,12921800,72.2925033569336,73.42250061035156,71.58000183105469,73.29000091552734,72.49432373046875,133568000,279.6000061035156,283.2300109863281,275.9599914550781,283.17999267578125,281.2646789550781,1036900
2020-05-05,305.05999755859375,309.79998779296875,303.44000244140625,307.9200134277344,297.0587158203125,2460900,74.95999908447266,75.08000183105469,72.88999938964844,72.9000015258789,70.8971939086914,12976000,73.76499938964844,75.25,73.61499786376953,74.38999938964844,73.5823745727539,147751200,284.3299865722656,293.0,284.3299865722656,288.3500061035156,286.39971923828125,821600
2020-05-06,309.9200134277344,311.0400085449219,306.5400085449219,308.8900146484375,297.9945068359375,2406700,73.7699966430664,74.8499984741211,72.86000061035156,72.95999908447266,70.9555435180664,12740900,75.11499786376953,75.80999755859375,74.71749877929688,75.15750122070312,74.34154510498047,142333600,293.8900146484375,295.7799987792969,290.7900085449219,291.8999938964844,289.92572021484375,552400
2020-05-07,309.3399963378906,309.8699951171875,304.5299987792969,305.0,294.2416687011719,2601800,73.80999755859375,76.02999877929688,73.37000274658203,76.0,74.32971954345703,13360500,75.80500030517578,76.2925033569336,75.49250030517578,75.93499755859375,75.110595703125,115215200,297.94000244140625,300.1199951171875,294.54998779296875,299.5899963378906,297.5636901855469,570800
2020-05-08,305.8999938964844,307.17999267578125,303.70001220703125,305.94000244140625,295.1485595703125,2337400,77.25,77.93000030517578,75.76000213623047,77.87000274658203,76.15862274169922,11917200,76.41000366210938,77.5875015258789,76.07250213623047,77.53250122070312,76.89836883544922,133838400,300.2200012207031,304.510009765625,299.44000244140625,304.3999938964844,302.3411865234375,680600
2020-05-11,305.6400146484375,311.8299865722656,305.0,310.3299865722656,299.3836669921875,1865900,76.62000274658203,77.18000030517578,75.80000305175781,75.87000274658203,74.20257568359375,9004500,77.0250015258789,79.26249694824219,76.80999755859375,78.75250244140625,78.10838317871094,145946400,298.6000061035156,305.79998779296875,298.3500061035156,304.3900146484375,302.3312683105469,513600
2020-05-12,310.8399963378906,311.54998779296875,304.7900085449219,304.8399963378906,294.08734130859375,2264900,76.0,76.7300033569336,74.33999633789062,74.3499984741211,72.71598815917969,8549900,79.4574966430664,79.92250061035156,77.72750091552734,77.85250091552734,77.21574401855469,162301200,305.3800048828125,305.8999938964844,296.239990234375,296.6300048828125,294.6237487792969,481700
2020-05-13,304.8399963378906,306.3999938964844,300.1199951171875,302.1400146484375,291.48260498046875,2954900,74.45999908447266,75.75,72.91999816894531,73.62000274658203,72.00202178955078,11532700,78.0374984741211,78.98750305175781,75.80249786376953,76.9124984741211,76.28343963623047,200622400,298.489990234375,301.4700012207031,290.75,294.2300109863281,292.239990234375,1142300
2020-05-14,301.010009765625,302.8800048828125,294.5400085449219,299.739990234375,289.167236328125,3718900,72.31999969482422,74.29000091552734,70.6500015258789,74.19000244140625,72.55950164794922,11932300,76.12750244140625,77.44750213623047,75.38249969482422,77.38500213623047,76.75206756591797,158929200,286.1700134277344,303.760009765625,283.30999755859375,302.54998779296875,300.503662109375,1296800
2020-05-15,299.07000732421875,299.8299865722656,295.8599853515625,299.2099914550781,288.6559143066406,4577200,72.80999755859375,74.63999938964844,72.66999816894531,74.16000366210938,72.53016662597656,9489100,75.0875015258789,76.9749984741211,75.05249786376953,76.92749786376953,76.29830932617188,166348400,292.75,296.2200012207031,290.1000061035156,292.5400085449219,290.5614013671875,957200
2020-05-18,301.7200012207031,303.19000244140625,299.9200134277344,302.760009765625,292.08074951171875,3987300,76.86000061035156,77.5,76.19999694824219,76.2300033569336,74.5546646118164,8903200,78.2925033569336,79.125,77.58000183105469,78.73999786376953,78.09598541259766,135178400,297.69000244140625,306.55999755859375,297.6600036621094,304.8900146484375,302.827880859375,997000
2020-05-19,304.6199951171875,309.0199890136719,303.1499938964844,304.6300048828125,293.884765625,3523000,76.4000015258789,77.22000122070312,75.76000213623047,75.86000061035156,74.19280242919922,6484900,78.75749969482422,79.62999725341797,78.25250244140625,78.28500366210938,77.64472198486328,101729600,303.82000732421875,311.989990234375,303.7300109863281,306.25,304.17864990234375,687400
2020-05-20,306.7699890136719,307.9200134277344,303.20001220703125,304.9100036621094,294.1549377441406,2827000,77.2300033569336,77.83999633789062,76.5199966430664,77.76000213623047,76.05104064941406,7790500,79.16999816894531,79.87999725341797,79.12999725341797,79.80750274658203,79.15475463867188,111504800,318.239990234375,326.260009765625,317.54998779296875,325.6400146484375,323.4375305175781,1084900
2020-05-21,304.7900085449219,305.0400085449219,301.25,301.9700012207031,291.318603515625,2492100,78.5999984741211,79.37999725341797,77.88999938964844,78.05000305175781,76.33467864990234,10312600,79.66500091552734,80.22250366210938,78.96749877929688,79.2125015258789,78.56463623046875,102688800,322.6000061035156,324.4599914550781,317.29998779296875,318.989990234375,316.8324890136719,639200
2020-05-22,302.010009765625,303.94000244140625,300.8299865722656,302.42999267578125,291.76239013671875,2366400,77.9000015258789,78.05000305175781,76.5199966430664,77.62000274658203,75.91412353515625,7653300,78.94249725341797,79.80750274658203,78.8375015258789,79.72250366210938,79.0704574584961,81803200,315.9700012207031,319.5,314.32000732421875,319.3599853515625,317.1999816894531,365400
2020-05-26,306.010009765625,306.8999938964844,303.5299987792969,304.79998779296875,294.0487976074219,3234600,79.5999984741211,79.91999816894531,77.58000183105469,77.76000213623047,76.05104064941406,8422200,80.875,81.05999755859375,79.125,79.18250274658203,78.53486633300781,125522000,322.4599914550781,325.3800048828125,319.3800048828125,319.8599853515625,317.6966247558594,540400
2020-05-27,304.55999755859375,306.30999755859375,299.4700012207031,306.010009765625,295.2160949707031,2980200,78.9800033569336,78.9800033569336,77.38999938964844,78.5999984741211,76.87257385253906,8245300,79.03500366210938,79.67749786376953,78.27249908447266,79.52749633789062,78.87704467773438,112945200,318.989990234375,319.6000061035156,311.1099853515625,318.5299987792969,316.3756103515625,808100
2020-05-28,307.25,311.0,306.8999938964844,309.55999755859375,298.6408386230469,4301900,78.63999938964844,80.05999755859375,77.93000030517578,78.54000091552734,76.81388854980469,8331400,79.19249725341797,80.86000061035156,78.90750122070312,79.5625,78.91175842285156,133560800,321.260009765625,329.0799865722656,319.4100036621094,319.9700012207031,317.8058776855469,797900
2020-05-29,304.20001220703125,308.8800048828125,302.3500061035156,308.4700012207031,297.5893249511719,4971800,78.62000274658203,78.63999938964844,77.26000213623047,77.98999786376953,76.27598571777344,10043600,79.8125,80.2874984741211,79.11750030517578,79.48500061035156,78.83489227294922,153532400,325.45001220703125,329.9800109863281,324.239990234375,329.510009765625,327.2813415527344,649500
2020-06-01,307.8999938964844,309.739990234375,306.4599914550781,308.2900085449219,297.4157409667969,2293700,77.66000366210938,78.6500015258789,76.7699966430664,78.31999969482422,76.59873962402344,7922000,79.4375,80.5875015258789,79.30249786376953,80.4625015258789,79.80438995361328,80791200,323.8800048828125,327.1600036621094,323.5,326.7300109863281,324.5201721191406,526100
2020-06-02,307.95001220703125,309.0199890136719,304.7200012207031,307.0899963378906,296.25799560546875,2528900,77.97000122070312,78.26000213623047,76.79000091552734,77.77999877929688,76.07059478759766,9521000,80.1875,80.86000061035156,79.73249816894531,80.83499908447266,80.1738510131836,87642800,331.69000244140625,335.0199890136719,328.7699890136719,334.7300109863281,332.466064453125,717200
2020-06-03,307.5,308.20001220703125,305.9200134277344,306.6400146484375,295.8238830566406,2165900,78.44999694824219,79.94999694824219,78.30000305175781,79.58000183105469,77.83103942871094,9956700,81.16500091552734,81.55000305175781,80.57499694824219,81.27999877929688,80.61520385742188,104491200,340.510009765625,347.4599914550781,338.8500061035156,346.29998779296875,343.957763671875,693900
2020-06-04,310.8500061035156,315.3500061035156,309.0899963378906,310.75,299.7889099121094,4553900,79.30999755859375,80.16999816894531,78.47000122070312,78.73999786376953,77.00950622558594,7667600,81.09750366210938,81.40499877929688,80.19499969482422,80.58000183105469,79.92094421386719,87560400,347.8500061035156,353.3900146484375,347.0,353.1099853515625,350.7217102050781,884600
2020-06-05,313.1300048828125,313.6300048828125,307.2900085449219,312.0400085449219,301.03338623046875,4375600,80.33000183105469,82.33000183105469,79.97000122070312,82.13999938964844,80.33477783203125,12030800,80.8375015258789,82.9375,80.80750274658203,82.875,82.19715881347656,137250400,359.0,364.1600036621094,356.1600036621094,357.2200012207031,354.8039245605469,899200
2020-06-08,310.6600036621094,311.2900085449219,306.4599914550781,307.19000244140625,296.35443115234375,3764500,83.08000183105469,83.62000274658203,82.18000030517578,83.55999755859375,81.72357177734375,10229600,82.5625,83.4000015258789,81.83000183105469,83.36499786376953,82.68315887451172,95654400,350.9700012207031,351.57000732421875,343.1099853515625,349.25,346.8878173828125,1001700
2020-06-09,307.5,308.6000061035156,305.1700134277344,305.54998779296875,294.7723388671875,3155800,82.62000274658203,83.22000122070312,81.76000213623047,82.37000274658203,80.5597152709961,7999800,83.03500366210938,86.40249633789062,83.00250244140625,85.99749755859375,85.29413604736328,147712400,346.6199951171875,353.1400146484375,345.17999267578125,349.3299865722656,346.9672546386719,737200
2020-06-10,306.4800109863281,308.6300048828125,305.6499938964844,307.3299865722656,296.489501953125,2713700,79.87999725341797,80.02999877929688,78.19999694824219,79.01000213623047,77.27356719970703,19683800,86.9749984741211,88.69249725341797,86.52249908447266,88.20999908447266,87.48853302001953,166651600,351.010009765625,353.4200134277344,347.7099914550781,347.9200134277344,345.56683349609375,997900
2020-06-11,306.989990234375,309.20001220703125,300.6400146484375,300.8299865722656,290.2187805175781,3443000,75.75,76.79000091552734,72.1500015258789,72.56999969482422,70.97510528564453,26422200,87.32749938964844,87.76499938964844,83.87000274658203,83.9749984741211,83.28817749023438,201662400,341.6000061035156,344.82000732421875,332.79998779296875,332.8900146484375,330.63848876953125,919300
2020-06-12,302.6700134277344,305.1499938964844,296.25,298.70001220703125,288.1639709472656,4020000,75.0,76.72000122070312,73.80999755859375,76.37999725341797,74.70137023925781,18529800,86.18000030517578,86.94999694824219,83.55500030517578,84.69999694824219,84.00724029541016,200146000,346.260009765625,347.2699890136719,337.25,343.07000732421875,340.7496337890625,845000
2020-06-15,297.04998779296875,298.07000732421875,293.8399963378906,297.17999267578125,286.69757080078125,3266800,74.30000305175781,77.91000366210938,74.08000183105469,76.95999908447266,75.26862335205078,14644700,83.3125,86.41999816894531,83.1449966430664,85.74749755859375,85.0461654663086,138808800,337.510009765625,350.010009765625,336.6300048828125,350.010009765625,347.6427307128906,598200
2020-06-16,301.3500061035156,302.739990234375,299.2200012207031,301.3599853515625,290.7300720214844,2633800,78.79000091552734,78.94000244140625,76.38999938964844,77.83999633789062,76.1292724609375,10890100,87.86499786376953,88.30000305175781,86.18000030517578,88.0199966430664,87.30009460449219,165428800,351.25,355.0,347.0400085449219,352.04998779296875,349.66888427734375,863900
2020-06-17,301.0199890136719,302.0,298.8999938964844,299.6099853515625,289.0418395996094,2188400,78.06999969482422,78.29000091552734,76.68000030517578,77.0999984741211,75.4055404663086,6906700,88.7874984741211,88.8499984741211,87.77249908447266,87.89749908447266,87.17859649658203,114406400,361.3800048828125,365.75,360.4100036621094,362.4100036621094,359.9588317871094,710400
2020-06-18,300.0,300.80999755859375,297.7900085449219,299.57000732421875,289.00323486328125,1881800,76.72000122070312,76.79000091552734,75.80000305175781,76.30999755859375,74.63290405273438,8486000,87.85250091552734,88.36250305175781,87.30500030517578,87.93250274658203,87.21330261230469,96820400,359.5799865722656,361.79998779296875,356.5199890136719,358.8800048828125,356.45269775390625,494700
2020-06-19,300.17999267578125,301.8999938964844,298.6400146484375,299.8999938964844,289.3215637207031,3438000,77.02999877929688,77.37999725341797,74.87999725341797,75.4000015258789,73.74291229248047,12538600,88.66000366210938,89.13999938964844,86.2874984741211,87.43000030517578,86.71490478515625,264476000,364.7300109863281,368.1400146484375,359.5899963378906,360.6700134277344,358.2305908203125,786900
2020-06-22,299.70001220703125,301.4800109863281,298.25,300.45001220703125,289.85223388671875,2094400,74.9000015258789,75.6500015258789,73.91999816894531,75.4000015258789,73.74291229248047,8238600,87.83499908447266,89.86499786376953,87.7874984741211,89.71749877929688,88.98369598388672,135445200,362.3800048828125,364.92999267578125,359.82000732421875,364.2900085449219,361.82611083984375,554500
2020-06-23,301.7300109863281,304.8999938964844,300.7300109863281,301.2900085449219,290.66259765625,2409600,76.33000183105469,76.37000274658203,75.06999969482422,75.48999786376953,73.83092498779297,8076600,91.0,93.09500122070312,90.56749725341797,91.63249969482422,90.8830337524414,212155600,370.6099853515625,371.79998779296875,366.54998779296875,366.6400146484375,364.1602478027344,604100
2020-06-24,300.7699890136719,301.2799987792969,296.6000061035156,298.0199890136719,287.5079040527344,2398100,74.9000015258789,74.91999816894531,72.0,73.63999938964844,72.0215835571289,12306400,91.25,92.19750213623047,89.62999725341797,90.01499938964844,89.27875518798828,192623200,365.5899963378906,367.55999755859375,359.5299987792969,361.5799865722656,359.1344299316406,613500
2020-06-25,297.05999755859375,301.1499938964844,295.3999938964844,300.5299987792969,289.92938232421875,2274300,73.22000122070312,74.11000061035156,72.16999816894531,73.8499984741211,72.22697448730469,8624800,90.17500305175781,91.25,89.39250183105469,91.20999908447266,90.46400451660156,137522400,362.4700012207031,366.92999267578125,358.5799865722656,366.54998779296875,364.07080078125,465100
2020-06-26,300.4100036621094,302.1199951171875,295.95001220703125,296.55999755859375,286.0993957519531,2866000,73.62999725341797,73.7699966430664,71.25,71.56999969482422,69.99707794189453,17627800,91.10250091552734,91.33000183105469,88.25499725341797,88.40750122070312,87.68441772460938,205256800,367.42999267578125,368.20001220703125,361.0,361.760009765625,359.313232421875,493000
2020-06-29,297.44000244140625,301.6300048828125,296.8299865722656,301.5899963378906,290.9519958496094,1841700,71.41000366210938,73.5,71.05999755859375,73.4800033569336,71.86511993408203,8653000,88.3125,90.5425033569336,87.81999969482422,90.44499969482422,89.70525360107422,130646000,362.92999267578125,365.1000061035156,358.1099853515625,364.80999755859375,362.34259033203125,612800
2020-06-30,301.010009765625,304.6199951171875,300.1400146484375,303.2099914550781,292.51483154296875,2391700,73.58000183105469,73.87999725341797,72.80999755859375,73.58999633789062,71.97268676757812,11324000,90.0199966430664,91.49500274658203,90.0,91.19999694824219,90.4540786743164,140223200,362.2200012207031,368.9100036621094,362.19000244140625,368.0299987792969,365.5408020019531,678600
2020-07-01,302.5,305.5799865722656,300.75,304.75,294.00054931640625,1906100,74.0,74.69000244140625,73.37999725341797,74.02999877929688,72.40300750732422,6750000,91.27999877929688,91.83999633789062,90.97750091552734,91.02749633789062,90.28298950195312,110737200,368.0299987792969,370.19000244140625,365.2699890136719,367.5899963378906,365.1037902832031,516600
2020-07-02,306.0,308.9200134277344,304.6000061035156,305.739990234375,294.95562744140625,2540500,75.04000091552734,75.08999633789062,73.63999938964844,73.77999877929688,72.15850830078125,6544400,91.9625015258789,92.61750030517578,90.91000366210938,91.02749633789062,90.28298950195312,114041600,373.55999755859375,375.8800048828125,372.4100036621094,373.2200012207031,370.6957092285156,449400
2020-07-06,307.5299987792969,311.55999755859375,307.239990234375,311.489990234375,300.50274658203125,2332400,74.93000030517578,75.4800033569336,74.16000366210938,75.44000244140625,73.78203582763672,7235300,92.5,93.94499969482422,92.46749877929688,93.4625015258789,92.69807434082031,118655600,386.2799987792969,389.489990234375,383.5,385.4599914550781,382.8529052734375,752900
2020-07-07,310.0199890136719,318.04998779296875,309.7200012207031,316.2300109863281,305.0755920410156,3346600,75.12999725341797,75.2300033569336,74.0,74.25,72.6181869506836,7515100,93.85250091552734,94.65499877929688,93.05750274658203,93.17250061035156,92.41043853759766,112424400,385.3999938964844,388.6099853515625,381.8699951171875,382.0199890136719,379.4361877441406,410900
2020-07-08,317.1400146484375,318.04998779296875,314.010009765625,316.32000732421875,305.1624450683594,2364500,74.06999969482422,74.5,73.33000183105469,74.13999938964844,72.5105972290039,7346200,94.18000030517578,95.375,94.08999633789062,95.34249877929688,94.56269836425781,117092000,388.8299865722656,392.1499938964844,386.8900146484375,391.92999267578125,389.2791442871094,599300
2020-07-09,320.0,328.9800109863281,319.67999267578125,325.5400085449219,314.0572204589844,5313600,73.7300033569336,74.22000122070312,71.93000030517578,73.56999969482422,71.953125,9618200,96.26249694824219,96.31749725341797,94.67250061035156,95.75250244140625,94.9693374633789,125642800,395.45001220703125,395.67999267578125,386.1000061035156,394.7200012207031,392.05029296875,644200
2020-07-10,326.0,327.3999938964844,323.1099853515625,326.2300109863281,314.7228698730469,2484100,73.0,74.55999755859375,72.73999786376953,74.29000091552734,72.65731048583984,7524200,95.33499908447266,95.9800033569336,94.70500183105469,95.91999816894531,95.13545989990234,90257200,399.0799865722656,399.19000244140625,391.95001220703125,395.8500061035156,393.17266845703125,667200
2020-07-13,326.29998779296875,329.1099853515625,321.5,322.9200134277344,311.5296630859375,2583200,74.55999755859375,74.83999633789062,72.48999786376953,72.6500015258789,71.05335235595703,9464500,97.26499938964844,99.95500183105469,95.25749969482422,95.47750091552734,94.69658660888672,191649200,397.8599853515625,402.8699951171875,387.8699951171875,388.6199951171875,385.9915466308594,1083600
2020-07-14,321.32000732421875,328.6600036621094,320.45001220703125,328.0,316.430419921875,1844800,72.0,72.97000122070312,71.81999969482422,72.7300033569336,71.131591796875,8780900,94.83999633789062,97.25499725341797,93.87750244140625,97.05750274658203,96.26366424560547,170989200,386.6300048828125,397.54998779296875,385.4100036621094,396.8299865722656,394.14599609375,880100
2020-07-15,328.1000061035156,329.32000732421875,325.6199951171875,326.70001220703125,315.17626953125,1770700,74.45999908447266,75.80999755859375,73.95999908447266,75.61000061035156,73.94828796386719,10300700,98.98999786376953,99.24749755859375,96.48999786376953,97.7249984741211,96.92570495605469,153198000,387.1700134277344,387.69000244140625,372.510009765625,375.42999267578125,372.8907775878906,1640300
2020-07-16,326.6199951171875,327.8999938964844,324.05999755859375,326.2699890136719,314.76141357421875,1402000,74.9000015258789,75.13999938964844,73.68000030517578,74.38999938964844,72.75509643554688,6649300,96.5625,97.40499877929688,95.90499877929688,96.52249908447266,95.73303985595703,110577600,374.1000061035156,393.8599853515625,372.82000732421875,385.2200012207031,382.6145324707031,2240900
2020-07-17,327.29998779296875,327.79998779296875,324.5799865722656,324.7900085449219,313.33367919921875,1768100,74.43000030517578,74.55000305175781,73.20999908447266,74.16000366210938,72.53016662597656,6087500,96.98750305175781,97.14749908447266,95.83999633789062,96.32749938964844,95.53964233398438,92186800,385.42999267578125,387.04998779296875,380.1099853515625,383.5899963378906,380.9955749511719,1048700
2020-07-20,324.8900146484375,327.44000244140625,322.6600036621094,326.510009765625,314.99298095703125,1863300,74.16000366210938,75.22000122070312,73.62999725341797,74.95999908447266,73.31258392333984,8832700,96.4175033569336,98.5,96.0625,98.35749816894531,97.55303192138672,90318000,383.9100036621094,392.4700012207031,382.0799865722656,391.4800109863281,388.83221435546875,972600
2020-07-21,327.0,331.489990234375,326.5,327.739990234375,316.1795654296875,1874200,75.77999877929688,76.80000305175781,75.2699966430664,75.44000244140625,73.78203582763672,10637500,99.17250061035156,99.25,96.74250030517578,97.0,96.20663452148438,103433200,392.1400146484375,392.2900085449219,383.1600036621094,383.82000732421875,381.2240295410156,823700
2020-07-22,329.6499938964844,329.6600036621094,325.010009765625,328.29998779296875,316.7198486328125,1312600,75.5199966430664,77.33000183105469,75.12000274658203,77.23999786376953,75.54247283935547,9213100,96.69249725341797,97.9749984741211,96.60250091552734,97.27249908447266,96.4769058227539,89001600,392.6199951171875,394.54998779296875,389.75,392.6000061035156,389.94464111328125,710100
2020-07-23,328.1000061035156,330.3800048828125,325.3299865722656,326.1099853515625,314.6070861816406,1561700,76.87999725341797,77.06999969482422,74.9000015258789,75.36000061035156,73.70378875732422,7795100,96.99749755859375,97.07749938964844,92.01000213623047,92.84500122070312,92.08561706542969,197004400,390.04998779296875,394.2099914550781,381.8900146484375,384.2300109863281,381.6312561035156,990800
2020-07-24,326.2200012207031,328.75,324.6700134277344,325.7799987792969,314.2887268066406,1423400,75.27999877929688,76.0,75.11000061035156,75.77999877929688,74.11456298828125,5673400,90.98750305175781,92.97000122070312,89.1449966430664,92.61499786376953,91.85749816894531,185438800,371.010009765625,375.1600036621094,366.7699890136719,367.67999267578125,365.19317626953125,1628900
2020-07-27,325.67999267578125,329.0,325.17999267578125,327.6000061035156,316.0445556640625,2083300,75.88999938964844,76.70999908447266,75.54000091552734,76.45999908447266,74.77960968017578,6771100,93.70999908447266,94.90499877929688,93.4800033569336,94.80999755859375,94.03455352783203,121214000,377.989990234375,383.7900085449219,376.260009765625,381.7799987792969,379.19781494140625,1080300
2020-07-28,327.9700012207031,330.0,325.82000732421875,327.57000732421875,316.0155944824219,1374000,76.30000305175781,76.38999938964844,74.55999755859375,74.63999938964844,72.9996109008789,12273400,94.36750030517578,94.55000305175781,93.24749755859375,93.25250244140625,92.48979187011719,103625600,381.1099853515625,381.739990234375,376.19000244140625,376.3599853515625,373.814453125,502000
2020-07-29,327.0199890136719,328.0400085449219,325.3900146484375,326.1400146484375,314.63604736328125,1341300,77.55999755859375,78.48999786376953,76.9000015258789,77.41999816894531,75.71851348876953,15261100,93.75,95.2300033569336,93.7125015258789,95.04000091552734,94.26268005371094,90329200,365.0,366.1600036621094,361.69000244140625,364.6199951171875,362.15386962890625,1446700
2020-07-30,322.69000244140625,326.45001220703125,322.0,324.82000732421875,314.03662109375,1390300,76.62999725341797,76.9800033569336,75.4000015258789,76.63999938964844,74.95565032958984,7889800,94.1875,96.29750061035156,93.76750183105469,96.19000244140625,95.40326690673828,158130000,355.8500061035156,362.82000732421875,354.8599853515625,362.7300109863281,360.27667236328125,1010400
2020-07-31,324.82000732421875,326.30999755859375,322.54998779296875,325.5299987792969,314.7230529785156,2149900,76.23999786376953,76.54000091552734,75.4800033569336,76.52999877929688,74.84807586669922,7423800,102.88500213623047,106.41500091552734,100.82499694824219,106.26000213623047,105.39089965820312,374336800,361.95001220703125,362.1600036621094,350.739990234375,353.7200012207031,351.3276062011719,954900
2020-08-03,325.54998779296875,329.8900146484375,324.29998779296875,329.32000732421875,318.3872375488281,2480200,76.4800033569336,76.5999984741211,75.44000244140625,75.5,73.84071350097656,7138300,108.19999694824219,111.63749694824219,107.89250183105469,108.9375,108.0465087890625,308151200,361.0199890136719,367.1499938964844,359.82000732421875,366.6099853515625,364.1304016113281,862400
2020-08-04,329.55999755859375,339.82000732421875,328.9200134277344,339.7900085449219,328.5096435546875,3933300,75.37000274658203,75.48999786376953,74.76000213623047,75.12999725341797,73.47883605957031,12792400,109.13249969482422,110.79000091552734,108.38749694824219,109.66500091552734,108.76805114746094,173071600,368.42999267578125,371.8699951171875,368.20001220703125,370.3299865722656,367.82525634765625,833400
2020-08-05,341.8599853515625,342.7300109863281,337.5899963378906,339.9700012207031,328.6836853027344,2923700,75.3499984741211,75.98999786376953,75.33000183105469,75.77999877929688,74.11456298828125,7780800,109.37750244140625,110.39250183105469,108.89749908447266,110.0625,109.16230010986328,121776800,371.010009765625,373.2099914550781,366.7099914550781,368.510009765625,366.017578125,591300
