Ticker,Date,SMA_10,SMA_10_min_max,SMA_10_fluc_pctg,MACD,MACD_Signal,MACD_Hist,MACD_polarize,MACD_Signal_polarize,MACD_Hist_polarize,CCI_20,CCI_20_polarize,CCI_20_fluc_pctg,ROC_10,ROC_10_polarize,ROC_10_fluc_pctg,RSI_5,RSI_5_polarize,RSI_5_fluc_pctg,STOCH_SlowD,STOCH_SlowK,STOCH_SlowD_min_max,STOCH_SlowD_fluc_pctg,STOCH_SlowK_min_max,STOCH_SlowK_fluc_pctg,ADX,ADX_fluc_pctg,AROON_Up,AROON_Down,AROON_Up_min_max,AROON_Down_min_max,AROON_polarize,BBANDS_Lower_Band,BBANDS_Middle_Band,BBANDS_Upper_Band,BBANDS_width,Chaikin_AD,Chaikin_AD_fluc_pctg
BSJO,2019-12-02,23.0075,0.6114973618545115,,0.0271,0.0197,0.0074,1,1,1,113.8853,-1,,0.4154,1,,68.6534,0,,86.0648,79.4444,0.8375992774524372,,0.7706413931385228,,44.154,,92.8571,57.1429,0.928571,0.571429,1,23.0251,23.0481,23.0712,0.046100000000002694,924820.0463,
BSJO,2019-12-03,23.0102,0.6120116573649024,0.00011735303705317017,0.0258,0.021,0.0048,1,1,1,72.6208,0,-0.36233385695959003,0.1359,1,-0.6728454501685123,49.5082,0,-0.27886747051129296,76.336,60.3968,0.7242199108469538,-0.11304040676327612,0.5581089932059169,-0.2397601341315436,41.5951,-0.05795397925442771,100.0,50.0,1.0,0.5,1,23.0173,23.0463,23.0753,0.05799999999999983,919430.4748,-0.005827697530522353
BSJO,2019-12-04,23.0212,0.6141069353701976,0.00047804886528579637,0.0295,0.0227,0.0069,1,1,1,140.1121,-1,0.929365966775359,0.4753,1,2.497424576894776,72.1557,-1,0.45744947301659106,68.1746,64.6825,0.6291070127902572,-0.1069141689373297,0.6059286716111317,0.0709590574335065,39.292,-0.05536950265776499,92.8571,42.8571,0.928571,0.42857100000000004,1,23.0139,23.0555,23.0971,0.0832000000000015,975575.4748,0.061064976133418894
BSJO,2019-12-05,23.034,0.6165450770490863,0.0005560092436536145,0.0321,0.0246,0.0076,1,1,1,127.0658,-1,-0.09311329999336247,0.6154,1,0.29476120345045226,72.1557,-1,0.0,66.4021,74.127,0.6084503102875622,-0.02599941913850604,0.7113100451785888,0.1460132184130173,37.8196,-0.03747327700295226,100.0,35.7143,1.0,0.357143,1,23.0126,23.061,23.1094,0.09680000000000177,984156.4621,0.008795821052962819
BSJO,2019-12-06,23.0515,0.619878473875693,0.0007597464617522726,0.036,0.0269,0.0092,1,1,1,138.5405,-1,0.09030518046555418,0.6152,1,-0.00032499187520308416,78.5873,-1,0.08913502328991339,77.328,93.1746,0.7357806718526935,0.16454148287478856,0.9238424451111946,0.25695900279250483,36.7911,-0.027194893653026502,100.0,28.5714,1.0,0.285714,1,23.0071,23.0713,23.1355,0.12839999999999918,1003261.4621,0.019412563688535476
BSJO,2019-12-09,23.0661,0.6226594792281754,0.0006333644231394029,0.0387,0.0292,0.0094,1,1,1,145.6741,-1,0.051491080225637996,0.5751,1,-0.06518205461638496,78.5873,-1,0.0,86.9655,93.5948,0.8480960289019026,0.12463144009931723,0.9285310208084837,0.0045098127601299965,36.169,-0.01690898070457266,100.0,21.4286,1.0,0.214286,1,23.017,23.0841,23.1512,0.13419999999999987,1012842.3509,0.009549742676196788
BSJO,2019-12-10,23.0762,0.6245833253966742,0.0004378720286481603,0.0417,0.0317,0.01,1,1,1,151.511,-1,0.04006820704572731,0.655,1,0.13893235958963673,82.7401,-1,0.052843143866757085,92.5381,90.845,0.9130390700113626,0.06407828391718548,0.8978488564762486,-0.02937983734139084,36.6986,0.014642373303104927,100.0,14.2857,1.0,0.142857,1,23.0706,23.1062,23.1418,0.07120000000000104,1018129.6366,0.005220245475815449
BSJO,2019-12-11,23.0914,0.627478618640355,0.0006586873055355779,0.0484,0.0351,0.0134,1,1,1,168.5533,-1,0.11248226201397926,0.995,1,0.5190839694656488,90.3463,-1,0.09192882290449252,91.4512,89.9139,0.9003723450747312,-0.01174543242188893,0.8874596779142644,-0.01024932577467115,38.0444,0.03667169864790494,100.0,7.1429,1.0,0.071429,1,23.0566,23.1273,23.1979,0.1413000000000011,1060677.6366,0.0417903560317597
BSJO,2019-12-12,23.1097,0.6309643993218919,0.0007925028365538678,0.0572,0.0395,0.0177,1,1,1,218.0084,-1,0.29340926579307547,1.2552,1,0.2615075376884423,93.4154,-1,0.03397040055873905,90.8778,91.8747,0.8936899455175829,-0.006270010672358663,0.909338210106659,0.021807529202937544,40.1077,0.05423400027336475,100.0,0.0,1.0,0.0,1,23.0572,23.1585,23.2598,0.20259999999999678,1078096.6366,0.016422520282257075
BSJO,2019-12-13,23.1287,0.6345835158764925,0.0008221655841485762,0.0641,0.0444,0.0197,1,1,1,188.448,-1,-0.13559294045550532,1.2347,1,-0.01633205863607408,93.8591,-1,0.004749752182188297,93.6191,99.0689,0.925637036389593,0.030164682683779864,0.9896108214380158,0.0783044733751511,42.1159,0.05007018602413008,100.0,0.0,1.0,0.0,1,23.0743,23.186,23.2978,0.2234999999999978,1093335.6366,0.014135096504947207
