Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-12-02,60.65296043970357,60.85453457115666,59.98104300653783,60.23637390136719,3027500,0.0,0.0
2019-12-03,59.205456843919336,61.03115080720204,58.69479874698881,60.917884826660156,2716500,0.0,0.0
2019-12-04,62.07549995466867,62.392262429211506,60.789262982855526,61.104103088378906,3222500,0.0,0.0
2019-12-05,61.989105197329856,63.115997192563,61.54070559369297,61.79243850708008,3294000,1.518,0.0
2019-12-06,62.24280272983225,62.24280272983225,60.7088070708688,60.90153884887695,2179500,0.0,0.0
2019-12-09,60.76976761379856,61.21226667734973,60.43150424708932,60.580970764160156,2436000,0.0,0.0
2019-12-10,60.84056896085085,61.14933363653282,60.47280316039149,60.81696701049805,3069000,0.0,0.0
2019-12-11,61.53480194760716,62.05203430362328,61.00380303651315,61.06476974487305,2697000,0.0,0.0
2019-12-12,60.608513488206604,61.24767556931441,59.2987175527345,59.83561325073242,3867000,0.0,0.0
2019-12-13,60.179779002117165,60.25057736083035,59.41081369846527,59.78644561767578,4166500,0.0,0.0
2019-12-16,60.27810986648503,60.77567520489068,59.40688194283349,59.91624450683594,3912500,0.0,0.0
2019-12-17,59.93394348905759,60.13061017115335,58.69691534773323,59.89854431152344,3725500,0.0,0.0
2019-12-18,60.07160781181581,60.11880796459703,59.12564292833598,59.31837844848633,3731500,0.0,0.0
2019-12-19,59.609442479374046,61.08443695800362,59.381311530463485,60.4138069152832,4235000,0.0,0.0
2019-12-20,60.73830458813976,60.74223574592446,59.78447367068421,60.01850509643555,3369000,0.0,0.0
2019-12-23,59.93984085572685,60.1778071910709,59.45997327613766,59.662540435791016,2066500,0.0,0.0
2019-12-24,59.849375486047684,59.849375486047684,59.139411344134395,59.17087936401367,1287000,0.0,0.0
2019-12-26,59.48553842662062,60.64980252667146,59.40097352412546,60.23483657836914,4171500,0.0,0.0
2019-12-27,60.59867674736941,60.59867674736941,59.646815049426834,60.201412200927734,1884500,0.0,0.0
2019-12-30,60.42560623871591,60.44133837238844,59.58190773952072,59.705806732177734,1713000,0.0,0.0
2019-12-31,60.10700510880006,60.40790372892929,59.50717344744041,60.30563735961914,1711500,0.0,0.0
2020-01-02,61.709842979047544,66.44948837491994,61.672474467553435,64.64409637451172,6872000,0.0,0.0
2020-01-03,63.58012921897216,65.26556077395912,63.36380298581755,63.84956359863281,3287500,0.0,0.0
2020-01-06,63.65486465972219,63.82596006291361,62.79936513713483,63.73155975341797,2796000,0.0,0.0
2020-01-07,63.8259594101441,65.0452936027381,63.503431899691826,64.5123291015625,2577000,0.0,0.0
2020-01-08,64.27042987201003,65.6982205169812,64.27042987201003,65.09839630126953,2141000,0.0,0.0
2020-01-09,65.68642202771844,66.70121592123371,65.40518669373792,66.54585266113281,3510000,0.0,0.0
2020-01-10,66.74054213127805,67.32070294118807,66.51633862168096,66.65203857421875,2850000,0.0,0.0
2020-01-13,67.21058554255247,69.02581288425932,67.21058554255247,68.74064636230469,4160500,0.0,0.0
2020-01-14,68.73866594174784,69.09463074699647,68.05820059514393,68.61869812011719,4023000,0.0,0.0
2020-01-15,68.83307764444876,69.11037433371597,67.94414827334923,67.98348236083984,3155500,0.0,0.0
2020-01-16,67.9087503056325,68.93337972766467,67.14962411800815,68.85865020751953,3255000,0.0,0.0
2020-01-17,69.2145960691071,69.22639704319316,67.93429916279366,68.79766082763672,3912000,0.0,0.0
