Ticker,Date,Volume,Close,Low,BBANDS_compare_high_low_price,ADX_fluc_pctg,MACD_Hist,Historic Deaths,BBANDS_Middle_Band,Historic Cases,ADX,High,RSI_5,AROON_Up,MACD_Signal,Open,ROC_10_polarize,MACD_polarize,Chaikin_AD,BBANDS_Upper_Band,BBANDS_width,Dividends,MACD,STOCH_SlowK_min_max,Case 7-Day Moving Avg,RSI_5_polarize,STOCH_SlowD,Death 7-Day Moving Avg,Close_Change_pctg,CCI_20_polarize,STOCH_SlowK,New Cases,SMA_10_fluc_pctg,daily_trend,AROON_Up_min_max,STOCH_SlowD_min_max,AROON_Down,STOCH_SlowD_fluc_pctg,SMA_10_min_max,Volume_min_max,STOCH_SlowK_fluc_pctg
PLUS,2020-01-24,112900.0,87.01000214,86.16000366,-1.0,-0.04937919,0.0261,0.0,86.212,0.0,12.9928,87.48000336,68.418,21.4286,0.4841,87.11000061,1,1,13298758.8942,87.3116,2.1992,0.0,0.5102,0.68129557,1.0,0,56.2058,0.0,0.00496651,-1,67.8328,1.0,0.00264372,46,0.214286,0.53635831,14.2857,0.08346859,0.60213493,0.17149108,0.26908887
PLUS,2020-01-27,75000.0,84.05000305,83.98000336,0.0,0.10549689,-0.1361,0.0,85.772,0.0,14.3635,86.04000092,30.0167,14.2857,0.45,85.52999878,-1,1,13228839.2049,87.8148,4.0856,0.0,0.3139,0.51893503,1.0,0,58.1101,0.0,-0.03401907,0,53.0476,0.0,-0.00205596,97,0.142857,0.55837224,7.1429,0.03388085,0.59900158,0.10770784,-0.21796535
PLUS,2020-01-28,50400.0,84.48000336,84.18000031,0.0,0.08588436,-0.2073,0.0,85.562,0.0,15.5971,85.20999908,36.4897,7.1429,0.3982,84.69000244,1,1,13207794.6709,87.8609,4.5978,0.0,0.1909,0.30656681,1.0,0,51.5296,0.0,0.00511601,1,33.7085,1.0,-0.00199036,55,0.071429,0.48230088,0.0,-0.11324193,0.59597444,0.06630764,-0.36456126
PLUS,2020-01-29,64600.0,82.18000031,81.63999939,0.0,0.21754044,-0.3915,0.0,84.86,0.0,18.9901,85.75,22.5466,0.0,0.3003,84.72000122,-1,-1,13160167.6417,88.3886,7.0572,0.0,-0.0912,0.02986361,0.0,1,31.7556,0.0,-0.02722541,1,8.5108,0.0,-0.00435021,77,0.0,0.25371109,100.0,-0.38374061,0.58937138,0.09020532,-0.74751769
PLUS,2020-01-30,42200.0,82.41000366,80.94000244,0.0,0.18394321,-0.4745,0.0,84.026,0.0,22.4832,83.48000336,26.0774,42.8571,0.1817,81.69000244,-1,-1,13166809.6889,87.5051,6.9582,0.0,-0.2928,0.10481859,0.0,1,19.1852,0.0,0.00279878,1,15.3365,0.0,-0.00370153,34,0.428571,0.10839577,100.0,-0.39584829,0.58377737,0.05250757,0.80200451
PLUS,2020-01-31,56200.0,79.72000122,79.12999725,1.0,0.18083725,-0.6749,0.0,82.568,0.0,26.549,82.13999939,15.6484,35.7143,0.013,82.13999939,-1,-1,13132617.2637,85.9312,6.7264,0.0,-0.662,0.08378064,1.0,1,12.4226,0.0,-0.0326417,1,13.4207,3.0,-0.00780681,80,0.357143,0.03021931,100.0,-0.35249046,0.57202287,0.07606866,-0.12491768
PLUS,2020-02-03,61700.0,81.83000183,79.5,0.0,0.13782817,-0.6307,282.0,82.124,477.0,30.2082,82.09999847,39.4078,28.5714,-0.1447,80.20999908,-1,-1,13181538.3022,85.1573,6.0666,0.0,-0.7753,0.19922582,4.0,0,17.5636,0.0,0.02646764,1,23.9336,26.0,-0.00523759,14,0.285714,0.08964988,92.8571,0.41384251,0.56419834,0.08532481,0.7833347
PLUS,2020-02-04,67700.0,82.01999664,81.69999695,-1.0,-0.00264498,-0.5564,0.0,81.632,0.0,30.1283,84.01000214,41.2698,21.4286,-0.2838,83.0,-1,-1,13132623.2069,83.5816,3.8992,0.0,-0.8402,0.27674822,5.0,0,22.7825,0.0,0.00232182,1,30.9931,7.0,-0.00418116,59,0.214286,0.14998098,85.7143,0.29714295,0.55798474,0.09542242,0.29496189
PLUS,2020-02-05,72700.0,83.01999664,81.5,0.0,0.00311667,-0.4143,0.0,81.8,0.0,30.2222,83.5,51.1466,14.2857,-0.3874,83.09999847,-1,-1,13170533.2869,84.0336,4.4672,0.0,-0.8017,0.53727928,6.0,0,36.5483,0.0,0.01219215,0,54.7181,5.0,-0.00319389,44,0.142857,0.30911527,78.5714,0.60422693,0.55325816,0.10383709,0.76549296
PLUS,2020-02-06,167100.0,88.0,86.30999756,-1.0,0.03072907,0.0178,0.0,82.918,0.0,31.1509,92.44000244,76.1327,100.0,-0.3829,90.0,1,-1,13095585.6931,88.4356,11.0352,0.0,-0.3651,0.6319237,6.0,-1,49.6827,0.0,0.05998559,-1,63.3368,2.0,0.00170407,30,1.0,0.4609505,71.4286,0.35937102,0.55577192,0.26270616,0.15751095
PLUS,2020-02-07,70200.0,84.76000214,84.62999725,0.0,-0.01843285,0.0845,0.0,83.926,0.0,30.5767,88.0,53.7684,92.8571,-0.3618,88.0,1,-1,13030812.791,88.499,9.146,0.0,-0.2773,0.62091826,7.0,0,60.1298,0.0,-0.03681816,0,62.3346,5.0,-0.00269551,8,0.928571,0.58172022,64.2857,0.21027641,0.55178884,0.09962975,-0.01582334
PLUS,2020-02-10,74800.0,83.37000275,81.80999756,0.0,-0.08195129,0.0364,0.0,84.234,0.0,28.0709,85.23999786,46.4509,85.7143,-0.3527,84.69999695,-1,-1,13024051.2663,88.3891,8.3102,0.0,-0.3163,0.39170254,9.0,0,55.7109,0.0,-0.01639924,0,41.4613,9.0,-0.00081685,50,0.857143,0.53063721,57.1429,-0.07348935,0.55058507,0.10737126,-0.33485897
PLUS,2020-02-11,86800.0,86.37000275,84.66000366,-1.0,0.02065484,0.199,0.0,85.104,0.0,28.6507,92.09999847,60.8317,78.5714,-0.3029,92.09999847,1,-1,12977173.9598,88.8411,7.4742,0.0,-0.1039,0.31071225,10.0,0,45.9606,0.0,0.03598417,-1,34.086,9.0,0.00227221,100,0.785714,0.41792258,50.0,-0.17501602,0.55393085,0.12756648,-0.17788395
PLUS,2020-02-12,66200.0,85.70999908,84.5,0.0,0.01460697,0.2512,0.0,85.642,0.0,29.0692,87.34999847,56.6481,71.4286,-0.2401,87.34999847,-1,1,12967183.6265,88.7449,6.2058,0.0,0.0111,0.29621475,10.0,0,36.1044,0.0,-0.00764158,0,32.7658,8.0,0.00423424,29,0.714286,0.30398373,42.8571,-0.2144489,0.56017986,0.09289801,-0.03873144
PLUS,2020-02-13,42200.0,86.55999756,85.0,0.0,0.01295873,0.3271,0.0,85.354,0.0,29.4459,86.69999695,60.9694,64.2857,-0.1583,85.41000366,1,1,13002445.5676,87.7039,4.6998,0.0,0.1688,0.40261684,11.0,0,36.4356,0.0,0.00991714,0,42.4552,6.0,0.00495694,66,0.642857,0.30781244,35.7143,0.0091734,0.56752642,0.05250757,0.29571688
PLUS,2020-02-14,42600.0,86.02999878,85.79000092,0.0,0.01151264,0.3252,0.0,85.608,0.0,29.7849,86.63999939,56.5741,57.1429,-0.077,86.40000153,-1,1,12983915.5324,87.9204,4.6248,0.0,0.2482,0.3897874,11.0,0,38.8359,0.0,-0.00612291,0,41.2869,6.0,0.00749976,61,0.571429,0.3355602,28.5714,0.06587788,0.57869674,0.05318075,-0.02751842
