Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-12-02,17.944486311975947,17.95368410634712,17.73294230433874,17.889301300048828,806600,0.0,0
2019-12-03,17.640967749722325,18.19282318303388,17.539793756563522,18.16522979736328,1137200,0.0,0
2019-12-04,18.330787397193554,18.680294859334214,18.183626175839578,18.606714248657227,1441100,0.0,0
2019-12-05,19.544866474451062,21.31080271549111,19.544866474451062,21.24641990661621,3184900,0.0,0
2019-12-06,21.56833678790395,22.12938826076124,21.41197777808797,21.62352180480957,2130700,0.0,0
2019-12-09,21.586730635920425,21.6787068336806,21.108457565307617,21.108457565307617,1493100,0.0,0
2019-12-10,21.080865558726675,21.246422374665134,20.83253033481899,21.237224578857422,1135100,0.0,0
2019-12-11,21.237226031756066,21.347596080398983,20.795742328583817,20.850927352905273,1070400,0.0,0
2019-12-12,20.85092134995262,20.97968695439801,20.179498192059125,20.21628761291504,1920400,0.0,0
2019-12-13,20.216290420953825,20.216290420953825,19.066592352142074,19.140172958374023,3000500,0.0,0
2019-12-16,19.20455701088026,19.738016879118597,19.02060636056023,19.42530059814453,1454300,0.0,0
2019-12-17,19.5172743295129,19.609250528445777,19.26894087298424,19.43449592590332,1381100,0.0,0
2019-12-18,19.480482937984302,19.68282915179069,19.296530558669474,19.314926147460938,1178600,0.0,0
2019-12-19,19.28733578875667,19.360916401160935,19.084989543219994,19.296533584594727,1021300,0.0,0
2019-12-20,19.42529934253536,19.50807598953378,18.799863312413766,19.140172958374023,2895500,0.0,0
2019-12-23,19.28733330402079,19.29653109867392,18.707886275273363,18.790664672851562,1559800,0.0,0
2019-12-24,18.919431417259737,19.039001000578473,18.689491800123765,18.77227020263672,380100,0.0,0
2019-12-26,18.836655536294433,18.836655536294433,18.487148043353354,18.671098709106445,787700,0.0,0
2019-12-27,18.643504080981348,18.680293506505482,18.22041428450377,18.597515106201172,963300,0.0,0
2019-12-30,18.735482392095577,18.82745684344286,18.441158183163566,18.505542755126953,585500,0.0,0
2019-12-31,18.404366913013753,18.937826747261976,18.404366913013753,18.836652755737305,916000,0.0,0
2020-01-02,18.855047481123503,19.002208686973642,18.523933890810717,18.790664672851562,1020100,0.0,0
2020-01-03,18.569924452885893,18.855049094327796,18.26640422056384,18.73548126220703,902700,0.0,0
2020-01-06,18.46874995707255,19.186162193264533,18.431960530608887,19.075790405273438,889600,0.0,0
2020-01-07,19.452891173928766,20.179501202970716,19.333323345432014,19.986351013183594,1450800,0.0,0
2020-01-08,19.91277118981465,20.207093629358308,19.636844341317495,20.00474739074707,1260600,0.0,0
2020-01-09,20.246780722065683,20.609825877189884,20.07922087338527,20.17230987548828,1193100,0.26,0
2020-01-10,20.162996882546555,20.321247622735598,19.97681891449191,20.302629470825195,810900,0.0,0
2020-01-13,20.40502683427299,20.526041266510344,20.097834440336257,20.293319702148438,972500,0.0,0
2020-01-14,20.2281579348799,21.010102532662543,20.19092340787934,21.00079345703125,1126900,0.0,0
2020-01-15,20.89840023324011,21.56863779701693,20.879782079253978,21.41038703918457,1118000,0.0,0
2020-01-16,21.596564714309217,22.173713275297256,21.447623035633278,22.062007904052734,1284300,0.0,0
2020-01-17,22.024769874569486,22.248182375115427,21.540708568957587,21.67103385925293,897100,0.0,0
2020-01-21,21.68034463050504,22.145787820248557,21.3545340425796,22.062007904052734,1729000,0.0,0
2020-01-22,22.062004994161338,22.248181180187924,21.83859073009003,22.127166748046875,648000,0.0,0
2020-01-23,22.062006626717626,22.108550232787273,21.661725222629517,21.91306495666504,710500,0.0,0
2020-01-24,21.9968416280731,22.117857836637295,21.317295081757543,21.736194610595703,762800,0.0,0
2020-01-27,21.429002181774248,21.773429104491303,21.28006052186558,21.60586929321289,817900,0.0,0
2020-01-28,21.819975969000982,22.043388474079862,21.577945311284342,21.91306495666504,592400,0.0,0
2020-01-29,22.034078317614203,22.052696469339274,21.335913607646102,21.40107536315918,942900,0.0,0
2020-01-30,21.317295316873384,21.512782357662168,20.926323010820482,21.50347328186035,687700,0.0,0
2020-01-31,21.410382909116528,21.484853735170734,20.358482269160298,20.488805770874023,1446000,0.0,0
2020-02-03,20.665676016636436,20.90770488569144,20.53535073077067,20.79599952697754,795900,0.0,0
2020-02-04,21.038030591753266,21.20559040869548,20.57258744492476,20.591205596923828,897000,0.0,0
2020-02-05,20.972870959920268,21.615181289234528,20.870472889076744,21.54071044921875,1021000,0.0,0
2020-02-06,21.680342935382935,22.043388026829497,21.47554681157228,21.67103385925293,922300,0.0,0
2020-02-07,21.764122002048886,21.987536287692368,21.177664384927947,21.317296981811523,569200,0.0,0
2020-02-10,21.270752475390722,21.326605156677807,21.075265427598826,21.252134323120117,416000,0.0,0
2020-02-11,21.3638415909061,21.633797698369705,21.22420722355366,21.568635940551758,623400,0.0,0
2020-02-12,21.68034252088809,21.903755017162727,21.587253536892486,21.87582778930664,968100,0.0,0
2020-02-13,21.81066638369063,21.89444629308065,21.50347397443547,21.51278305053711,470500,0.0,0
2020-02-14,21.55932749643414,21.764121852083935,20.926324501030493,21.419694900512695,391600,0.0,0
2020-02-18,21.363841005807476,21.680342485562008,21.280061097900415,21.42900276184082,487700,0.0,0
2020-02-19,21.447620061132785,21.87582688405828,21.438310985565977,21.810665130615234,545900,0.0,0
2020-02-20,21.764123486789217,21.838594328575816,20.684295393121058,21.04734230041504,639300,0.0,0
2020-02-21,20.954251816603644,21.41969498860588,20.833235597589177,21.159046173095703,674000,0.0,0
2020-02-24,20.451570609870814,21.8479000078494,20.40502700681472,21.76412010192871,1432200,0.0,0
2020-02-25,21.838592321608083,21.838592321608083,21.019413137238093,21.782739639282227,1544300,0.0,0
