Ticker,Date,PCA_0,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,Close
PINC,2020-01-24,0.40776899194403105,-0.0031767500699664305,-0.13360030925307553,-0.781149834172144,0.652295565644412,-0.089964666038394,0.2718461638110505,-0.1771736301771179,-0.17157603754415637,-0.14977072751587975,34.73464966
PINC,2020-01-27,0.9514888801772876,-0.3263396823905454,-0.3042367262310755,-0.7953024998421674,0.5220307569965114,0.27653682913877364,-0.13241239564788285,0.05559965035029312,0.11242630211138425,-0.1794179434038527,34.3845787
PINC,2020-01-28,0.9083742287236185,-0.23792864908789765,-0.18618569081227598,-0.7678095839243803,0.030098515105933005,-0.06954355112428932,-0.1816224701027939,-0.10409610885036676,0.11735585354361554,-0.0936761551013239,34.36512756
PINC,2020-01-29,1.1469664756029103,-0.38790521606966955,-0.2743415091704108,-0.6177279333470782,-0.005202294465371242,-0.13502294369280407,-0.2380122756397911,0.008307052486577272,0.14004660959947104,-0.18890532952230002,34.04423141
PINC,2020-01-30,1.3098217837672925,-0.5029119799928145,-0.28120117542083756,-0.47092180950019985,0.34076565754022975,0.07547057277009482,-0.27899489949808204,0.027806982605253577,-0.06818292365009582,-0.06933088390054962,34.07340622
PINC,2020-01-31,1.359074544399173,-0.47841587400400026,-0.2176412281999876,-0.390114646292714,0.3480275243828833,0.0646341170493625,-0.2626681477042269,-0.035976897385493055,-0.028908291515119637,-0.09282332538683512,33.81085205
PINC,2020-02-03,1.1068563259280042,0.04493110735842697,0.12452849916152793,-0.457075542316947,-0.36941527530737744,-0.3943262077041378,-0.2660142504506026,0.026355243131965325,0.2085371046144548,-0.11483797594539553,33.96643829
PINC,2020-02-04,1.156613901030082,-0.3578677954065693,-0.8827298807010012,-1.0059743687794012,0.26814026530807383,0.3667547238914337,-0.25656033105715903,0.015429218024013208,-0.012931345885845819,-0.2603963189130552,31.04919434
PINC,2020-02-05,1.3426508328592852,-0.11444309766606856,-0.905148549048769,-0.8637653737997484,-0.22676451499560843,0.3265778748520337,-0.3047452151708035,-0.040538015804136275,0.1331105503531695,-0.2141555552178475,30.76719475
PINC,2020-02-06,1.4946144088093956,-0.21619349011217076,-0.9828119040825201,-0.7141887401626552,-0.2824995121004901,0.18477789170493997,-0.3136330491961598,-0.14043544514275874,0.12939940390611795,-0.17847565623841063,30.47546959
