Ticker,Date,PCA_0,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23,PCA_24,PCA_25,PCA_26,PCA_27,PCA_28,PCA_29,PCA_30,PCA_31,PCA_32,PCA_33,PCA_34,PCA_35,PCA_36,PCA_37,PCA_38,PCA_39,Close
WIRE,2020-01-24,0.14866964753007259,0.19543231380218218,-0.87089084377358,-0.7275579522034172,0.3516764081460927,-0.22167212804532366,-0.05651262898793532,-0.3093398125886464,-0.10162769790846307,0.1074916830165578,-0.112412981814722,-0.44929716850779794,-0.23052573309621158,0.008434297418417997,-0.04914920981780448,-0.323847791038589,-0.038976920471746515,0.04223973266694041,0.00445710766166783,0.05342437971881288,0.0021651824530444456,0.05017089428139581,-0.05633817781958523,0.014487487843152123,0.012858929941728065,-0.04502321629178643,0.0311050682937745,-0.01359649152717038,-0.0015117835043294318,0.008688734192794714,0.0037632881976167086,0.0017145344138078146,0.0005357977174179595,-0.003754872541126228,-2.5209088926306393e-06,6.976469910377221e-07,1.7191284507659154e-09,2.15975997069957e-09,-1.34899527340099e-09,1.6595769736118458e-15,56.7008667
WIRE,2020-01-27,0.9341242279929564,0.34643390355245673,-0.31130757940898485,-0.46357739558514766,0.3844162549810826,-0.31973163332519133,0.33088170835336567,0.4462310893659015,0.45866841612867193,0.10411209757666316,-0.0009142315351642617,-0.4606659859637794,0.04432188784984722,0.036522687570985,-0.021572097700671155,-0.033542396929949425,-0.29652013414011186,0.06634491847154472,0.25207416631909396,0.19235651096667505,-0.04418526690121445,0.09890763216837947,0.11453330598851373,0.018559224900549173,0.08920083985622082,-0.06251815799730547,0.08530906343473746,0.0097458457765769,0.019246770533196275,-0.0064277791377357054,0.014997599040595418,0.0021855200806249935,-0.0011676066447612568,-0.000807505437252842,-1.1530973477987939e-05,-5.088694240226223e-07,3.4207121814895782e-09,-1.6319892318484703e-09,-4.0534572535036293e-10,3.95587349147301e-15,56.37166977
WIRE,2020-01-28,1.1058177614708213,0.060850907351014144,0.22907659098407135,-0.2865694167745645,0.49681696175522605,0.022479698796017498,-0.161610330008021,0.13136513855080512,0.22882858910644302,0.1200230846117113,0.2562617383508823,-0.02010520849039546,-0.3092826285186326,-0.14968761840509084,-0.24864401821065807,0.13432077088969072,0.04352846591937969,-0.1599109989984358,0.13267021912988994,-0.0481313985145423,-0.061338110049856946,0.06439552828900286,-0.031047523714625387,-0.03748848722160302,-0.024930372167049717,-0.0626125300012982,0.08570583546472701,0.015188821967953034,-0.00890016936902469,-0.011257244371006937,0.0022104528773845395,-0.006340831140143439,-0.002886264908077122,-0.00020936739058976058,-1.3710852975376038e-06,6.167628220862603e-07,1.6960765945197563e-09,7.071759125880288e-10,2.384572652722405e-10,-1.952580032129668e-17,56.86047745
WIRE,2020-01-29,1.4781365764571242,0.23932329878533834,0.16275291302360184,-0.34811264442650774,0.5972826536925596,0.6616814500222283,0.08001222372006116,0.1618000104902475,0.23668410680185115,-0.1984709254026715,0.020188373468112274,-0.2146728983488078,-0.09503719159026962,-0.1897673140079156,0.05004448332952069,-0.04898181120649855,-0.07099956346830252,0.0025879917680028328,0.24367582136592267,-0.08407605668219235,0.027461925644191244,0.06943317601042541,-0.039238533530883184,-0.007510868653766322,-0.016626261030520447,-0.0038882521067816304,0.016798596376797953,-0.0015957984431977147,0.0025800963567855664,0.010081893606305398,-0.005625323710586892,-0.0005692913499817847,-0.0015906320225948897,-0.0031106893946288147,-4.325633992124607e-07,4.404222632155258e-07,-3.160772264452381e-10,-2.862759461830847e-10,-3.092495981790687e-09,-2.958023487811503e-16,55.32423782
WIRE,2020-01-30,1.5180173013108222,0.2711166232158508,0.10561352811462979,-0.3742196914551078,0.5023614560512123,0.3435206720988342,0.2561341066915174,0.01120631662071303,-0.10852140248613926,-0.07962878322507866,0.2877142587791034,-0.24474762084579374,0.0016131540016986901,-0.23241491629205538,0.14475440108377952,-0.08311637635628438,0.012577130066892327,0.006642672632314166,0.22684503965168612,0.05321164312741326,-0.029569752439052147,0.08534377087961585,-0.016231091125930637,-0.017107750569841724,0.0024208128557929995,0.019721462439699175,0.044259395974446544,-9.259817650553366e-05,0.0052763217882634845,-0.001430253469784756,0.0018407851056996493,-0.0009358712226450384,-0.0025460428929116367,-0.003343734690669846,-1.146835359372268e-06,4.911097154387579e-07,-3.120618679469535e-09,-2.351050766624655e-09,5.594685645091843e-10,2.6741546818982227e-16,55.50380325
WIRE,2020-01-31,1.59276126130219,0.3540878418176495,-0.030832988901160763,-0.33319685125226167,0.46239698582545957,-0.335608984488226,0.17198238843054472,0.013465582575690912,-0.1715652993839528,-0.09776744709096007,0.1421427395836904,-0.2623936793713464,-0.02205011927663477,-0.2609144980753795,0.07027915752458869,-0.086017697995441,0.02359629996310242,-0.02068138926438256,0.14213284839600687,-0.09658641827453696,-0.014226345072367834,0.09513694632680847,-0.05557917948175252,-0.0202237319464896,-0.026268649655795655,0.006143008487286736,0.057663857265640606,0.0014531256091390387,0.0003138476860616185,0.00800620517167617,0.0010920883841839244,-0.002282790280956949,9.010666280271445e-05,-0.001996038633978115,-1.7191346861466708e-06,-2.854343184427787e-08,-2.64915079531655e-09,-3.0551646674886966e-09,-7.744704469961622e-10,-2.758665883069465e-16,54.17706299
WIRE,2020-02-03,1.5735939685509586,0.2935903083908959,0.07164287958737281,-0.15562946317714255,0.2916881531788984,-0.27884819013994305,-0.12714841167222046,0.15356235242548316,0.09320302415261679,-0.15424409330531774,0.030604416541800277,-0.24349969692676407,0.07777371614577949,-0.19295270105809448,0.06809512058461557,-0.0968676132682837,-0.03914409628219418,0.0029600397953427177,0.1762404041555669,-0.011374788937583874,-0.0783928263400855,0.062498768888662244,-0.026648717377496082,0.11216302220097422,0.05664661076267582,0.02918881479775114,0.0631808485404542,-0.022141238944369097,-0.011826698715928178,0.006754027875008919,0.011481267275281237,-0.00272889228853814,0.0018990067789959573,-0.001168279237923829,8.044525163409912e-06,-5.986856221576852e-07,-1.3552791043168735e-09,-2.176349910526277e-09,-1.8033684619572135e-09,-4.261756613452555e-16,54.25685883
WIRE,2020-02-04,1.2465662681643994,0.07909055486939613,0.3006779166598781,0.03205035873482595,-0.005810599709772234,-0.2430674929784724,-0.2765962943976806,0.047752264133122876,0.08262537938603258,0.1713285001234762,0.3117371065322626,-0.10567581275211421,-0.10626635654125358,-0.062307206512996025,-0.17316311108090582,0.07806641093771703,0.08663656368072921,-0.14834769859609673,0.09753141066558299,0.016820958958309148,-0.11779904121568881,0.06742253114104489,-0.03170016835526543,-0.03247411615196384,-0.03503993426290496,0.030782591657779718,0.01363572990999604,-0.005910785964142588,-0.005041628346581827,0.003991401201750684,0.0026476004177183273,-0.0019893924450616685,-0.001358679878474799,0.00011359407810596241,-6.782761196744964e-07,1.9759144924516134e-08,2.566664055894595e-09,2.957509596929885e-09,-3.3275031429609914e-11,-6.287484050498111e-16,55.72326279
WIRE,2020-02-05,0.6566218581495911,-0.10530663937673315,0.24471773795591512,0.04569743910928953,-0.5435693241285224,-0.0313703447828544,-0.6292672162414463,0.094117488228729,-0.5348573497457851,-0.25719161924621414,0.37405861247133776,-0.298523881057367,-0.08955271181536557,0.13211140702605895,-0.057084840567571564,-0.010282645428949501,-0.0066922834685625605,-0.0671612145630562,0.16716243435020026,-0.01103613118875854,-0.11103486293081413,-0.000529526402338785,-0.02155291538058798,-0.005913100259783993,-0.06524101981164498,0.01898128360040394,-0.07378215675290992,-0.01271826010949366,0.0002821490836018785,0.00036406228282659576,0.0012464359880264338,-0.0014359034002944908,0.005082051640744049,-0.001234165978276395,-1.5815816462366175e-06,-1.3266887894193843e-07,1.2522140237919034e-12,-3.1020704352066006e-09,1.5133514177792348e-09,3.1647412303085107e-16,57.33929062
WIRE,2020-02-06,0.9831606994554739,-0.09016151094563885,0.8191171696985186,0.12744069111793613,-0.4152982353398212,0.7011156671724608,0.1533125836293164,-0.3103510574429654,0.08917294619276793,-0.11756047653529453,0.12777347230161046,-0.16051187880852777,-0.12123335489526672,0.06762693456295826,-0.07610425757672842,0.0012648409659575437,-0.003713219972944119,-0.09296113976912164,0.1522852718388836,-0.20847393885628962,-0.08750089556658863,-0.010489973360327877,-0.004195986235727977,-0.01682501382455193,-0.061774563320948356,-0.04431133796187225,0.019389283714612918,0.013282606860106554,-0.004441161897626416,0.011365119902649818,-0.003548623007711002,-0.004338459652002497,0.004559949654571967,0.0010173661016389208,-1.8114825298840995e-06,-7.510089500249821e-07,-8.331507217816774e-10,-1.1826358926500117e-09,2.3221146849897174e-09,-4.178598826471633e-16,56.23200989
