Ticker,Date,Volume,Close,Low,BBANDS_compare_high_low_price,ADX_fluc_pctg,MACD_Hist,Historic Deaths,BBANDS_Middle_Band,Historic Cases,ADX,High,RSI_5,AROON_Up,MACD_Signal,Open,ROC_10_polarize,MACD_polarize,Chaikin_AD,BBANDS_Upper_Band,BBANDS_width,Dividends,MACD,STOCH_SlowK_min_max,Case 7-Day Moving Avg,RSI_5_polarize,STOCH_SlowD,Death 7-Day Moving Avg,Close_Change_pctg,CCI_20_polarize,STOCH_SlowK,New Cases,SMA_10_fluc_pctg,daily_trend,AROON_Up_min_max,STOCH_SlowD_min_max,AROON_Down,STOCH_SlowD_fluc_pctg,SMA_10_min_max,Volume_min_max,STOCH_SlowK_fluc_pctg
WABC,2020-01-24,66700.0,63.05600357,62.58906526,0.0,-0.02413316,-0.1114,0.0,63.6598,0.0,15.7946,64.09471138,39.3593,71.4286,0.1086,64.06612436,-1,-1,31780821.7761,64.9193,2.519,0.0,-0.0028,0.29273746,1.0,0,32.0766,0.0,-0.01708286,0,28.7924,1.0,-0.00132906,17,0.714286,0.30796576,64.2857,-0.25734858,0.91325454,0.08439397,-0.07184764
WABC,2020-01-27,69100.0,62.36988831,62.04589236,1.0,-0.09814114,-0.1764,0.0,63.1968,0.0,14.2445,62.97024485,31.9791,64.2857,0.0645,62.04589236,-1,-1,31760160.6215,64.3356,2.2776,0.0,-0.1119,0.25229715,1.0,0,28.3193,0.0,-0.01088105,1,25.1443,0.0,-0.00179379,16,0.642857,0.26274917,100.0,-0.11713523,0.90463879,0.0890934,-0.12670357
WABC,2020-01-28,79500.0,62.45566177,62.14118996,0.0,-0.09445751,-0.203,0.0,63.0425,0.0,12.899,63.01789264,33.9153,57.1429,0.0138,62.7034281,-1,-1,31737690.1215,64.3333,2.5816,0.0,-0.1892,0.13778704,1.0,0,22.917,0.0,0.00137524,1,14.8144,1.0,-0.00218692,48,0.571429,0.1977361,92.8571,-0.1907639,0.89415365,0.10945761,-0.41082472
WABC,2020-01-29,84500.0,61.36931229,61.36931229,0.0,0.02102489,-0.2784,0.0,62.6595,0.0,13.1702,62.53189977,23.3787,50.0,-0.0558,62.52236834,-1,-1,31651411.1215,64.4859,3.6527,0.0,-0.3343,0.08453433,0.0,1,16.6564,0.0,-0.01739393,1,10.0105,0.0,-0.00372165,32,0.5,0.12239397,100.0,-0.27318584,0.87634927,0.11924809,-0.32427233
WABC,2020-01-30,97600.0,61.74095917,60.94048974,1.0,0.07702237,-0.2869,0.0,62.1775,0.0,14.1846,61.80766465,32.3643,42.8571,-0.1276,61.07389707,-1,-1,31734020.2753,63.3528,2.3506,0.0,-0.4145,0.13437942,0.0,0,13.1107,0.0,0.00605591,1,14.507,0.0,-0.00215562,0,0.428571,0.07972384,100.0,-0.21287313,0.8660752,0.14489916,0.44917836
WABC,2020-01-31,196400.0,60.76277161,60.40793953,1.0,0.12421217,-0.338,0.0,61.7203,0.0,15.9465,61.5875194,23.3949,35.7143,-0.2121,61.48202789,-1,-1,31655788.3891,62.9814,2.5222,0.41,-0.5501,0.11769825,1.0,1,12.5066,0.0,-0.01584341,1,13.0022,3.0,-0.00640157,16,0.357143,0.0724539,100.0,-0.04607687,0.83562986,0.33835911,-0.10372923
WABC,2020-02-03,149700.0,62.15333176,61.12719672,0.0,-0.01677484,-0.2617,282.0,61.6782,477.0,15.679,62.28759235,48.7815,28.5714,-0.2775,61.12719672,-1,-1,31770814.0172,62.8645,2.3725,0.0,-0.5392,0.36541495,4.0,0,20.9526,0.0,0.02288507,1,35.3486,26.0,-0.00402776,24,0.285714,0.17409586,92.8571,0.67532343,0.81659682,0.246916,1.718663
WABC,2020-02-04,103200.0,63.00684357,62.82463696,-1.0,-0.02363671,-0.1431,0.0,61.7897,0.0,15.3084,63.57266228,59.1644,21.4286,-0.3133,62.82463696,-1,-1,31717882.2223,63.2999,3.0204,0.0,-0.4564,0.57508799,5.0,0,34.2046,0.0,0.01373236,0,54.2631,7.0,-0.00034274,75,0.214286,0.33357482,85.7143,0.63247521,0.81498372,0.1558645,0.53508484
WABC,2020-02-05,61600.0,64.08093262,63.63978969,0.0,0.03690131,0.0101,0.0,62.3332,0.0,15.8733,64.16724717,69.0377,14.2857,-0.3108,63.80281934,1,-1,31760273.7361,64.589,4.5117,0.0,-0.3007,0.88621598,6.0,0,57.3138,0.0,0.01704718,0,82.3298,5.0,0.00128653,25,0.142857,0.6116786,78.5714,0.67561673,0.8210366,0.07440768,0.51723363
WABC,2020-02-06,55800.0,63.44799805,63.24659985,0.0,-0.02153301,0.068,0.0,62.6757,0.0,15.5315,64.34946095,58.601,7.1429,-0.2938,64.25356158,1,-1,31724868.1013,64.9751,4.5987,0.0,-0.2258,0.92349808,6.0,0,74.0953,0.0,-0.00987711,0,85.693,2.0,-0.00111686,77,0.071429,0.81363273,71.4286,0.29280034,0.81577519,0.06305071,0.04085034
WABC,2020-02-07,54300.0,62.6520195,62.32595285,0.0,-0.06826771,0.0526,0.0,63.0535,0.0,14.4712,63.15070064,47.3489,0.0,-0.2806,63.04520913,-1,-1,31713509.892,64.375,2.643,0.0,-0.228,0.79490963,7.0,0,80.7053,0.0,-0.01254537,0,74.0931,5.0,-0.00063595,26,0.0,0.89317966,64.2857,0.08920944,0.81278267,0.06011357,-0.13536578
WABC,2020-02-10,62500.0,62.56570435,62.31636744,0.0,-0.06477694,0.0373,0.0,63.136,0.0,13.5338,62.7191492,46.1479,0.0,-0.2713,62.36431346,-1,-1,31728382.7492,64.2547,2.2375,0.0,-0.234,0.47873894,9.0,0,68.4525,0.0,-0.00137769,0,45.5715,9.0,0.00032379,49,0.0,0.74572541,57.1429,-0.1518215,0.81430531,0.07616996,-0.38494273
WABC,2020-02-11,55700.0,62.97807312,62.10537937,0.0,-0.04894413,0.0545,0.0,63.1302,0.0,12.8714,63.34250096,53.2326,78.5714,-0.2577,62.9013507,-1,-1,31751277.5166,64.2522,2.244,0.0,-0.2031,0.33743785,10.0,0,50.8298,0.0,0.00659097,0,32.8248,9.0,0.00084766,49,0.785714,0.53364799,50.0,-0.25744421,0.81829283,0.06285491,-0.27970771
WABC,2020-02-12,51300.0,63.304142,62.87258386,0.0,-0.03110773,0.0856,0.0,62.9749,0.0,12.471,63.44799471,58.614,71.4286,-0.2363,63.44799471,-1,-1,31776951.5166,63.6692,1.3886,0.0,-0.1506,0.35996874,10.0,0,37.7512,0.0,0.0051775,0,34.8573,8.0,0.00310599,100,0.714286,0.37625578,42.8571,-0.25730182,0.83291624,0.05423928,0.06191965
