Ticker,Date,Volume,Close,Low,ADX_fluc_pctg,Chaikin_AD_fluc_pctg,MACD_Hist,BBANDS_Middle_Band,High,ADX,AROON_Up,Historic Deaths,Historic Cases,MACD_Signal,ROC_10,BBANDS_compare_high_low_price,RSI_5,MACD,SMA_10_fluc_pctg,BBANDS_width,RSI_5_polarize,Open,BBANDS_Upper_Band,MACD_polarize,ROC_10_polarize,Case 7-Day Moving Avg,Dividends,STOCH_SlowK_min_max,Death 7-Day Moving Avg,New Cases,STOCH_SlowD,CCI_20_polarize,daily_trend,STOCH_SlowD_fluc_pctg,STOCH_SlowK,AROON_polarize,Close_Change_pctg,AROON_Down_min_max,STOCH_SlowK_fluc_pctg,AROON_Up_min_max,Volume_min_max,AROON_Down,SMA_10_min_max,STOCH_SlowD_min_max
HWKN,2020-01-24,33000.0,20.31313896,20.04643543,0.04670061,-0.00048754,-0.11,20.5393,20.71562029,33.7719,0.0,0.0,0.0,-0.1097,-8.7364,0.0,38.3472,-0.2197,-0.00234715,1.2789,0,20.71562029,21.1787,-1,-1,1.0,0.0,0.45046041,0.0,1.0,43.5312,0,36,-0.11337779,44.8898,-1,-0.02011689,0.928571,0.12829265,0.0,0.02859657,92.8571,0.21117449,0.425345
HWKN,2020-01-27,38800.0,20.31313896,19.67304974,0.06511923,0.00214429,-0.1019,20.387,20.40042402,35.9711,0.0,0.0,0.0,-0.1352,-8.9348,1.0,38.3472,-0.237,-0.00119816,0.7046,0,19.94945182,20.7393,-1,-1,1.0,0.0,0.55352978,0.0,0.0,46.4482,1,33,0.06700941,54.6693,-1,0.0,1.0,0.21785573,0.0,0.03710221,100.0,0.21001391,0.45738181
HWKN,2020-01-28,28600.0,20.53620148,20.37618008,0.02093069,0.00118604,-0.076,20.4287,20.57984401,36.724,0.0,0.0,0.0,-0.1542,-6.16,0.0,48.6396,-0.2301,-0.00162699,0.7298,0,20.38587863,20.7936,-1,-1,1.0,0.0,0.57313609,0.0,1.0,52.0295,0,33,0.12016181,56.5296,-1,0.01098119,0.928571,0.03402824,0.0,0.02214401,92.8571,0.20843984,0.51868009
HWKN,2020-01-29,34000.0,20.49255562,20.25009754,0.02736085,0.00100851,-0.0572,20.4801,20.59438942,37.7288,0.0,0.0,0.0,-0.1684,-6.649,0.0,46.7316,-0.2256,-0.00089509,0.6238,0,20.47316038,20.792,-1,-1,0.0,0.0,0.67811308,0.0,0.0,59.2296,0,28,0.13838495,66.4901,-1,-0.00212531,0.857143,0.17619973,0.0,0.03006306,85.7143,0.20757527,0.59775731
HWKN,2020-01-30,44800.0,20.67197609,20.25979625,-0.01107112,0.00180846,-0.0294,20.4685,20.78835493,37.3111,0.0,0.0,0.0,-0.1758,-6.9417,-1.0,55.6681,-0.2051,0.00068652,0.5508,0,20.28404354,20.7439,-1,-1,0.0,0.0,0.8197311,0.0,0.0,67.6489,0,27,0.14214683,79.9272,-1,0.0087554,0.785714,0.20209174,0.0,0.04590116,78.5714,0.20823779,0.69022476
HWKN,2020-01-31,58800.0,20.25979424,20.07067725,0.00592585,-0.00099797,-0.0351,20.4578,20.5652919,37.5322,35.7143,0.0,0.0,-0.1846,-8.837,1.0,37.5691,-0.2197,-0.00262256,0.6022,0,20.53134792,20.7589,-1,-1,1.0,0.0,0.733844,0.0,3.0,72.7318,0,35,0.07513648,71.778,-1,-0.01993916,0.714286,-0.10195778,0.357143,0.06643203,71.4286,0.20570518,0.74604921
HWKN,2020-02-03,56000.0,20.85139656,20.35193347,-0.07155189,0.0016246,0.0026,20.5655,21.06475902,34.8467,28.5714,282.0,477.0,-0.1839,-3.4792,-1.0,60.5693,-0.1813,-0.00108788,0.7853,0,20.35193347,20.9581,-1,-1,4.0,0.0,0.75273258,0.0,26.0,75.0918,0,87,0.03244798,73.5702,-1,0.02920081,0.642857,0.02496865,0.285714,0.06232585,64.2857,0.20465737,0.77196861
HWKN,2020-02-04,63800.0,20.41012192,20.32768521,-0.08989947,-0.00375381,-0.0004,20.5402,21.2150827,31.714,100.0,0.0,0.0,-0.184,-4.9887,-1.0,45.0833,-0.1845,0.00040535,0.8237,0,21.12294929,20.9521,-1,-1,5.0,0.0,0.54228221,0.0,7.0,66.3168,0,64,-0.11685697,53.6021,1,-0.02116283,0.571429,-0.2714156,1.0,0.07376448,57.1429,0.20504736,0.67559458
HWKN,2020-02-05,31400.0,20.67197609,20.43921656,-0.0889008,0.00084515,0.0161,20.5761,20.77865639,28.8946,92.8571,0.0,0.0,-0.18,-2.4931,0.0,53.8379,-0.1639,0.00212844,0.8425,0,20.63803211,20.9974,-1,-1,6.0,0.0,0.54204929,0.0,5.0,60.2508,0,74,-0.09147003,53.58,1,0.01282962,0.5,-0.0004123,0.928571,0.02625018,50.0,0.207096,0.60897294
HWKN,2020-02-06,38200.0,20.54589653,20.36162973,-0.06148554,-0.00136241,0.0192,20.5509,21.08900394,27.118,85.7143,0.0,0.0,-0.1752,-2.4856,-1.0,49.1246,-0.156,-0.00089633,0.8189,0,21.06475666,20.9604,-1,-1,6.0,0.0,0.41202453,0.0,2.0,49.475,0,71,-0.17884908,41.2429,1,-0.00609906,0.428571,-0.23025569,0.857143,0.03622232,42.8571,0.20623144,0.49062454
