Ticker,Date,PCA_0,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,Close
CMCSA,2020-01-24,0.6358861240677172,0.1441022372485447,-0.2466531454789773,-0.5830937966801746,-0.5222887515536715,0.9554633589018734,-0.19312905762967053,0.3907651680003071,0.08676858543186353,-0.18498922647982108,43.04356384
CMCSA,2020-01-27,1.3262575230697875,-0.14160647145058608,-0.6269039908520421,-0.24541956954100755,-0.49449857989791185,0.8774254156930109,0.028196507617513446,-0.19787791215499814,-0.4308707884033649,-0.19331110077407687,42.47402954
CMCSA,2020-01-28,1.3852591717037437,-0.19594770665924546,-0.7142727817998259,-0.3304423809581542,-0.47022582350045966,0.6942631704416359,-0.04366374194555005,-0.27636971909066155,-0.44491572865532764,-0.03516336347735334,42.51263809
CMCSA,2020-01-29,1.5389673272081164,-0.2281430138516904,-0.7765974983174091,-0.4199944283225454,-0.47348367651276796,0.6755191429373757,-0.05073598436027921,-0.31759941075170933,-0.45381486372458923,-0.011351317716469616,41.81761169
CMCSA,2020-01-30,1.7483046724272693,0.013734433633558949,-0.36428574787863854,0.1901948861819133,-0.34705926084434385,0.21903082027912263,0.035738710692623986,0.19491804469512766,-0.11067914672531513,0.8333009332780182,42.60917282
CMCSA,2020-01-31,1.773282669993436,-0.03618537557814103,-0.35983629669742534,0.13859153429889845,-0.3479450157704455,0.14969989834647146,-0.2188750296141489,-0.06113619309781661,-0.2001622494670757,0.3275565598983919,41.69212341
CMCSA,2020-02-03,1.857330110783132,-0.006696633921447122,-0.26814930237796025,0.17173414412106067,-0.33142115519978177,0.18941271408536153,-0.21332678531818064,0.0403444275835093,-0.1798295228799014,-0.04807511599219461,41.18050003
CMCSA,2020-02-04,1.5487917388552428,0.17454138576802858,0.18424522600572646,0.20142120743830744,-0.3415094807770718,-0.02793592199150719,-0.2081769794168333,0.12347131096925741,-0.18935667837665812,0.1994232672555722,42.74431992
CMCSA,2020-02-05,1.4262256059995364,0.1815343283808073,0.3966122973948099,0.21875612842791056,-0.33633844981318317,-0.1870195008141264,-0.09949538936209568,0.06904527853310927,-0.1258531541083785,0.01174956007108059,43.04356384
CMCSA,2020-02-06,1.2701165050307504,0.27271414557360873,0.7297363705576747,0.23356397252286026,-0.33137270880182373,-0.32874496299863004,0.06721453570589012,0.08339752365810128,-0.08492417887944805,0.02706764402145482,43.05321884
CMCSA,2020-02-07,1.1985021656437413,0.2951152451670158,0.8213066500972314,0.21139317260067889,-0.3185051424033911,-0.4536990714498298,0.16194797121626303,0.07957631799028783,-0.06281534854806986,0.004715064747279114,43.18836212
CMCSA,2020-02-10,1.084566479160551,0.31584807261916914,0.7773154389073617,0.18420857093171442,-0.3298984182220087,-0.5191896208100414,0.2813634028116845,-0.056426186334499105,-0.04927010558398864,0.21640080586482327,43.1111412
CMCSA,2020-02-11,1.1092052295521648,0.255766899611204,0.6269027704728861,0.19916286669534122,-0.2878439476861156,-0.7001940405165076,0.637144429742379,0.12474659311647053,0.11826281830410372,-0.012301598053522222,43.2366333
CMCSA,2020-02-12,0.8933936206067183,0.39786301562816717,1.0805228204325932,0.25410972477115956,-0.29234644162566575,-0.633593687388949,-0.2077401283790401,-0.16160791727746904,-0.23338769771736725,0.010241636006384603,44.4239769
CMCSA,2020-02-13,-0.33575860361323034,0.7137381551903705,0.17983422425907825,0.5151827610787587,-0.4958306692372999,0.307460649600727,0.47816686290092025,-0.42293929904557653,-0.3962548152125764,-0.0017029524162388368,44.47223663
CMCSA,2020-02-14,-0.4098197905486278,0.7384481116709186,0.3306708450366654,0.5479588863373555,-0.4607645061728982,0.1616565634509416,0.5296993367282312,-0.388826871581218,-0.3779373129464384,-0.2785400215542645,44.49154282
CMCSA,2020-02-18,-0.5051096812202859,0.7441238270047739,0.26719979609952804,0.5398759120375498,-0.481560422780369,0.15483966138725394,0.5637910760330053,-0.4418702953997731,-0.44151046587998755,-0.03769873427082883,44.54946136
