Ticker,Date,Volume,Close,Low,ADX_fluc_pctg,Chaikin_AD_fluc_pctg,MACD_Hist,BBANDS_Middle_Band,High,ADX,AROON_Up,Historic Deaths,Historic Cases,MACD_Signal,ROC_10,BBANDS_compare_high_low_price,RSI_5,MACD,SMA_10_fluc_pctg,BBANDS_width,RSI_5_polarize,Open,BBANDS_Upper_Band,MACD_polarize,ROC_10_polarize,Case 7-Day Moving Avg,Dividends,STOCH_SlowK_min_max,Death 7-Day Moving Avg,New Cases,STOCH_SlowD,CCI_20_polarize,daily_trend,STOCH_SlowD_fluc_pctg,STOCH_SlowK,AROON_polarize,Close_Change_pctg,AROON_Down_min_max,STOCH_SlowK_fluc_pctg,AROON_Up_min_max,Volume_min_max,AROON_Down,SMA_10_min_max,STOCH_SlowD_min_max
BKSC,2020-01-24,4900.0,17.69758224,17.69758224,0.00438561,0.01339268,0.0122,17.853,17.88387329,24.6195,78.5714,0.0,0.0,0.1087,1.9249,0.0,43.8543,0.1209,0.0014119,0.5472,0,17.88387329,18.1266,1,1,1.0,0.0,0.44715639,0.0,1.0,63.6538,0,34,-0.12520683,44.9929,1,-0.00886809,0.285714,-0.37695994,0.785714,0.06853147,28.5714,0.54503305,0.66191781
BKSC,2020-01-27,4700.0,17.5112896,17.5112896,-0.08635431,0.01265262,-0.0117,17.8157,17.69758063,22.4935,71.4286,0.0,0.0,0.1058,1.1209,0.0,32.8564,0.0941,-0.00224686,0.7496,0,17.60443511,18.1905,1,1,1.0,0.0,0.20956253,0.0,0.0,46.5052,0,0,-0.26940418,22.3077,1,-0.01052645,0.214286,-0.50419511,0.714286,0.06573427,21.4286,0.54098377,0.47109624
BKSC,2020-01-28,5700.0,17.69758224,17.59512199,-0.08506013,-0.01516773,-0.0151,17.743,17.69758224,20.5802,64.2857,0.0,0.0,0.102,1.9791,0.0,48.8811,0.0869,-0.00099648,0.5532,0,17.69758224,18.0196,1,1,1.0,0.0,0.15048142,0.0,1.0,27.9891,0,0,-0.39815117,16.6667,1,0.01063843,0.142857,-0.25287233,0.642857,0.07972028,14.2857,0.53919197,0.26505777
BKSC,2020-01-29,12300.0,17.70689774,17.65101113,-0.05377013,0.00667409,-0.0167,17.7039,17.79072853,19.4736,57.1429,0.0,0.0,0.0978,1.4926,0.0,49.6324,0.0811,0.00083968,0.4377,0,17.69758301,17.9227,1,1,0.0,0.0,0.26219824,0.0,0.0,22.1026,0,64,-0.21031402,27.3333,1,0.00052637,0.071429,0.63999472,0.571429,0.17202797,7.1429,0.54070032,0.19955557
BKSC,2020-01-30,3100.0,17.60443687,17.52060608,-0.05758052,0.00296699,-0.0244,17.6535,17.7814132,18.3523,50.0,0.0,0.0,0.0917,0.639,0.0,41.2885,0.0673,-0.00037163,0.3041,0,17.60443687,17.8056,1,1,0.0,0.0,0.34947826,0.0,0.0,26.5556,0,0,0.20146951,35.6667,1,-0.00578649,0.0,0.30488086,0.5,0.04335664,0.0,0.54003219,0.24910646
BKSC,2020-01-31,9900.0,17.79072952,17.69758399,-0.06256437,-0.02654255,-0.0168,17.6722,17.79072952,17.2041,42.8571,0.0,0.0,0.0875,0.9514,0.0,57.5194,0.0707,0.00052948,0.3834,0,17.74415587,17.8639,1,1,1.0,0.0,0.55894863,0.0,3.0,39.5556,0,0,0.48953893,55.6667,1,0.01058214,0.0,0.56074714,0.428571,0.13846154,0.0,0.54098377,0.39376435
BKSC,2020-02-03,8300.0,17.59512329,17.56718088,0.02933022,0.01518935,-0.0245,17.6889,17.73484248,17.7087,35.7143,282.0,477.0,0.0814,1.016,0.0,42.2055,0.0569,-0.00057987,0.2897,0,17.67895409,17.8338,1,1,4.0,0.0,0.50862756,0.0,26.0,47.3985,0,22,0.19827534,50.8621,1,-0.01099484,0.0,-0.08631013,0.357143,0.11608392,0.0,0.53994108,0.48103646
BKSC,2020-02-04,15800.0,17.46471977,17.46471977,0.08096585,0.04308537,-0.0371,17.6423,17.65101083,19.1425,28.5714,0.0,0.0,0.0721,-0.4249,0.0,34.5418,0.0351,-0.00335731,0.4417,0,17.50197869,17.8632,1,-1,5.0,0.0,0.42134754,0.0,7.0,49.6858,1,36,0.0482568,42.5287,1,-0.00741134,0.071429,-0.16384302,0.285714,0.22097902,7.1429,0.53390766,0.50648846
BKSC,2020-02-05,3400.0,17.5112896,17.47403246,-0.01730704,0.00649308,-0.0407,17.6032,17.75346723,18.8112,21.4286,0.0,0.0,0.062,0.0,0.0,39.4501,0.0213,-0.0022156,0.447,0,17.62306457,17.8267,1,0,6.0,0.0,0.12210446,0.0,5.0,35.7827,0,12,-0.27982039,13.9573,1,0.00266651,0.0,-0.67181456,0.214286,0.04755245,0.0,0.52993936,0.3517813
BKSC,2020-02-06,7600.0,17.52992058,17.46471924,-0.01036616,0.00867063,-0.0402,17.5883,17.69758217,18.6162,14.2857,0.0,0.0,0.0519,0.0532,0.0,41.6382,0.0117,-0.00184666,0.4568,0,17.68826744,17.8167,1,1,6.0,0.0,0.09562008,0.0,2.0,22.6382,0,47,-0.36734232,11.4286,-1,0.00106394,1.0,-0.18117401,0.142857,0.10629371,100.0,0.5266392,0.20551547
