Ticker,Date,Volume,Close,Low,ADX_fluc_pctg,Chaikin_AD_fluc_pctg,MACD_Hist,BBANDS_Middle_Band,High,ADX,AROON_Up,Historic Deaths,Historic Cases,MACD_Signal,ROC_10,BBANDS_compare_high_low_price,RSI_5,MACD,SMA_10_fluc_pctg,BBANDS_width,RSI_5_polarize,Open,BBANDS_Upper_Band,MACD_polarize,ROC_10_polarize,Case 7-Day Moving Avg,Dividends,STOCH_SlowK_min_max,Death 7-Day Moving Avg,New Cases,STOCH_SlowD,CCI_20_polarize,daily_trend,STOCH_SlowD_fluc_pctg,STOCH_SlowK,AROON_polarize,Close_Change_pctg,AROON_Down_min_max,STOCH_SlowK_fluc_pctg,AROON_Up_min_max,Volume_min_max,AROON_Down,SMA_10_min_max,STOCH_SlowD_min_max
PINC,2020-01-24,469900.0,34.73465347,34.37485737,0.07889543,-0.30160659,0.0012,35.5697,35.97447996,22.3053,71.4286,0.0,0.0,-0.2278,-7.4851,1.0,30.5934,-0.2266,-0.00085427,1.6949,0,35.88210309,36.4172,-1,-1,1.0,0.0,0.48735086,0.0,1.0,63.3879,0,29,-0.14274296,49.7814,1,-0.03197812,0.428571,-0.25121272,0.714286,0.06891364,42.8571,0.64035214,0.66706014
PINC,2020-01-27,1015000.0,34.3845787,33.78168273,0.10660695,0.74922284,-0.056,35.2955,34.61795612,24.6832,64.2857,0.0,0.0,-0.2418,-7.0208,1.0,25.649,-0.2978,-0.00112679,2.4523,1,34.3262325,36.5216,-1,-1,1.0,0.0,0.31801798,0.0,0.0,50.0288,1,20,-0.21075158,33.8222,-1,-0.01007854,1.0,-0.3205856,0.642857,0.1913145,100.0,0.63653538,0.50582058
PINC,2020-01-28,327000.0,34.36513138,34.25330207,0.0420853,-0.20746268,-0.088,35.0426,34.91940739,25.722,57.1429,0.0,0.0,-0.2638,-8.1362,0.0,25.3644,-0.3518,0.00038547,2.7142,1,34.40402885,36.3997,-1,-1,1.0,0.0,0.20992175,0.0,1.0,35.746,0,18,-0.28549156,23.6344,-1,-0.00056558,0.928571,-0.30121636,0.571429,0.0368258,92.8571,0.6378396,0.3334323
PINC,2020-01-29,633600.0,34.04423141,33.95185456,0.0558588,-0.50677745,-0.1215,34.6867,34.50126744,27.1588,50.0,0.0,0.0,-0.2942,-6.9131,0.0,20.6397,-0.4156,-0.00151577,2.5545,1,34.45264745,35.9639,-1,-1,0.0,0.0,0.18503833,0.0,0.0,26.2486,1,29,-0.26569127,21.2892,-1,-0.00933795,0.857143,-0.09922824,0.5,0.10567207,85.7143,0.63270903,0.21880209
PINC,2020-01-30,469200.0,34.0734024,33.32464285,0.08104924,0.6925073,-0.1315,34.3249,34.25815981,29.36,42.8571,0.0,0.0,-0.3271,-7.4974,1.0,22.2847,-0.4586,-0.0047188,1.0041,1,33.91781624,34.8269,-1,-1,0.0,0.0,0.19146715,0.0,0.0,22.2729,1,27,-0.15146332,21.8951,-1,0.00085686,1.0,0.02846044,0.428571,0.06875646,100.0,0.61676113,0.17081681
PINC,2020-01-31,688300.0,33.81085205,33.32950792,0.06747616,0.44240182,-0.1447,34.1401,33.99560947,31.3411,35.7143,0.0,0.0,-0.3633,-4.5567,1.0,18.0707,-0.508,-0.00629496,0.8624,1,33.99560947,34.5713,-1,-1,1.0,0.0,0.20880236,0.0,3.0,22.2378,1,25,-0.00157591,23.5289,-1,-0.00770543,0.928571,0.07461944,0.357143,0.11795482,92.8571,0.59558675,0.17039317
PINC,2020-02-03,676800.0,33.96644211,33.76709534,-0.00654412,-0.31445862,-0.1322,34.0565,34.51099562,31.136,28.5714,282.0,477.0,-0.3963,-2.9183,-1.0,28.1368,-0.5285,-0.00513271,0.7247,1,33.99561336,34.4188,-1,-1,4.0,0.0,0.30925383,0.0,26.0,26.1401,0,37,0.17548049,32.9962,-1,0.00460178,0.857143,0.402369,0.285714,0.11537252,85.7143,0.57843053,0.21749253
PINC,2020-02-04,2223200.0,31.04919434,30.81581509,0.09828173,-2.98978644,-0.3,33.3932,36.72809499,34.1961,100.0,0.0,0.0,-0.4713,-11.6247,1.0,7.2525,-0.7713,-0.01321087,4.694,1,35.01664345,35.7402,-1,-1,5.0,0.0,0.22327595,0.0,7.0,27.1394,1,27,0.03822862,24.893,0,-0.08588617,1.0,-0.24557979,1.0,0.46261284,100.0,0.53449946,0.22955372
PINC,2020-02-05,2271600.0,30.76719284,29.87257147,0.09621857,-0.05617708,-0.4031,32.7377,31.60346987,37.4864,92.8571,0.0,0.0,-0.5721,-12.0378,0.0,6.6556,-0.9752,-0.01477881,5.9819,1,31.60346987,35.7286,-1,-1,6.0,0.0,0.1616011,0.0,5.0,25.6565,1,25,-0.05464012,19.0803,-1,-0.00908241,1.0,-0.23350741,0.928571,0.47348094,100.0,0.48600362,0.21165565
PINC,2020-02-06,946700.0,30.4754715,30.31502221,0.07899398,0.52194627,-0.46,32.018,31.41871478,40.4476,85.7143,0.0,0.0,-0.6871,-12.7506,0.0,6.0154,-1.1471,-0.01604167,6.17,1,30.70885076,35.103,-1,-1,6.0,0.0,0.05037057,0.0,2.0,17.5235,1,26,-0.31699569,8.5971,-1,-0.00948157,0.928571,-0.54942532,0.857143,0.1759779,92.8571,0.43414176,0.11349326
