Ticker,Date,PCA_0,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,Close
JBSS,2020-01-24,1.2807326803381824,-0.3981170025310019,0.41454541916874726,0.7556531775944523,-0.3827497803145139,-0.2672516922257326,-0.11412979927334828,-0.0987818528863272,0.23493193233516738,-0.1926461742767245,78.19332123
JBSS,2020-01-27,1.407857150027909,-0.3692155529027523,0.4927867102094666,0.6399875890648633,-0.3676472030413987,-0.2856359014972961,-0.17893510140220456,-0.11991992676854477,0.29624444856231885,-0.15267805210692942,76.85421753
JBSS,2020-01-28,1.5449988555870855,-0.3058758303212096,0.610202597471029,0.5317933759664616,-0.3507321136601436,-0.3052336157997366,-0.2784579124514411,-0.10066538478115798,0.32561621103136723,-0.0431868714094152,75.89511108
JBSS,2020-01-29,1.5987721572516083,-0.2756930685693181,0.552602193887579,0.47270588304970884,-0.31570593814139786,-0.30359003982983157,-0.2743990220504546,-0.12060523802983428,0.36962699257464143,0.04323000251559146,75.67796326
JBSS,2020-01-30,0.5857981573225989,0.1285994557800394,0.5628769626583653,1.2609821965104828,-0.23017157108087385,-0.06909112977859515,-0.7537578494636947,-0.15299946894626515,0.31237747174856895,0.17646946785091458,78.89907074
JBSS,2020-01-31,0.7556957303960615,0.16177058444716022,0.6781874513880324,1.0882927307376016,-0.09092371150917368,-0.016548904664511133,-0.6476532510085943,-0.17780467836044297,0.23291426971752563,-0.15344740982811939,76.27513885
JBSS,2020-02-03,1.460618417415298,-0.0850680203652459,0.5513461660026318,0.6974727795258515,-0.3478039394396285,-0.3328459217755271,-0.26067588558351795,0.0010285845828385083,0.11239433017059942,-0.4923300431986826,73.46118927
JBSS,2020-02-04,1.5248193802034076,-0.03543382435286261,0.6871547959777479,0.5647184037372159,-0.2555143667239766,-0.3585650026035355,-0.33200734704250695,0.02672956769742105,0.046242533246182035,-0.38293262918527354,73.47023773
JBSS,2020-02-05,1.6502322716395925,-0.04432033958316337,0.7247492727258852,0.49589340635551,-0.305251917515457,-0.3914066171144123,-0.3635247708818515,0.04431322113169875,-0.003740763150830014,-0.2853094565702947,72.14017487
JBSS,2020-02-06,1.7555203708352691,0.047906476713122495,0.7427569474505215,0.39161714346456117,-0.2660042749604891,-0.3908810333529085,-0.40049777036544304,0.044669223322863286,-0.056742808155868955,-0.23613042961157313,71.62443542
