Ticker,Date,PCA_0,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,Close
ARTNA,2020-01-24,-1.1454511282143374,0.5379559138880405,-0.010703000826298464,-0.2080821102471294,-0.31357917070736663,0.2583844602460218,-0.5111710539718466,0.21911891885335696,0.33160971383136023,-0.43125901037240505,37.21144867
ARTNA,2020-01-27,-1.1089091727857987,0.40855621913335616,0.08266321998322405,-0.2420026623297864,-0.34630885186521143,0.12583081834091225,-0.45221886747432855,0.2068410731167647,0.4007641577266506,-0.4907750017796726,37.24007416
ARTNA,2020-01-28,-1.0351573000579242,0.34265618597612124,-0.03102554497571266,-0.187010368044976,-0.4920191267084006,-0.10468113460687373,0.16226055897420216,-0.32339034237473235,0.2704813532557788,-0.08306646504473526,37.44038773
ARTNA,2020-01-29,-1.0175421226275412,0.2542882453888827,0.07636755971768407,-0.227682079968355,-0.432882282610029,-0.177429195692935,-0.18257792465454944,-0.02946831364174713,0.3421043942104531,-0.22986085546869253,37.38315582
ARTNA,2020-01-30,-1.095318182619698,0.3726417636869875,-0.09462146944076735,-0.23959926851006097,-0.3548147850785553,-0.31375965021549096,-0.277163606992566,0.06817310783458083,1.0925780679312354,0.3788811991132734,37.57394028
ARTNA,2020-01-31,-0.6969568563726765,-0.20347828180109986,0.5782809192196078,-0.36062720033954826,-0.4316327591852914,-0.2984177237394919,-0.7090306284033512,0.39815867705342656,-0.2056097120410216,0.287959050393724,35.98093414
ARTNA,2020-02-03,-0.5293349730131637,-0.27619328380597424,0.6790316751290585,-0.4273422765789962,-0.5167830240039163,-0.3796130282282077,-0.2610088527073979,0.06698895690700528,-0.20069093993135972,0.36511268531181196,35.73291779
ARTNA,2020-02-04,-0.27398492095177757,-0.580685725675495,1.042405382932024,-0.548236325960281,-0.5875599379430894,-0.3643782746447304,-0.034405950786675146,-0.01412216131664722,-0.07247888176961535,0.23972114381135992,35.26551056
ARTNA,2020-02-05,0.5475150197726226,-0.40454976445856644,-0.0698559348179875,-1.0583107063183692,-0.37123641576391986,0.31977612919999693,0.044619555986734775,-0.2655626553245581,0.3099523770799126,-0.40142582773676216,36.28617477
ARTNA,2020-02-06,0.5506640177237941,-0.3062803050467399,-0.18940280189995898,-1.0333452896975033,-0.40559005916717655,0.02521869048305993,0.26416486537663564,-0.574712213513907,0.07697534985971154,-0.1174292082698506,35.90209198
ARTNA,2020-02-07,0.5465766402696673,-0.17725450109167476,-0.22537770802675533,-1.0090441037541078,-0.2911268867408136,-0.06586190115750329,-0.14378148842929026,-0.2854175148888122,0.12097601094205175,-0.2702831733068322,35.81567001
