Ticker,Date,Volume,Close,Low,ADX_fluc_pctg,Chaikin_AD_fluc_pctg,MACD_Hist,BBANDS_Middle_Band,High,ADX,AROON_Up,Historic Deaths,Historic Cases,MACD_Signal,ROC_10,BBANDS_compare_high_low_price,RSI_5,MACD,SMA_10_fluc_pctg,BBANDS_width,RSI_5_polarize,Open,BBANDS_Upper_Band,MACD_polarize,ROC_10_polarize,Case 7-Day Moving Avg,Dividends,STOCH_SlowK_min_max,Death 7-Day Moving Avg,New Cases,STOCH_SlowD,CCI_20_polarize,daily_trend,STOCH_SlowD_fluc_pctg,STOCH_SlowK,AROON_polarize,Close_Change_pctg,AROON_Down_min_max,STOCH_SlowK_fluc_pctg,AROON_Up_min_max,Volume_min_max,AROON_Down,SMA_10_min_max,STOCH_SlowD_min_max
XEL,2020-01-24,1851000.0,64.09647369,63.54301124,0.10400735,0.00059526,0.3702,63.265,64.39229385,41.115,100.0,0.0,0.0,0.7073,6.8565,0.0,96.6659,1.0775,0.00716719,2.4565,-1,63.68614908,64.4933,1,1,1.0,0.0,0.95204723,0.0,1.0,95.365,-1,67,-0.01585225,93.0114,1,0.00403568,0.142857,-0.03803834,1.0,0.10972031,14.2857,0.44378756,0.98363835
XEL,2020-01-27,1656100.0,63.85791016,63.60026787,0.08794357,-0.00084352,0.3402,63.5607,64.592681,44.7308,100.0,0.0,0.0,0.7924,6.5775,-1.0,84.3924,1.1326,0.00657796,1.7171,-1,64.06784468,64.4193,1,1,1.0,0.0,0.86944646,0.0,0.0,91.5914,-1,42,-0.03957007,85.0734,1,-0.00372194,0.071429,-0.08534438,1.0,0.09264823,7.1429,0.46728568,0.94344416
XEL,2020-01-28,2040200.0,64.14419556,63.82929372,0.07275077,0.00034157,0.3146,63.7934,64.37321177,47.985,92.8571,0.0,0.0,0.871,6.4956,0.0,86.8894,1.1857,0.0058786,1.3619,-1,63.87700877,64.4744,1,1,1.0,0.0,0.78177913,0.0,1.0,84.9111,-1,77,-0.07293589,76.6485,1,0.00448316,0.0,-0.09903095,0.928571,0.12629311,0.0,0.48842363,0.87228948
XEL,2020-01-29,2345600.0,64.33503723,63.71477806,0.0474815,0.00248629,0.2863,64.0223,64.33503723,50.2634,85.7143,0.0,0.0,0.9426,6.5255,0.0,88.4316,1.229,0.00599544,0.7451,-1,64.09647657,64.3949,1,1,0.0,0.0,0.76151499,0.0,0.0,78.8077,-1,58,-0.07187988,74.7011,1,0.0029752,0.071429,-0.02540689,0.857143,0.15304433,7.1429,0.51010845,0.80727961
XEL,2020-01-30,3486400.0,65.61372375,63.88653968,0.05989845,0.00330025,0.3266,64.3771,65.70914656,53.2741,100.0,0.0,0.0,1.0243,8.3005,-1.0,94.1727,1.3508,0.00647388,2.4828,-1,64.18235984,65.6185,1,1,0.0,0.0,0.85221871,0.0,0.0,78.2558,-1,62,-0.00700312,83.4178,1,0.01987543,0.0,0.11668771,1.0,0.25297163,0.0,0.53366414,0.80140109
XEL,2020-01-31,5165700.0,66.02405548,65.60418636,0.05681372,6.257e-05,0.3515,64.7625,66.43438014,56.3008,100.0,0.0,0.0,1.1121,10.917,0.0,95.1401,1.4636,0.00623575,3.4365,-1,65.8522915,66.4807,1,1,1.0,0.0,0.89961894,0.0,3.0,82.0307,-1,100,0.04823796,87.973,1,0.00625375,0.0,0.05460705,1.0,0.40006832,0.0,0.55650026,0.84160913
XEL,2020-02-03,3880000.0,66.27214813,66.09084698,0.04970267,-0.00131428,0.3544,65.2451,66.62522053,59.0991,100.0,282.0,477.0,1.2007,10.8009,0.0,95.682,1.5551,0.00607995,3.5001,-1,66.46300103,66.9951,1,1,4.0,0.0,0.91719216,0.0,26.0,87.0176,-1,78,0.06079309,89.6618,1,0.00375761,0.0,0.0191968,1.0,0.28744865,0.0,0.57890465,0.8947267
XEL,2020-02-04,3705700.0,66.12902069,65.86182662,0.02492762,-0.00099057,0.3175,65.6418,66.57750864,60.5723,92.8571,0.0,0.0,1.2801,10.7206,0.0,88.5616,1.5976,0.00488643,2.8178,-1,66.21489904,67.0507,1,1,5.0,0.0,0.87333612,0.0,7.0,87.694,-1,55,0.00777314,85.4472,1,-0.00215969,0.0,-0.04700553,0.928571,0.272181,0.0,0.59702042,0.90193132
XEL,2020-02-05,3021000.0,66.12902069,65.6041843,0.00289076,0.00012041,0.2661,66.0004,66.61567922,60.7474,85.7143,0.0,0.0,1.3466,10.951,-1.0,88.5616,1.6128,0.00453972,0.8967,-1,66.61567922,66.4488,1,1,6.0,0.0,0.86070876,0.0,5.0,86.4476,-1,54,-0.01421306,84.2337,1,0.0,0.0,-0.01420175,0.857143,0.21220536,0.0,0.61393309,0.88865539
XEL,2020-02-06,4507500.0,66.12902069,65.85228944,0.00259435,0.00044908,0.2077,66.1034,66.3580369,60.905,78.5714,0.0,0.0,1.3986,11.0577,1.0,88.5616,1.6062,0.00352092,0.3159,-1,65.9667939,66.2614,1,1,6.0,0.0,0.73422073,0.0,2.0,80.5863,0,51,-0.06780177,72.0781,1,0.0,0.0,-0.14430804,0.785714,0.34241392,0.0,0.62710977,0.82622422
