Ticker,Date,SMA_10,SMA_10_min_max,SMA_10_fluc_pctg,MACD,MACD_Signal,MACD_Hist,MACD_polarize,MACD_Signal_polarize,MACD_Hist_polarize,CCI_20,CCI_20_polarize,CCI_20_fluc_pctg,ROC_10,ROC_10_polarize,ROC_10_fluc_pctg,RSI_5,RSI_5_polarize,RSI_5_fluc_pctg,STOCH_SlowD,STOCH_SlowK,STOCH_SlowD_min_max,STOCH_SlowD_fluc_pctg,STOCH_SlowK_min_max,STOCH_SlowK_fluc_pctg,ADX,ADX_fluc_pctg,AROON_Up,AROON_Down,AROON_Up_min_max,AROON_Down_min_max,AROON_polarize,BBANDS_Lower_Band,BBANDS_Middle_Band,BBANDS_Upper_Band,BBANDS_width,Chaikin_AD,Chaikin_AD_fluc_pctg
PINC,2019-12-02,35.4316,0.6508913758546948,,0.6399,0.7761,-0.1362,1,1,-1,81.595,0,,13.0461,1,,72.2801,-1,,25.187,34.1139,0.20598895627772246,,0.3211130268707393,,26.3382,,100.0,100.0,1.0,1.0,0,33.8173,35.2643,36.7114,2.8940999999999946,-3471769.8082,
PINC,2019-12-03,35.6864,0.6753262943889828,0.00719132074193646,0.8056,0.782,0.0236,1,1,1,253.8646,-1,2.1112764262516084,16.8761,1,0.2935743248940298,82.7565,-1,0.14494169211166003,35.4975,60.1413,0.33043299840077245,0.4093580021439632,0.5972731372184938,0.7629558625662852,28.2572,0.07285995246448126,100.0,92.8571,1.0,0.928571,1,33.0727,35.7253,38.3779,5.305199999999999,-1821021.5416,-0.4754774532289222
PINC,2019-12-04,35.8868,0.6945443386365161,0.005615584648493597,0.8945,0.8045,0.09,1,1,1,240.022,-1,-0.05452749221435366,5.63,1,-0.666392116662025,73.5107,-1,-0.1117229462338306,59.617,84.5958,0.6215467246009474,0.6794703852383969,0.8567442107217698,0.4066174159853544,30.1768,0.06793312854776833,100.0,85.7143,1.0,0.857143,1,33.4468,36.2738,39.1009,5.6541,-2056235.1585,0.12916575203900915
PINC,2019-12-05,36.056,0.7107703520431154,0.004714825506871509,0.9337,0.8303,0.1034,1,1,1,171.6537,-1,-0.284841806167768,2.9499,1,-0.4760390763765542,67.5302,0,-0.08135550334849222,77.3721,87.3792,0.8358444223167677,0.2978194139255583,0.8862770895779728,0.03290234266949423,31.6827,0.04990257416293313,92.8571,78.5714,0.928571,0.785714,1,34.3577,36.7932,39.2287,4.871000000000002,-2475398.1586,0.2038497388624436
PINC,2019-12-06,36.2748,0.7317529272994041,0.006068338140670115,1.0073,0.8657,0.1416,1,1,1,179.4542,-1,0.04544323833392464,4.6319,1,0.5701888199599986,74.4308,-1,0.10218539260952895,86.0253,86.101,0.9402854470293593,0.11183876358532337,0.8727149261253614,-0.014628195268439151,33.4934,0.057151063514157587,85.7143,71.4286,0.857143,0.714286,1,36.3688,37.4817,38.5947,2.225900000000003,-2132940.5741,-0.13834444503816007
PINC,2019-12-09,36.4577,0.749292749120132,0.005042067771566036,1.0,0.8926,0.1074,1,1,1,131.6238,-1,-0.2665326306099272,2.8671,1,-0.3810099527191865,58.808,0,-0.20989697813270855,84.0249,78.5946,0.9161413355058688,-0.023253624224501387,0.793069312183347,-0.08718133355013298,34.63,0.03393504391910052,78.5714,64.2857,0.785714,0.642857,1,37.0561,37.651,38.2459,1.1897999999999982,-2515099.8912,0.1791701661736419
PINC,2019-12-10,36.6415,0.7669188795228092,0.00504145900591639,0.9976,0.9136,0.084,1,1,1,102.5055,-1,-0.22122366927561726,4.5812,1,0.597851487565833,61.5835,0,0.047195959733369625,76.9027,66.0125,0.8301789324401797,-0.08476296907226318,0.6595686888246373,-0.1600886065963819,34.7982,0.004857060352295662,71.4286,57.1429,0.714286,0.571429,1,37.0656,37.5576,38.0496,0.9839999999999947,-2302907.9898,-0.08436718642564897
PINC,2019-12-11,36.9206,0.7936841297697477,0.0076170462453775,0.9937,0.9296,0.0641,1,1,1,101.8025,-1,-0.006858168586075898,6.4356,1,0.40478477254867723,63.5238,0,0.031506815949077276,65.4313,51.6866,0.6917232431127605,-0.1491677145275784,0.5075657179235523,-0.21701798901723163,35.3871,0.016923289135644812,64.2857,50.0,0.642857,0.5,1,37.0714,37.5673,38.0633,0.9919000000000011,-2367551.1796,0.028070244267819778
PINC,2019-12-12,37.2143,0.821849497012764,0.007954908641788085,0.9823,0.9401,0.0422,1,1,1,86.9065,0,-0.1463225362834901,6.4871,1,0.008002361862141818,64.2756,0,0.011834934308086038,55.7335,49.5014,0.5746742705410216,-0.148213469700281,0.4843799570280378,-0.04227788246857023,35.917,0.014974383320475682,57.1429,42.8571,0.571429,0.42857100000000004,1,37.1949,37.6354,38.0759,0.8810000000000002,-2057847.2486,-0.13081192654611362
PINC,2019-12-13,37.4428,0.8437622869856244,0.006140112806098645,0.8964,0.9314,-0.035,1,1,-1,44.7368,0,-0.4852306789480648,4.7843,1,-0.2624901728044889,41.5357,0,-0.35378744033505716,46.8486,39.3578,0.4674367098156362,-0.1594175854737277,0.3767526990105838,-0.2049154165336738,33.6115,-0.06418965949271938,50.0,35.7143,0.5,0.357143,1,36.8011,37.4039,38.0067,1.205600000000004,-2360152.8185,0.1469037947814957
PINC,2019-12-16,37.4117,0.8407798459871305,-0.0008306002756202801,0.7652,0.8982,-0.1329,1,1,-1,4.8146,0,-0.8923794281218147,1.473,1,-0.6921179691908953,30.5636,0,-0.26416070994349433,37.2855,22.9974,0.35201351799885333,-0.2041277647571112,0.20316294861932674,-0.4156838034646245,30.5988,-0.08963301251059902,42.8571,28.5714,0.42857100000000004,0.285714,1,36.012,37.1725,38.3329,2.3209000000000017,-3275394.4185,0.3877891265454937
PINC,2019-12-17,37.2406,0.8243716255741916,-0.004573435582986143,0.6615,0.8508,-0.1893,1,1,-1,-15.1976,0,-4.156565446766086,2.36,1,0.602172437202987,33.7348,0,0.10375741077621742,24.6619,11.6305,0.19965118735101534,-0.338565930455539,0.08255603596912384,-0.494268917355875,28.664,-0.06323123782631995,35.7143,21.4286,0.357143,0.214286,1,35.641,36.9235,38.2061,2.565100000000001,-3128179.9544,-0.044945568469100076
PINC,2019-12-18,37.3125,0.8312667222877526,0.001930688549593707,0.7349,0.8276,-0.0927,1,1,-1,74.608,0,-5.9091961888719275,7.6524,1,2.2425423728813563,69.7849,0,1.0686323914770501,24.1997,37.9713,0.19407259889562775,-0.018741459498254363,0.3620414334597734,2.264803748764026,28.6027,-0.0021385710298633407,100.0,14.2857,1.0,0.142857,1,35.4147,37.0577,38.7008,3.2860999999999976,-1624965.5451,-0.48053962086983704
PINC,2019-12-19,37.3047,0.8305187145775189,-0.00020904522613073736,0.7002,0.8022,-0.1019,1,1,-1,64.3687,0,-0.13724131460433198,4.5293,1,-0.4081203282630286,51.6388,0,-0.26002903206854194,34.6125,54.2358,0.31975136537823234,0.43028632586354365,0.534613650229449,0.42833666479683336,28.5476,-0.0019263915644327104,92.8571,7.1429,0.928571,0.071429,1,35.4256,36.9741,38.5225,3.096899999999998,-2261247.7747,0.39156659753105305
PINC,2019-12-20,37.3281,0.8327627377082192,0.0006272668055232266,0.7434,0.7904,-0.047,1,1,-1,84.1671,0,0.3075780620083985,6.7608,1,0.49268098823217704,62.9123,0,0.21831452318799038,56.0693,76.0009,0.5787272562686702,0.6199147706753342,0.7655492188121701,0.40130504205709155,28.4979,-0.0017409519539295021,85.7143,0.0,0.857143,0.0,1,35.4196,37.2522,39.0848,3.6651999999999987,-848374.7749,-0.6248200730622923
PINC,2019-12-23,37.3631,0.8361191825618306,0.0009376314358353009,0.7246,0.7772,-0.0527,1,1,-1,72.9927,0,-0.13276446497503186,6.1353,1,-0.09251863684771029,54.0276,0,-0.14122357631178645,66.2844,68.6166,0.702019854560816,0.18218704353362727,0.6871991299503966,-0.0971606915181267,28.6061,0.003796770990143136,78.5714,71.4286,0.785714,0.714286,1,36.0627,37.5537,39.0447,2.9819999999999993,-1218357.7993,0.43610799772259956
PINC,2019-12-24,37.366,0.836397287992558,7.761668598153777e-05,0.6907,0.7599,-0.0692,1,1,-1,47.0418,0,-0.35552733355527333,5.233,1,-0.1470669730901505,51.7824,0,-0.04155653776958438,71.8503,70.9334,0.7691982740412178,0.08396998388761155,0.7117812143558185,0.03376442435212471,27.418,-0.04153309958365531,71.4286,64.2857,0.714286,0.642857,1,36.9979,37.8085,38.6191,1.6212000000000018,-1255828.1327,0.03075478600910852
PINC,2019-12-26,37.3008,0.8301447107224028,-0.0017449017823689252,0.6113,0.7302,-0.1189,1,1,-1,11.5076,0,-0.7553750069087491,6.1401,1,0.17334225109879625,42.6122,0,-0.17709105796564084,61.6633,45.4398,0.64624483268459,-0.1417808972265948,0.44128491471922326,-0.3594019178553404,25.2398,-0.0794441607702969,64.2857,57.1429,0.642857,0.571429,1,36.6962,37.544,38.3918,1.695600000000006,-1417248.3231,0.1285368484722113
