Ticker,Date,Volume,Close,Low,BBANDS_compare_high_low_price,MACD_Hist,BBANDS_Middle_Band,RSI_5,High,ADX,ADX_fluc_pctg,Historic Deaths,MACD_Signal,Historic Cases,AROON_Up,ROC_10_polarize,BBANDS_width,Open,Chaikin_AD,BBANDS_Upper_Band,STOCH_SlowK_min_max,MACD,MACD_polarize,STOCH_SlowD,Case 7-Day Moving Avg,RSI_5_polarize,Dividends,Death 7-Day Moving Avg,New Cases,daily_trend,Close_Change_pctg,SMA_10_fluc_pctg,CCI_20_polarize,STOCH_SlowK,STOCH_SlowK_fluc_pctg,STOCH_SlowD_fluc_pctg,SMA_10_min_max,STOCH_SlowD_min_max,AROON_Down_min_max,AROON_Up_min_max,AROON_polarize
JCTCF,2020-04-27,1300.0,5.44000006,5.11000013,1.0,-0.0204,5.3537,42.167,5.44000006,31.2416,-0.01382282,0.0,-0.145,0.0,35.7143,1,0.4498,5.3499999,-2389904.2584,5.5786,0.481891,-0.1654,-1,34.112,29804.0,0,0.0,1990.0,24206.0,0.0,0.01115241,-0.02194449,0,48.1891,0.45173691,0.52206893,0.05519587,0.34112,0.785714,0.357143,-1
JCTCF,2020-04-28,2600.0,5.42000008,5.3499999,0.0,-0.0178,5.3877,41.0169,5.42999983,30.8475,-0.01261459,0.0,-0.1494,0.0,28.5714,1,0.4043,5.36999989,-2387813.9611,5.5899,0.514317,-0.1672,-1,44.2716,29607.0,0,0.0,1922.0,23650.0,0.0,-0.00367647,-0.02278743,0,51.4317,0.06728908,0.29783068,0.03669764,0.442716,0.714286,0.285714,-1
JCTCF,2020-04-29,1800.0,5.92999983,5.42000008,0.0,0.0187,5.5337,68.4479,5.92999983,27.9351,-0.09441284,0.0,-0.1448,0.0,21.4286,1,0.8066,5.42000008,-2386037.9611,5.937,0.693989,-0.1261,-1,56.3399,29259.0,0,0.0,1942.0,28893.0,0.0,0.09409589,-0.00287001,0,69.3989,0.34934097,0.27259688,0.03442093,0.563399,0.642857,0.214286,-1
JCTCF,2020-04-30,600.0,5.4000001,5.4000001,0.0,0.0081,5.5142,42.6698,5.5,25.2124,-0.0974652,0.0,-0.1427,0.0,14.2857,1,0.8353,5.40999985,-2386636.9611,5.9319,0.626083,-0.1347,-1,61.1463,29239.0,0,0.0,1980.0,32499.0,0.0,-0.08937601,-0.01133318,0,62.6083,-0.09784881,0.08531077,0.02545641,0.611463,0.571429,0.142857,-1
JCTCF,2020-05-01,1500.0,5.5999999,5.53000021,0.0,0.0151,5.558,51.318,5.63000011,23.4298,-0.0707033,0.0,-0.139,0.0,7.1429,1,0.7962,5.63000011,-2386053.3611,5.9561,0.650407,-0.1239,-1,65.6826,28696.0,0,0.0,1950.0,30165.0,0.0,0.037037,-0.00782401,0,65.0407,0.03885108,0.07418765,0.01933776,0.656826,0.5,0.071429,-1
JCTCF,2020-05-04,0.0,5.5999999,5.5999999,0.0,0.0199,5.59,51.318,5.5999999,21.8255,-0.06847263,0.0,-0.134,0.0,0.0,1,0.7606,5.5999999,-2386053.3611,5.9703,0.460751,-0.1141,-1,57.908,27515.0,0,0.0,1858.0,21163.0,0.0,0.0,0.00348438,0,46.0751,-0.29159588,-0.1183662,0.02204135,0.57908,0.428571,0.0,-1
JCTCF,2020-05-05,100.0,5.5999999,5.5999999,0.0,0.0231,5.626,51.318,5.5999999,20.3817,-0.06615198,0.0,-0.1282,0.0,0.0,-1,0.6824,5.5999999,-2386053.3611,5.9672,0.468651,-0.1051,-1,52.6603,27486.0,0,0.0,1902.0,23441.0,0.0,0.0,0.00639632,0,46.8651,0.01714592,-0.09062133,0.02702164,0.526603,0.357143,0.0,-1
JCTCF,2020-05-06,200.0,5.53000021,5.53000021,0.0,0.0207,5.546,46.5208,5.53000021,18.5739,-0.08869721,0.0,-0.123,0.0,7.1429,-1,0.3114,5.53000021,-2386053.3611,5.7017,0.45787,-0.1024,-1,46.2424,26859.0,0,0.0,1888.0,24510.0,0.0,-0.01249995,0.00599248,0,45.787,-0.02300433,-0.12187359,0.03171735,0.462424,0.285714,0.071429,-1
JCTCF,2020-05-07,700.0,5.65999985,5.6500001,-1.0,0.0274,5.598,56.0567,5.84000015,18.7926,0.01177459,0.0,-0.1162,0.0,0.0,-1,0.1648,5.6500001,-2386692.2032,5.6804,0.453977,-0.0888,-1,46.0166,26769.0,0,0.0,1869.0,31863.0,0.0,0.02350807,0.00292424,0,45.3977,-0.00850241,-0.00488296,0.03402251,0.460166,0.214286,0.0,-1
JCTCF,2020-05-08,1100.0,5.8499999,5.8499999,0.0,0.0434,5.648,66.8543,5.8499999,19.0427,0.01330843,0.0,-0.1053,0.0,50.0,-1,0.4362,5.8499999,-2386692.2032,5.8661,0.661524,-0.0619,-1,52.4457,26580.0,0,0.0,1834.0,28842.0,0.0,0.03356892,0.00844117,0,66.1524,0.45717514,0.13971263,0.0406961,0.524457,0.142857,0.5,1
JCTCF,2020-05-11,1100.0,6.17000008,5.61000013,0.0,0.0725,5.762,78.1548,6.17000008,20.7867,0.09158365,0.0,-0.0872,0.0,100.0,-1,0.9204,5.61000013,-2385564.2032,6.2222,0.806452,-0.0146,-1,64.0651,25080.0,-1,0.0,1746.0,19492.0,0.0,0.05470088,0.01302873,0,80.6452,0.219082,0.22155105,0.05108357,0.640651,0.071429,1.0,1
JCTCF,2020-05-12,600.0,6.5,6.5,0.0,0.1085,5.941,84.7537,6.5,23.4922,0.13015534,0.0,-0.0601,0.0,100.0,-1,1.4034,6.5,-2385564.2032,6.6427,1.0,0.0485,1,82.2659,25244.0,-1,0.0,1617.0,24587.0,0.0,0.05348459,0.01893939,-1,100.0,0.2399994,0.28409852,0.06638018,0.822659,0.0,1.0,1
JCTCF,2020-05-13,3900.0,5.82000017,5.55000019,0.0,0.0829,5.999,47.5013,5.92000008,21.7727,-0.07319451,0.0,-0.0393,0.0,92.8571,-1,1.1926,5.92000008,-2383769.5546,6.5953,0.761905,0.0435,1,85.6119,25114.0,0,0.0,1525.0,23603.0,0.0,-0.10461536,-0.00190196,0,76.1905,-0.238095,0.04067299,0.06481495,0.856119,0.142857,0.928571,1
JCTCF,2020-05-14,6200.0,5.76000023,5.75,0.0,0.059,6.019,45.2894,5.88000011,20.2251,-0.07107984,0.0,-0.0246,0.0,85.7143,-1,1.1094,5.8499999,-2389008.6346,6.5737,0.502646,0.0344,1,75.485,24843.0,0,0.0,1479.0,29967.0,0.0,-0.01030927,0.00623647,0,50.2646,-0.34027733,-0.11828846,0.06993753,0.75485,0.071429,0.857143,1
JCTCF,2020-05-15,8400.0,5.8499999,5.80000019,0.0,0.0469,6.019,49.6825,6.13000011,18.7286,-0.07399222,0.0,-0.0129,0.0,78.5714,-1,1.1094,5.84000015,-2394875.7255,6.5737,0.275132,0.034,1,51.3228,24690.0,0,0.0,1460.0,27770.0,0.0,0.01562494,0.00430404,0,27.5132,-0.45263267,-0.32009273,0.07349488,0.513228,0.0,0.785714,1
JCTCF,2020-05-18,300.0,5.98999977,5.98999977,0.0,0.0459,5.983,56.4777,6.30999994,18.1339,-0.03175357,0.0,-0.0014,0.0,71.4286,1,1.0676,6.30999994,-2395183.7255,6.5168,0.335097,0.0445,1,37.0958,25125.0,0,0.0,1382.0,24512.0,0.0,0.0239316,0.00668552,-1,33.5097,0.21794993,-0.27720623,0.07904435,0.370958,0.0,0.714286,1
JCTCF,2020-05-19,300.0,6.0,6.0,0.0,0.0435,5.884,56.9962,6.0,17.5986,-0.0295193,0.0,0.0095,0.0,64.2857,1,0.3808,6.0,-2395183.7255,6.0744,0.457873,0.053,1,35.6034,24712.0,0,0.0,1334.0,21693.0,0.0,0.00166949,0.00681141,0,45.7873,0.36638943,-0.04023097,0.08473612,0.356034,0.071429,0.642857,1
JCTCF,2020-05-20,700.0,6.44999981,6.01000023,-1.0,0.0684,6.01,74.2518,6.61000013,19.2733,0.09516098,0.0,0.0266,0.0,100.0,1,0.9502,6.01000023,-2394850.589,6.4851,0.623371,0.0949,1,47.2114,25012.0,-1,0.0,1286.0,25704.0,0.0,0.07499997,0.01556025,-1,62.3371,0.36144957,0.32603628,0.09782717,0.472114,0.0,1.0,1
JCTCF,2020-05-21,0.0,6.44999981,6.44999981,0.0,0.0801,6.148,74.2518,6.44999981,20.7806,0.07820664,0.0,0.0466,0.0,92.8571,1,1.0088,6.44999981,-2394850.589,6.6524,0.735658,0.1267,1,60.5634,24482.0,-1,0.0,1186.0,26255.0,0.0,0.0,0.0131568,-1,73.5658,0.18012869,0.28281305,0.1090684,0.605634,0.214286,0.928571,1
JCTCF,2020-05-22,4300.0,5.92999983,5.61999989,1.0,0.0494,6.163,42.884,6.0,19.2104,-0.07556086,0.0,0.0589,0.0,85.7143,1,0.943,5.61999989,-2392258.8521,6.6345,0.641501,0.1083,1,66.6843,24329.0,0,0.0,1228.0,26700.0,0.0,-0.08062015,0.00123284,0,64.1501,-0.12799018,0.10106599,0.11013561,0.666843,0.142857,0.857143,1
JCTCF,2020-05-26,300.0,6.09000015,5.94999981,0.0,0.0375,6.183,51.0139,6.09000015,17.4384,-0.0922417,0.0,0.0683,0.0,78.5714,1,0.8968,5.94999981,-2391991.8521,6.6314,0.528432,0.1058,1,63.5197,22189.0,0,0.0,1084.0,15624.0,0.0,0.02698151,-0.00131341,0,52.8432,-0.17625693,-0.04745645,0.10899725,0.635197,0.071429,0.785714,1
JCTCF,2020-05-27,1400.0,6.19999981,6.05000019,0.0,0.0345,6.223,56.2083,6.36999989,16.6317,-0.04625998,0.0,0.0769,0.0,71.4286,1,0.82,6.05000019,-2392098.7781,6.633,0.456229,0.1114,1,54.2054,21636.0,0,0.0,1085.0,21834.0,0.0,0.01806234,-0.00484958,0,45.6229,-0.13663631,-0.1466364,0.10479958,0.542054,0.0,0.714286,1
JCTCF,2020-05-28,800.0,6.05000019,6.05000019,-1.0,0.0205,6.143,47.604,6.5,16.3585,-0.01642646,0.0,0.0821,0.0,64.2857,1,0.7076,6.5,-2392857.7781,6.4968,0.516414,0.1026,1,50.0359,21601.0,0,0.0,1097.0,26011.0,0.0,-0.02419349,0.00379945,0,51.6414,0.1319184,-0.07692038,0.10807234,0.500359,0.285714,0.642857,1
JCTCF,2020-05-29,5500.0,6.0,6.0,0.0,0.0067,6.053,44.7497,6.05000019,15.8666,-0.03006999,0.0,0.0837,0.0,57.1429,1,0.3674,6.05000019,-2398310.7781,6.2367,0.502104,0.0905,1,49.1582,21333.0,0,0.0,983.0,24820.0,0.0,-0.00826449,0.00394964,0,50.2104,-0.02771033,-0.01754141,0.1114874,0.491582,0.214286,0.571429,1
JCTCF,2020-06-01,5200.0,5.94999981,5.94999981,0.0,-0.0062,6.058,41.6296,6.07999992,15.1626,-0.04436993,0.0,0.0822,0.0,50.0,1,0.3408,6.07999992,-2403542.7781,6.2284,0.306818,0.076,1,44.1779,21411.0,0,0.0,958.0,16764.0,0.0,-0.00833337,0.00163921,0,30.6818,-0.38893536,-0.10131168,0.11291034,0.441779,0.142857,0.5,1
JCTCF,2020-06-02,8900.0,6.0,5.96000004,0.0,-0.0115,6.04,46.309,6.15999985,14.8736,-0.01906006,0.0,0.0793,0.0,42.8571,1,0.344,6.0,-2408797.1988,6.212,0.174242,0.0678,1,32.7722,22232.0,0,0.0,961.0,21372.0,0.0,0.00840339,0.00016365,0,17.4242,-0.43209981,-0.2581766,0.11305263,0.327722,0.071429,0.428571,1
JCTCF,2020-06-03,600.0,6.0999999,6.05000019,-1.0,-0.0086,6.02,55.273,6.13000011,14.6135,-0.01748736,0.0,0.0772,0.0,35.7143,1,0.204,6.13000011,-2408630.3243,6.122,0.121212,0.0685,1,20.0758,22403.0,0,0.0,919.0,23027.0,0.0,0.01666665,0.00163626,0,12.1212,-0.30434683,-0.38741372,0.11447558,0.200758,0.0,0.357143,1
JCTCF,2020-06-04,1100.0,6.11999989,6.0999999,0.0,-0.0057,6.0343,57.1937,6.1500001,14.4924,-0.00828686,0.0,0.0757,0.0,28.5714,1,0.2616,6.0999999,-2408789.5043,6.1651,0.399531,0.0701,1,23.1662,22017.0,0,0.0,876.0,23310.0,0.0,0.00327869,-0.0053745,0,39.9531,2.29613405,0.15393658,0.1097941,0.231662,0.428571,0.285714,-1
JCTCF,2020-06-05,100.0,6.15999985,6.15999985,0.0,-0.0018,6.0663,60.9475,6.15999985,14.4418,-0.00349149,0.0,0.0753,0.0,21.4286,1,0.3144,6.15999985,-2408789.5043,6.2235,0.702561,0.0735,1,40.7768,22080.0,0,0.0,855.0,25258.0,0.0,0.00653594,-0.004763,0,70.2561,0.7584643,0.7601851,0.10566757,0.407768,0.357143,0.214286,-1
JCTCF,2020-06-08,2700.0,6.5,6.25,0.0,0.0218,6.1763,80.1566,6.5,16.142,0.11772771,0.0,0.0807,0.0,14.2857,1,0.681,6.38000011,-2406065.5043,6.5168,0.944985,0.1025,1,68.2359,21806.0,-1,0.0,822.0,17798.0,0.0,0.05519483,0.00948908,-1,94.4985,0.34505758,0.67340007,0.11384948,0.682359,0.285714,0.142857,-1
JCTCF,2020-06-09,400.0,7.0,7.0,0.0,0.0666,6.3763,89.5791,7.0,19.3795,0.20056375,0.0,0.0974,0.0,100.0,1,1.3768,7.0,-2406065.5043,7.0647,1.0,0.164,1,88.2516,21564.0,-1,0.0,814.0,19676.0,0.0,0.07692308,0.01487633,-1,100.0,0.05821786,0.29333093,0.12679824,0.882516,0.214286,1.0,1
JCTCF,2020-06-10,800.0,6.53000021,6.53000021,0.0,0.0603,6.4623,57.4984,6.78999996,19.2276,-0.00783818,0.0,0.1125,0.0,92.8571,1,1.2682,6.78999996,-2406896.5043,7.0964,0.825926,0.1727,1,92.3637,21790.0,0,0.0,786.0,24611.0,0.0,-0.06714283,0.00531564,-1,82.5926,-0.174074,0.04659519,0.13149395,0.923637,0.142857,0.928571,1
JCTCF,2020-06-11,3600.0,6.76000023,6.5,0.0,0.0668,6.59,65.136,6.76000023,18.9208,-0.01595623,0.0,0.1292,0.0,85.7143,1,1.1222,6.55000019,-2403345.5043,7.1511,0.730688,0.196,1,85.2205,21938.0,0,0.0,782.0,24348.0,0.0,0.03522205,0.0113762,-1,73.0688,-0.11531057,-0.07733774,0.14159682,0.852205,0.071429,0.857143,1
JCTCF,2020-06-12,400.0,6.76000023,6.76000023,0.0,0.0663,6.71,65.136,6.76000023,18.6447,-0.01459241,0.0,0.1457,0.0,78.5714,1,0.728,6.76000023,-2403345.5043,7.074,0.624021,0.212,1,72.6878,22587.0,0,0.0,764.0,29800.0,0.0,0.0,0.01204037,-1,62.4021,-0.1459816,-0.14706203,0.15241117,0.726878,0.0,0.785714,1
JCTCF,2020-06-15,500.0,6.75,6.30000019,1.0,0.0605,6.76,64.3504,6.75,17.6563,-0.05301238,0.0,0.1608,0.0,71.4286,1,0.595,6.30000019,-2402800.5043,7.0575,0.679048,0.2213,1,67.7919,23782.0,0,0.0,714.0,21437.0,0.0,-0.00147932,0.01252329,0,67.9048,0.08818133,-0.06735518,0.1637947,0.677919,0.285714,0.714286,1
JCTCF,2020-06-16,1700.0,7.21999979,6.6500001,-1.0,0.0819,6.8032,79.0609,7.61999989,18.3943,0.04179811,0.0,0.1813,0.0,100.0,1,0.8972,6.6500001,-2402520.094,7.2518,0.672266,0.2632,1,65.8445,24847.0,-1,0.0,693.0,27130.0,0.0,0.0696296,0.01879996,-1,67.2266,-0.00998751,-0.02872615,0.18109766,0.658445,0.214286,1.0,1
JCTCF,2020-06-17,300.0,6.75,6.75,0.0,0.0597,6.8472,52.1578,6.75,19.0584,0.03610358,0.0,0.1962,0.0,92.8571,1,0.7378,6.75,-2402520.094,7.2161,0.559235,0.2559,1,63.6849,25555.0,0,0.0,670.0,29567.0,0.0,-0.06509693,0.00986388,0,55.9235,-0.16813434,-0.03279849,0.19034677,0.636849,0.142857,0.928571,1
JCTCF,2020-06-18,200.0,6.75,6.75,0.0,0.0408,6.8452,52.1578,6.75,19.6562,0.03136675,0.0,0.2065,0.0,85.7143,1,0.7418,6.75,-2402520.094,7.2161,0.458586,0.2473,1,56.3362,26679.0,0,0.0,643.0,32216.0,0.0,0.0,0.00945197,0,45.8586,-0.17997622,-0.11539156,0.19929707,0.563362,0.071429,0.857143,1
JCTCF,2020-06-19,500.0,6.40999985,6.40999985,0.0,0.0033,6.7752,37.5796,6.46000004,18.4087,-0.06346598,0.0,0.2073,0.0,78.5714,-1,1.027,6.46000004,-2402998.094,7.2887,0.255051,0.2106,1,42.4291,27580.0,0,0.0,638.0,36110.0,0.0,-0.05037039,0.00372157,0,25.5051,-0.44383169,-0.24685904,0.20285442,0.424291,0.0,0.785714,1
JCTCF,2020-06-22,500.0,6.5999999,6.36000013,0.0,-0.0102,6.7452,47.7759,6.5999999,17.8552,-0.03006731,0.0,0.2047,0.0,71.4286,1,1.066,6.36000013,-2402483.094,7.2782,0.204906,0.1946,1,30.6181,31612.0,0,0.0,611.0,29975.0,0.0,0.0296412,0.00148311,0,20.4906,-0.19660774,-0.27837027,0.20427736,0.306181,0.0,0.714286,1
JCTCF,2020-06-23,500.0,6.5999999,6.40999985,0.0,-0.0199,6.622,47.7759,6.5999999,17.357,-0.02790224,0.0,0.1998,0.0,64.2857,1,0.5018,6.40999985,-2401956.094,6.8729,0.296398,0.1798,1,25.2118,33331.0,0,0.0,620.0,39165.0,0.0,0.0,-0.00592364,0,29.6398,0.44650718,-0.17657203,0.1985856,0.252118,0.0,0.642857,1
JCTCF,2020-06-24,800.0,6.75,6.75,0.0,-0.0173,6.622,56.5342,6.75,17.5627,0.01185113,0.0,0.1954,0.0,57.1429,1,0.5018,6.75,-2402800.094,6.8729,0.601868,0.1782,1,36.7724,34973.0,0,0.0,624.0,41064.0,0.0,0.02272729,0.00327742,0,60.1868,1.03060749,0.45853926,0.20171607,0.367724,0.0,0.571429,1
JCTCF,2020-06-25,1200.0,6.75,6.75,-1.0,-0.0165,6.622,56.5342,7.0,18.7307,0.06650458,1824.0,0.1913,0.0,50.0,1,0.5018,7.0,-2403998.094,6.8729,0.741501,0.1748,1,54.6589,37918.0,0,0.0,629.0,52827.0,0.0,0.0,-0.00014849,0,74.1501,0.23199938,0.486411,0.20157377,0.546589,0.0,0.5,1
JCTCF,2020-06-26,1000.0,7.44000006,6.53000021,0.0,0.0272,6.828,80.2911,7.44000006,21.1447,0.12887933,0.0,0.1981,0.0,42.8571,1,1.253,6.55000019,-2402990.094,7.4545,0.869706,0.2253,1,73.7692,40262.0,-1,0.0,628.0,52521.0,0.0,0.10222223,0.01009861,-1,86.9706,0.17289929,0.34962833,0.21124977,0.737692,0.0,0.428571,1
JCTCF,2020-06-29,1700.0,7.42999983,6.69999981,0.0,0.0507,6.994,79.5039,7.42999983,23.3173,0.10274915,0.0,0.2108,0.0,35.7143,1,1.457,7.42999983,-2401290.094,7.7225,0.866555,0.2615,1,82.5921,45043.0,-1,0.0,635.0,39173.0,0.0,-0.00134412,0.00999765,-1,86.6555,-0.00362306,0.11960141,0.22092577,0.825921,0.285714,0.357143,1
JCTCF,2020-06-30,5900.0,7.38000011,6.76000023,0.0,0.0576,7.15,74.9133,7.42000008,25.2727,0.08386048,0.0,0.2252,0.0,28.5714,1,1.309,6.76999998,-2396105.2455,7.8045,0.974786,0.2828,1,90.3682,46288.0,-1,0.0,624.0,47880.0,0.0,-0.00672944,0.00238733,-1,97.4786,0.12489802,0.09415065,0.22325939,0.903682,0.214286,0.285714,1
JCTCF,2020-07-01,2300.0,6.8499999,6.8499999,0.0,0.0231,7.17,42.4426,7.15999985,27.0326,0.06963641,0.0,0.231,0.0,21.4286,1,1.2178,7.11999989,-2398405.2455,7.7789,0.758669,0.2541,1,86.667,49278.0,0,0.0,636.0,61994.0,0.0,-0.07181575,0.00145222,0,75.8669,-0.22170712,-0.04095689,0.22468233,0.86667,0.142857,0.214286,1
JCTCF,2020-07-02,0.0,6.8499999,6.8499999,0.0,-0.0019,7.19,42.4426,6.8499999,28.6164,0.05858852,0.0,0.2305,0.0,14.2857,1,1.1134,6.8499999,-2398405.2455,7.7467,0.545788,0.2286,1,75.9747,50266.0,0,0.0,642.0,59742.0,0.0,0.0,0.00145012,0,54.5788,-0.28059799,-0.12337222,0.22610527,0.759747,0.071429,0.142857,1
JCTCF,2020-07-06,100.0,6.51000023,6.51000023,0.0,-0.0412,7.004,29.5877,6.51000023,27.1656,-0.0506982,0.0,0.2202,0.0,7.1429,1,1.402,6.51000023,-2398405.2455,7.705,0.234432,0.179,1,51.2963,53419.0,1,0.0,692.0,45922.0,0.0,-0.04963499,0.00144802,0,23.4432,-0.57047059,-0.32482392,0.22752821,0.512963,0.0,0.071429,1
JCTCF,2020-07-07,1900.0,6.71000004,6.69999981,0.0,-0.053,6.86,42.4126,6.71000004,26.8587,-0.01129738,0.0,0.2069,0.0,0.0,1,1.1532,6.69999981,-2396505.2455,7.4366,0.190476,0.154,1,32.3565,55303.0,0,0.0,730.0,61069.0,0.0,0.03072194,0.00159051,0,19.0476,-0.1875,-0.36922351,0.22909344,0.323565,0.285714,0.0,-1
JCTCF,2020-07-08,100.0,6.69999981,6.69999981,0.0,-0.0601,6.724,41.9352,6.69999981,26.5824,-0.01028717,0.0,0.1919,0.0,50.0,-1,0.5006,6.69999981,-2396505.2455,6.9743,0.170696,0.1319,1,19.8535,56198.0,0,0.0,773.0,68253.0,0.0,-0.00149035,0.00144363,0,17.0696,-0.1038451,-0.38641386,0.23051639,0.198535,0.214286,0.5,1
JCTCF,2020-07-09,200.0,6.5,6.5,0.0,-0.0759,6.654,32.7263,6.5,24.7759,-0.0679585,0.0,0.173,0.0,42.8571,-1,0.531,6.5,-2396505.2455,6.9195,0.170696,0.0971,1,17.7289,57758.0,0,0.0,798.0,70667.0,0.0,-0.02985072,-0.00360386,0,17.0696,0.0,-0.10701388,0.22695903,0.177289,0.142857,0.428571,1
JCTCF,2020-07-10,200.0,6.69999981,6.5,0.0,-0.0706,6.624,47.2155,6.69999981,24.2699,-0.02042307,0.0,0.1553,0.0,35.7143,-1,0.3892,6.5,-2396275.2455,6.8186,0.414896,0.0846,1,25.2096,59313.0,0,0.0,812.0,74681.0,0.0,0.0307692,-0.00072338,0,41.4896,1.43061349,0.42194947,0.22624756,0.252096,0.071429,0.357143,1
JCTCF,2020-07-13,1500.0,6.44000006,6.30000019,1.0,-0.0817,6.61,34.9748,6.6500001,22.3812,-0.07782067,0.0,0.1349,0.0,28.5714,-1,0.4638,6.53000021,-2396575.2455,6.8419,0.431281,0.0532,1,33.8958,65833.0,0,0.0,919.0,54815.0,0.0,-0.03880593,-0.01447807,0,43.1281,0.03949182,0.34455922,0.21201816,0.338958,1.0,0.285714,-1
JCTCF,2020-07-14,100.0,6.44999981,6.44999981,0.0,-0.0849,6.558,35.7753,6.44999981,20.6814,-0.07594767,0.0,0.1137,0.0,21.4286,-1,0.4708,6.44999981,-2396575.2455,6.7934,0.556281,0.0288,1,46.7486,66511.0,0,0.0,927.0,65821.0,0.0,0.00155276,-0.01439694,0,55.6281,0.28983424,0.37918562,0.19807334,0.467486,0.928571,0.214286,-1
JCTCF,2020-07-15,3200.0,6.44999981,6.44999981,0.0,-0.0835,6.508,35.7753,6.44999981,19.1515,-0.07397468,0.0,0.0928,0.0,14.2857,-1,0.393,6.44999981,-2396575.2455,6.7045,0.363821,0.0093,1,45.0461,67423.0,0,0.0,938.0,74636.0,0.0,0.0,-0.01386198,0,36.3821,-0.34597622,-0.0364182,0.18483999,0.450461,0.857143,0.142857,-1
JCTCF,2020-07-16,16800.0,8.0,7.05999994,-1.0,0.0198,6.808,83.8691,8.77999973,23.9886,0.25257029,0.0,0.0978,0.0,100.0,1,2.4162,7.0999999,-2395003.1525,8.0161,0.478495,0.1176,1,46.6199,67963.0,-1,0.0,968.0,74445.0,0.0,0.24031011,0.0173821,-1,47.8495,0.31519346,0.03493754,0.20120381,0.466199,0.785714,1.0,1
JCTCF,2020-07-17,1600.0,7.30000019,7.30000019,0.0,0.038,6.928,58.9494,7.98999977,28.342,0.18147787,0.0,0.1073,0.0,92.8571,1,2.5188,7.98999977,-2396603.1525,8.1874,0.487903,0.1453,1,44.3406,68473.0,0,0.0,999.0,78252.0,0.0,-0.08749998,0.00668549,-1,48.7903,0.01966165,-0.04889114,0.20760704,0.443406,0.714286,0.928571,1
JCTCF,2020-07-20,1700.0,7.30000019,7.30000019,0.0,0.0464,7.1,58.9494,7.88999987,32.2601,0.1382436,0.0,0.1189,0.0,85.7143,1,2.3562,7.88999987,-2398319.1525,8.2781,0.484506,0.1653,1,48.3634,68522.0,0,0.0,1056.0,59554.0,0.0,0.0,0.0116588,-1,48.4506,-0.00696245,0.09072498,0.21884827,0.483634,0.642857,0.857143,1
JCTCF,2020-07-21,400.0,7.4000001,7.32999992,0.0,0.0546,7.29,61.5027,7.4000001,35.7863,0.1093053,0.0,0.1325,0.0,78.5714,1,1.9774,7.32999992,-2397916.1525,8.2787,0.391919,0.187,1,45.4776,68118.0,0,0.0,1101.0,62996.0,0.0,0.01369862,0.01006565,0,39.1919,-0.19109567,-0.05966909,0.22866656,0.454776,0.571429,0.785714,1
JCTCF,2020-07-22,2600.0,7.78999996,7.3499999,0.0,0.0805,7.558,70.4597,7.82000017,39.4564,0.10255601,0.0,0.1526,0.0,71.4286,1,1.1416,7.44000006,-2395643.7056,8.1288,0.398984,0.2331,1,42.5136,67557.0,-1,0.0,1105.0,70709.0,0.0,0.05270268,0.01574235,-1,39.8984,0.01802668,-0.06517494,0.24417662,0.425136,0.5,0.714286,1
JCTCF,2020-07-23,4200.0,7.17000008,7.15999985,0.0,0.0515,7.392,48.1825,7.40999985,41.5558,0.0532081,0.0,0.1655,0.0,64.2857,1,0.848,7.40999985,-2399701.3676,7.816,0.279602,0.217,1,35.6835,67218.0,0,0.0,1128.0,72072.0,0.0,-0.0795892,0.00952652,0,27.9602,-0.29921501,-0.16065683,0.25371032,0.356835,0.428571,0.642857,1
JCTCF,2020-07-24,3300.0,7.1500001,6.94999981,0.0,0.0279,7.362,47.576,7.1500001,42.1252,0.01370206,0.0,0.1725,0.0,57.1429,1,0.93,6.94999981,-2396407.3676,7.827,0.214616,0.2004,1,29.7734,66409.0,0,0.0,1163.0,72590.0,0.0,-0.0027894,0.00633803,0,21.4616,-0.23242323,-0.16562557,0.26011355,0.297734,0.357143,0.571429,1
JCTCF,2020-07-27,5000.0,7.23000002,7.0,0.0,0.0153,7.3484,50.7531,7.23000002,42.8158,0.01639399,0.0,0.1763,0.0,50.0,-1,0.9506,7.0,-2391406.3676,7.8237,0.181189,0.1916,1,22.5136,63159.0,0,0.0,1191.0,50828.0,0.0,0.0111888,0.01108467,0,18.1189,-0.1557526,-0.2438351,0.27138324,0.225136,0.285714,0.5,1
JCTCF,2020-07-28,200.0,7.07000017,7.07000017,0.0,-0.0053,7.2824,44.146,7.07000017,43.4374,0.01451801,0.0,0.175,0.0,42.8571,-1,1.0362,7.07000017,-2391406.3676,7.8005,0.224945,0.1696,1,20.6917,62578.0,0,0.0,1192.0,58929.0,0.0,-0.02212999,0.00858227,0,22.4945,0.24149369,-0.08092442,0.28020547,0.206917,0.214286,0.428571,1
JCTCF,2020-07-29,200.0,7.09000015,7.09000015,0.0,-0.0183,7.1424,45.246,7.09000015,44.048,0.01405701,0.0,0.1704,0.0,35.7143,-1,0.2322,7.09000015,-2391406.3676,7.2585,0.255472,0.1521,1,22.0535,61914.0,0,0.0,1196.0,66059.0,0.0,0.00282885,0.00878373,0,25.5472,0.13570873,0.06581383,0.28931229,0.220535,0.142857,0.357143,1
