Open,High,Low,Close,Volume,Dividends,Stock Splits
153.86000061035156,153.92999267578125,147.67999267578125,152.2100067138672,433900,0,0
151.86000061035156,154.44200134277344,149.66000366210938,149.77999877929688,470900,0,0
150.1699981689453,150.1699981689453,146.66000366210938,149.2100067138672,487900,0,0
56.630001068115234,72.70999908447266,56.5,60.18000030517578,17567900,0,0
63.189998626708984,65.8949966430664,61.02000045776367,64.45999908447266,5592800,0,0
64.30000305175781,65.5,62.630001068115234,62.65999984741211,1994200,0,0
63.25,63.93000030517578,62.29999923706055,63.290000915527344,1302200,0,0
64.98999786376953,69.68000030517578,64.4800033569336,68.66999816894531,3186600,0,0
68.69000244140625,72.7699966430664,68.69000244140625,72.58999633789062,2001600,0,0
77.25,77.58599853515625,72.29000091552734,72.87000274658203,2821200,0,0
73.81999969482422,73.81999969482422,67.5,70.0,2484900,0,0
70.0,70.43000030517578,67.9000015258789,69.01000213623047,1087300,0,0
68.7300033569336,71.72000122070312,67.91000366210938,71.69999694824219,1464200,0,0
71.94000244140625,74.45999908447266,71.69999694824219,73.23999786376953,1348600,0,0
73.87999725341797,75.58999633789062,73.4749984741211,75.19000244140625,2290900,0,0
76.26000213623047,77.19999694824219,73.60299682617188,74.63999938964844,1417600,0,0
74.5,76.95999908447266,74.30000305175781,76.80000305175781,395800,0,0
76.94000244140625,77.04000091552734,73.94000244140625,74.16000366210938,916500,0,0
74.25,74.7750015258789,72.36000061035156,73.3499984741211,757700,0,0
73.25,73.25,70.61299896240234,71.58999633789062,685100,0,0
71.33000183105469,73.30999755859375,70.94999694824219,72.19000244140625,521300,0,0
72.7300033569336,73.48999786376953,71.55000305175781,73.16000366210938,558700,0,0
71.68000030517578,75.08000183105469,71.56999969482422,73.52999877929688,767600,0,0
72.88999938964844,75.63999938964844,72.26899719238281,75.4000015258789,866000,0,0
75.70999908447266,76.97000122070312,74.1500015258789,74.81999969482422,598500,0,0
74.5999984741211,76.0,73.80000305175781,75.63999938964844,639000,0,0
76.02999877929688,76.19000244140625,73.86000061035156,76.12000274658203,674000,0,0
76.37999725341797,79.0,75.76000213623047,77.23999786376953,1202700,0,0
77.63999938964844,78.2750015258789,74.55000305175781,74.7699966430664,906200,0,0
74.29000091552734,77.01000213623047,73.91999816894531,76.68000030517578,1239200,0,0
77.0,77.41000366210938,74.6500015258789,74.91000366210938,912600,0,0
75.0999984741211,76.16999816894531,74.08000183105469,74.08999633789062,693800,0,0
74.5,76.80000305175781,74.0999984741211,76.4000015258789,1289100,0,0
75.97000122070312,76.13999938964844,72.8499984741211,73.2699966430664,1135200,0,0
73.80000305175781,75.20999908447266,71.66000366210938,71.83999633789062,733100,0,0
71.51000213623047,72.44999694824219,68.75,70.45999908447266,1064800,0,0
70.80000305175781,71.86000061035156,67.75,68.0199966430664,1177900,0,0
66.86000061035156,68.70999908447266,66.0999984741211,67.31999969482422,698900,0,0
68.16000366210938,68.87000274658203,67.07499694824219,68.63999938964844,423700,0,0
68.69000244140625,69.25,68.37999725341797,68.66000366210938,470500,0,0
68.06999969482422,68.06999969482422,65.02999877929688,66.80999755859375,645800,0,0
66.48999786376953,67.18800354003906,65.30999755859375,66.27999877929688,443200,0,0
65.52999877929688,67.91999816894531,65.52999877929688,67.4000015258789,494100,0,0
68.45999908447266,68.9800033569336,65.69000244140625,67.27999877929688,515700,0,0
67.94000244140625,69.95999908447266,67.69000244140625,68.9000015258789,736500,0,0
69.18000030517578,69.75499725341797,67.87000274658203,68.30000305175781,460200,0,0
68.25,68.95999908447266,66.8949966430664,67.68000030517578,505600,0,0
67.91999816894531,69.0,67.3499984741211,68.94999694824219,566700,0,0
69.25,71.0,68.47000122070312,69.62999725341797,457100,0,0
70.26000213623047,70.66000366210938,68.5999984741211,68.87000274658203,626700,0,0
68.2300033569336,68.83999633789062,67.27999877929688,68.04000091552734,538500,0,0
68.38999938964844,68.60099792480469,67.26000213623047,68.08000183105469,450600,0,0
67.77999877929688,69.18000030517578,67.2300033569336,68.61000061035156,1020100,0,0
68.91999816894531,69.83000183105469,67.72000122070312,69.02999877929688,658600,0,0
68.9000015258789,70.97000122070312,68.59500122070312,70.37999725341797,497900,0,0
70.33999633789062,70.8499984741211,69.1449966430664,69.52999877929688,380100,0,0
67.37999725341797,68.5,66.16999816894531,67.13999938964844,758800,0,0
67.52999877929688,67.62999725341797,63.698001861572266,64.44999694824219,710600,0,0
64.8499984741211,65.70999908447266,62.5,63.650001525878906,886700,0,0
54.18000030517578,55.540000915527344,50.005001068115234,52.0099983215332,2353900,0,0
49.61000061035156,50.474998474121094,45.45000076293945,47.0,3111200,0,0
49.595001220703125,53.38999938964844,47.70000076293945,53.36000061035156,2051900,0,0
53.290000915527344,56.641998291015625,49.8849983215332,51.29999923706055,1155800,0,0
52.380001068115234,53.5,50.880001068115234,53.22999954223633,924900,0,0
51.81999969482422,52.48500061035156,50.040000915527344,50.599998474121094,967400,0,0
50.040000915527344,50.88999938964844,46.939998626708984,48.09000015258789,977800,0,0
44.060001373291016,47.779998779296875,43.91999816894531,44.81999969482422,1412400,0,0
45.970001220703125,46.79999923706055,42.91999816894531,46.290000915527344,1367000,0,0
44.709999084472656,45.45000076293945,42.04999923706055,42.29999923706055,1004000,0,0
38.43000030517578,39.72999954223633,34.150001525878906,34.689998626708984,1884800,0,0
37.25,38.33000183105469,31.809999465942383,38.150001525878906,1309300,0,0
32.61000061035156,35.0,29.709999084472656,30.219999313354492,1335200,0,0
31.280000686645508,31.280000686645508,26.989999771118164,28.799999237060547,1966400,0,0
