Open,High,Low,Close,Volume,Dividends,Stock Splits
17.780113220214844,17.780113220214844,17.780113220214844,17.780113220214844,0,0.0,0
17.780113220214844,17.780113220214844,17.780113220214844,17.780113220214844,200,0.0,0
17.86594350260681,18.005885265711665,17.632706637613364,17.726001739501953,9500,0.0,0
17.726001739501953,17.726001739501953,17.726001739501953,17.726001739501953,0,0.0,0
17.72600280032087,17.949909990579656,17.72600280032087,17.735332489013672,1100,0.0,0
17.334164405824577,18.089851379394528,17.334164405824577,18.08985137939453,3700,0.0,0
17.65136819897488,18.34174919128418,17.576732464115935,18.34174919128418,2500,0.0,0
17.828628121207018,18.36973762512207,17.828628121207018,18.36973762512207,2700,0.0,0
17.959240965879832,18.649621963500977,17.87527554108545,18.649621963500977,4200,0.0,0
18.317493300782363,18.453703560479777,17.968570397397365,18.42571449279785,3300,0.0,0
18.304430971364148,19.25603608137153,18.155157732320315,18.211135864257812,5300,0.0,0
17.959239380377003,19.12542375572616,17.72600250530717,18.379066467285156,57500,0.0,0
18.617900530229964,19.377320838751622,18.617900530229964,18.658950805664062,1600,0.0,0
18.89218545787046,18.89218545787046,18.248451232910156,18.248451232910156,90700,0.0,0
18.37906718208648,18.565655621725483,17.875274658203125,17.875274658203125,100700,0.0,0
17.959241122974344,18.46303367614746,17.8566163185599,18.46303367614746,17900,0.0,0
18.453701965639183,18.453701965639183,18.113176345825195,18.113176345825195,600,0.0,0
18.4070539379455,18.54699570849888,18.177548580098993,18.500349044799805,3600,0.0,0
18.458367515365296,18.458367515365296,18.42571449279785,18.42571449279785,1600,0.0,0
18.425713130516666,18.546995522592276,18.379066467285156,18.379066467285156,21700,0.0,0
18.472359521086016,18.836210250854492,18.425712858543037,18.836210250854492,19400,0.0,0
18.836209959920325,18.836209959920325,18.5749840271285,18.612302780151367,6300,0.0,0
17.925654364095926,18.425713581649163,17.925654364095926,18.229795455932617,1500,0.0,0
18.22979406738388,18.44903550858778,18.099180214065424,18.285770416259766,33300,0.0,0
18.565654754638672,18.658949859829043,18.50034871484225,18.565654754638672,7700,0.0,0
18.556325066174022,18.565654754638672,18.336149400885443,18.565654754638672,1200,0.0,0
18.388395189865673,18.472360610961918,18.36973759142134,18.472360610961914,1700,0.0,0
18.472360610961918,18.472360610961918,18.472360610961918,18.472360610961914,0,0.0,0
18.23352762996904,18.316558837890625,18.23352762996904,18.316558837890625,500,0.0,0
18.38186402293261,18.93883380207763,18.19247650346167,18.705596923828125,40300,0.0,0
18.882856507280078,18.920175260076732,18.65894932886839,18.69626808166504,12800,0.0,0
18.696268343937092,19.022798538208008,18.65894959061693,19.022798538208008,35700,0.0,0
19.022798451000284,19.12542324270416,18.9201754387525,19.004140853881836,3100,0.0,0
18.537666372530897,19.284023611007985,18.537666372530897,19.218717575073242,1800,0.0,0
19.050786564070584,19.414635491815478,18.686937636325695,18.724254608154297,3100,0.0,0
18.742918014526367,18.742918014526367,18.742918014526367,18.742918014526367,1300,0.0,0
18.76157360356718,18.879124468622468,18.45370101928711,18.45370101928711,5300,0.0,0
18.42571449279785,19.228049971783662,18.42571449279785,18.42571449279785,13300,0.0,0
18.64495718735765,18.64495718735765,18.425713945666764,18.472360610961914,4700,0.0,0
18.96495845292203,19.093705680424954,18.43504524230957,18.43504524230957,7500,0.0,0
19.367989825026807,19.367989825026807,18.5656544258377,18.63096046447754,1700,0.0,0
18.630960351262765,19.3586600190906,18.630960351262765,18.71492576599121,7200,0.0,0
18.985482061184708,19.27469528916013,18.985482061184708,19.265365600585938,2700,0.0,0
19.3586609882641,19.489273071289062,19.32134223342487,19.489273071289062,2700,0.0,0
19.489273583543557,19.489273583543557,19.05078887939453,19.05078887939453,3200,0.0,0
19.190726490524597,19.190726490524597,18.780229162860117,19.116090774536133,2800,0.0,0
19.04145879394333,19.203791463576927,18.901517021444317,18.910846710205078,4000,0.0,0
18.73358583695181,19.190729901055708,18.73358583695181,19.162742614746094,4000,0.0,0
19.162742614746094,19.162742614746094,19.162742614746094,19.162742614746094,0,0.0,0
19.218717575073242,19.218717575073242,18.974284378339185,19.218717575073242,2000,0.0,0
18.901515303856474,19.218717575073242,18.89218561594351,19.218717575073242,2500,0.0,0
19.218717575073242,19.218717575073242,19.218717575073242,19.218717575073242,0,0.0,0
19.20939064025879,19.265366996303122,18.910847702080645,19.20939064025879,2500,0.0,0
18.966821678509575,19.12542281695033,18.714925438729068,18.780231475830078,2900,0.0,0
18.780231475830075,18.780231475830075,18.780231475830075,18.780231475830078,300,0.0,0
18.705596923828125,18.929505892869077,18.705596923828125,18.705596923828125,2200,0.0,0
18.859535553615704,18.864199508575105,18.672945325026266,18.79422950744629,1600,0.0,0
19.088105820055354,19.088105820055354,18.425713920593264,18.658950805664062,19000,0.0,0
18.761574233330673,18.780231830386022,18.565654338872783,18.612302780151367,1100,0.0,0
18.365071228833866,18.612303528916204,18.365071228833866,18.500349044799805,4700,0.0,0
18.196209120283623,18.565656272294934,18.196209120283623,18.42571449279785,6400,0.0,0
18.574985384682076,18.868864358119026,18.5656556957445,18.658950805664062,8300,0.0,0
18.482623708306093,18.626296997070312,18.41638345348509,18.626296997070312,30700,0.0,0
18.65428590532478,19.032128501134398,18.315625153936892,18.565654754638672,3600,0.0,0
18.565654754638672,18.565654754638672,18.565654754638672,18.565654754638672,0,0.0,0
18.649620454027463,18.65895014263352,18.09918128246328,18.108510971069336,43000,0.0,0
18.099180519924293,18.099180519924293,17.25952815477252,17.35282325744629,286500,0.0,0
