Ticker,Date,SMA_10,SMA_10_min_max,SMA_10_fluc_pctg,MACD,MACD_Signal,MACD_Hist,MACD_polarize,MACD_Signal_polarize,MACD_Hist_polarize,CCI_20,CCI_20_polarize,ROC_10,ROC_10_polarize,ROC_10_fluc_pctg,RSI_5,RSI_5_polarize,RSI_5_fluc_pctg,STOCH_SlowD,STOCH_SlowK,STOCH_SlowD_min_max,STOCH_SlowD_fluc_pctg,STOCH_SlowK_min_max,STOCH_SlowK_fluc_pctg,ADX,ADX_fluc_pctg,AROON_Up,AROON_Down,AROON_Up_min_max,AROON_Down_min_max,AROON_polarize,BBANDS_Lower_Band,BBANDS_Middle_Band,BBANDS_Upper_Band,BBANDS_width,Chaikin_AD,BBANDS_compare_high_low_price,Chaikin_AD_fluc_pctg,Open,High,Low,Close,Volume,Dividends,Stock Splits,Close_Change,Close_Change_pctg,Volume_min_max,daily_trend,New Cases,Case 7-Day Moving Avg,Historic Cases,New Deaths,Death 7-Day Moving Avg,Historic Deaths
FSLR,2020-01-24,54.099,0.29321647,-0.00872194,-1.0075,-0.3509,-0.6566,-1,-1,-1,-109.3427,1,-10.4174,-1,-0.03211041,34.0915,0,-0.01562685,15.61,26.7203,0.08039623,0.4976638,0.24619508,0.84183934,24.2358,-0.0110178,50.0,92.8571,0.5,0.928571,-1,50.0087,51.918,53.8273,3.8186,-393818770.8826,0.0,-0.00301357,52.61000061,53.38000107,51.66999817,51.93999863,1729300.0,0.0,0.0,-0.08000183,-0.00153791,0.09996387,74,1.0,1.0,0.0,0.0,0.0,0.0
FSLR,2020-01-27,53.498,0.28465156,-0.01110926,-1.1935,-0.5194,-0.6741,-1,-1,-1,-140.4239,1,-13.9277,-1,-0.33696508,25.1766,1,-0.2614992,23.3883,28.9372,0.17439507,0.49828956,0.27098422,0.08296688,24.9346,0.02883338,42.8571,85.7143,0.428571,0.857143,-1,49.9873,51.312,52.6367,2.6494,-394943794.9206,0.0,-0.0028567,51.13999939,51.22999954,50.43999863,50.49000168,1288100.0,0.0,0.0,-1.44999695,-0.02791677,0.06930624,75,0.0,1.0,0.0,0.0,0.0,0.0
FSLR,2020-01-28,52.865,0.27563061,-0.01183222,-1.2762,-0.6708,-0.6054,-1,-1,-1,-113.8186,1,-9.3955,-1,0.32540908,34.352,0,0.36444158,27.0371,25.4539,0.21848991,0.15600963,0.23203433,-0.12037447,25.4153,0.01927843,35.7143,78.5714,0.357143,0.785714,-1,49.9159,51.224,52.5321,2.6162,-394578367.9206,0.0,0.00092526,50.72000122,51.34000015,50.59999847,51.11000061,942100.0,0.0,0.0,0.61999893,0.01227964,0.04526377,83,1.0,1.0,0.0,0.0,0.0,0.0
FSLR,2020-01-29,52.077,0.26440074,-0.01490589,-1.3432,-0.8053,-0.538,-1,-1,-1,-99.5952,0,-9.5272,-1,-0.01401735,32.6565,0,-0.04935666,24.6549,19.5735,0.18970162,-0.08810856,0.16628033,-0.23102157,25.5673,0.00598065,28.5714,71.4286,0.285714,0.714286,-1,50.0987,51.292,52.4853,2.3866,-395058431.666,0.0,-0.00121665,51.18000031,51.52000046,50.72999954,50.90000153,853100.0,0.0,0.0,-0.20999908,-0.00410877,0.03907944,71,0.0,0.0,0.0,0.0,0.0,0.0
FSLR,2020-01-30,51.674,0.25865755,-0.00773854,-1.3948,-0.9232,-0.4716,-1,-1,-1,-98.9455,0,-9.3638,-1,0.01715089,31.0163,0,-0.05022584,22.6549,22.9374,0.16553211,-0.08111978,0.2038951,0.17185991,26.2459,0.02654172,21.4286,100.0,0.214286,1.0,-1,50.0364,51.032,52.0276,1.9912,-394852932.4741,0.0,0.00052017,50.59999847,51.09999847,50.11000061,50.72000122,884400.0,0.0,0.0,-0.18000031,-0.00353635,0.04125438,54,0.0,0.0,0.0,0.0,0.0,0.0
FSLR,2020-01-31,51.239,0.25245832,-0.00841816,-1.5102,-1.0406,-0.4696,-1,-1,-1,-107.6806,1,-13.3823,-1,-0.42915269,22.1922,1,-0.2844988,20.2977,18.3821,0.13704593,-0.10404813,0.15295823,-0.19859705,27.5578,0.04998495,14.2857,100.0,0.142857,1.0,-1,49.4983,50.56,51.6217,2.1234,-395431858.5314,1.0,-0.00146618,50.59999847,50.72999954,49.25,49.58000183,1054800.0,0.0,0.0,-1.13999939,-0.02247633,0.05309495,55,3.0,1.0,0.0,0.0,0.0,0.0
FSLR,2020-02-03,50.911,0.24778395,-0.00640137,-1.5308,-1.1386,-0.3922,-1,-1,-1,-89.6596,0,-11.8906,-1,0.11146813,35.4767,0,0.59861122,22.3416,25.7053,0.16174596,0.10069614,0.23484546,0.39838756,28.7384,0.04284087,7.1429,92.8571,0.071429,0.928571,-1,49.4167,50.51,51.6033,2.1866,-395225809.5863,0.0,0.00052107,49.88000107,50.59999847,49.68999863,50.24000168,986800.0,0.0,0.0,0.65999985,0.01331182,0.04836984,53,26.0,4.0,477.0,0.0,0.0,282.0
FSLR,2020-02-04,51.023,0.24938008,0.00219992,-1.3356,-1.178,-0.1576,-1,-1,-1,-33.7468,0,-5.66,-1,0.52399374,63.8681,0,0.800283,32.2381,52.627,0.28134271,0.4429629,0.53588102,1.04732098,26.51,-0.07754085,0.0,85.7143,0.0,0.857143,-1,48.7604,50.822,52.8836,4.1232,-393668651.0625,0.0,0.00393992,51.20999908,52.68999863,51.00999832,52.66999817,1595100.0,0.0,0.0,2.42999649,0.04836776,0.09063872,45,7.0,5.0,0.0,0.0,0.0,0.0
FSLR,2020-02-05,51.277,0.25299986,0.00497815,-1.1332,-1.1691,0.0359,-1,-1,1,1.7961,0,-6.2996,-1,-0.11300353,67.0728,0,0.05017685,50.8945,74.3512,0.50680069,0.57870656,0.77879868,0.41279571,24.7855,-0.06505092,0.0,78.5714,0.0,0.785714,-1,48.5011,51.262,54.0229,5.5218,-394124047.7472,-1.0,-0.0011568,53.40000153,54.06999969,52.59999847,53.09999847,1424500.0,0.0,0.0,0.43000031,0.00816405,0.07878426,33,5.0,6.0,0.0,0.0,0.0,0.0
FSLR,2020-02-06,51.34,0.25389768,0.00122862,-0.9976,-1.1348,0.1372,-1,-1,1,-1.0286,0,-7.1429,-1,-0.13386564,60.0997,0,-0.10396316,70.0915,83.2963,0.73879169,0.37719203,0.87882183,0.12030875,23.2333,-0.06262533,0.0,71.4286,0.0,0.714286,-1,48.7614,51.648,54.5346,5.7732,-395018060.3079,0.0,-0.00226835,53.49000168,53.68000031,52.61000061,52.65000153,966300.0,0.0,0.0,-0.44999695,-0.00847452,0.04694536,37,2.0,6.0,0.0,0.0,0.0,0.0
