Ticker,Date,SMA_10,SMA_10_min_max,SMA_10_fluc_pctg,MACD,MACD_Signal,MACD_Hist,MACD_polarize,MACD_Signal_polarize,MACD_Hist_polarize,CCI_20,CCI_20_polarize,ROC_10,ROC_10_polarize,ROC_10_fluc_pctg,RSI_5,RSI_5_polarize,RSI_5_fluc_pctg,STOCH_SlowD,STOCH_SlowK,STOCH_SlowD_min_max,STOCH_SlowD_fluc_pctg,STOCH_SlowK_min_max,STOCH_SlowK_fluc_pctg,ADX,ADX_fluc_pctg,AROON_Up,AROON_Down,AROON_Up_min_max,AROON_Down_min_max,AROON_polarize,BBANDS_Lower_Band,BBANDS_Middle_Band,BBANDS_Upper_Band,BBANDS_width,Chaikin_AD,Chaikin_AD_fluc_pctg
CFFI,2019-12-02,50.4187,0.8798417834160546,,0.9051,0.627,0.2781,1,1,1,133.2555,-1,6.6218,1,,61.9056,0,,81.4085,82.9306,0.8104352760649801,,0.8275642262493447,,28.7359,,85.7143,0.0,0.857143,0.0,1,49.0554,51.1048,53.1543,4.0989,1757860.8324,
CFFI,2019-12-03,50.6468,0.888964433263877,0.004524115060483467,0.9262,0.6869,0.2394,1,1,1,113.5327,-1,9.5755,1,0.4460569633634358,63.2139,0,0.021133790804063003,80.7039,74.0153,0.8030852265674143,-0.00865511586627931,0.7375015026785561,-0.1075031411806981,28.7159,-0.0006959935133404408,78.5714,0.0,0.785714,0.0,1,49.8192,51.4294,53.0395,3.2202999999999946,1757430.5524,-0.0002447747808411935
CFFI,2019-12-04,50.836,0.8965313133656219,0.0037356753042640323,1.0136,0.7522,0.2614,1,1,1,140.9042,-1,10.0097,1,0.04534489060623472,74.2627,-1,0.17478434331689696,77.515,75.599,0.7698201501513092,-0.03951357988895213,0.7535001045561215,0.021396927392039314,29.3157,0.020887382948122757,100.0,7.1429,1.0,0.071429,1,51.0468,51.93,52.8133,1.7665000000000006,1761301.9441,0.002202870374998971
CFFI,2019-12-05,51.1113,0.9075416838307931,0.005415453615548065,1.0202,0.8058,0.2144,1,1,1,124.2947,-1,9.2188,1,-0.0790133570436677,60.2737,0,-0.1883718205774904,73.0568,69.556,0.7233143444884539,-0.05751402954266922,0.692453472525985,-0.07993491977407116,30.304,0.03371231115068031,100.0,0.0,1.0,0.0,1,51.0143,51.8688,52.7233,1.7090000000000032,1758396.6923,-0.0016494910538945161
CFFI,2019-12-06,51.2995,0.9150685698516621,0.00368216030505978,0.9975,0.8441,0.1533,1,1,1,113.3557,-1,8.7891,1,-0.04661127261682653,56.0071,0,-0.07078709287798819,67.4664,57.2442,0.6649979710692204,-0.07652128207093663,0.5680791676726615,-0.17700557823911667,31.6616,0.0447993664202746,100.0,7.1429,1.0,0.071429,1,50.9621,51.7576,52.5531,1.591000000000001,1742861.6923,-0.008834752742670409
CFFI,2019-12-09,51.396,0.918927998656199,0.0018811099523386957,0.9172,0.8588,0.0585,1,1,1,56.4429,0,9.0603,1,0.030856401679352875,43.8406,0,-0.2172313867348961,51.0573,26.3717,0.49382610446333475,-0.2432188467148091,0.25620391575302126,-0.5393122796720017,31.1551,-0.015997296409530758,92.8571,0.0,0.928571,0.0,1,50.7186,51.6871,52.6556,1.9369999999999976,1736327.5803,-0.0037490708694027817
CFFI,2019-12-10,51.447,0.9209676967808766,0.000992295120242858,0.7914,0.8453,-0.0538,1,1,-1,2.5813,0,5.9926,1,-0.3385870225047735,34.2663,0,-0.21838889066299277,32.3542,13.4466,0.29872432933145426,-0.3663158843103729,0.12563402933026502,-0.4901125069676964,28.9685,-0.07018433579092996,85.7143,14.2857,0.857143,0.142857,1,50.003,51.4646,52.9262,2.9232000000000014,1733258.5803,-0.0017675236141038218
CFFI,2019-12-11,51.548,0.9250070989493556,0.00196318541411548,0.7349,0.8232,-0.0883,1,1,-1,17.1183,0,3.3647,1,-0.4385241798217802,48.0488,0,0.40221733890148625,17.3857,12.3389,0.1425801114712304,-0.4626447261870174,0.1144439988322041,-0.08237770142638284,27.062,-0.06581286569894879,78.5714,7.1429,0.785714,0.071429,1,50.0984,51.166,52.2337,2.135300000000001,1734606.0089,0.0007773961804168688
CFFI,2019-12-12,51.4117,0.9195559057259528,-0.002644137502909881,0.6667,0.7919,-0.1252,1,1,-1,3.2538,0,2.3925,1,-0.28894106458228075,44.4992,0,-0.07387489385791109,14.9523,19.0714,0.11719604895721304,-0.13996560391586194,0.18245598793412254,0.5456321065897284,24.4939,-0.09489690340699139,71.4286,0.0,0.714286,0.0,1,50.1175,50.9546,51.7917,1.674199999999999,1735085.0701,0.0002761786812347529
CFFI,2019-12-13,51.4491,0.9210516843507163,0.000727460869801973,0.7479,0.7831,-0.0352,1,1,-1,75.4164,0,6.786,1,1.8363636363636362,69.9304,0,0.5714979145692507,25.5661,45.288,0.22791412354884505,0.7098439704928339,0.4472971484969678,1.3746552429292027,24.7601,0.010868012035649747,64.2857,7.1429,0.642857,0.071429,1,49.6303,51.1407,52.6511,3.0208000000000013,1739468.1613,0.0025261534869569975
CFFI,2019-12-16,51.6241,0.9280506485040214,0.003401420044276715,0.8455,0.7956,0.0499,1,1,1,135.4522,-1,8.2747,1,0.21937813144709692,74.3199,-1,0.06276955372770637,43.6531,66.6,0.4165890387666605,0.707460269653956,0.6625918401776343,0.47058823529411764,25.4978,0.029793902286339723,100.0,0.0,1.0,0.0,1,49.4042,51.5611,53.7181,4.313899999999997,1742863.1012,0.0019517114342941788
